PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Anthony Angello,23,"C, RW",8,1,0,1,0.13,-1,5,0.2,5:43:00,0.3,5,7,6,0.39,6.56,9.18,7.87,23,25,47.92,36,47,43.37,29,35,45.31,1.78,1.82,49.44,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,750",0.0110
Boris Katchouk,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Mitchell Stephens,22,C,38,3,3,6,0.16,-9,43,0.07,10:47:00,3.83,43,82,66,0.56,6.3,12,9.66,190,201,48.59,351,359,49.44,271,278,49.36,14.56,15.78,47.99,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Taylor Raddysh,21,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Libor Hájek,21,LD,28,0,5,5,0.18,-4,23,0,15:59:00,0.82,23,48,35,0.11,3.08,6.43,4.69,178,292,37.86,307,560,35.4,248,424,36.9,15.54,27.37,36.22,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Jérémy Roy,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","827,500",0.0120
Petrus Palmu,21,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","825,833",0.0110
Matthew Robertson,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,833",0.0100
Mikael Hakkarainen,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,833",0.0100
Niclas Westerholm,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"825,833",0.0110
Kirill Ustimenko,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","825,833",0.0100
Connor Dewar,20,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,833",0.0100
Aliaksei Protas,18,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,833",0.0100
Tim Söderlund,21,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,833",0.0100
Paul LaDue,26,RD,2,0,1,1,0.5,0,2,0,12:48:00,0.05,2,6,3,0.12,4.69,14.06,7.03,12,12,50,27,22,55.1,16,17,48.48,0.72,0.9,44.44,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"825,000",0.0100
Dmitri Samorukov,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"825,000",0.0120
Alex Biega,31,RD,49,0,3,3,0.06,-9,55,0,16:25:00,2.04,55,123,89,0.15,4.09,9.17,6.64,322,458,41.28,591,783,43.01,462,617,42.82,24.13,39,38.22,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"825,000",0.0110
Mitch Eliot,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","822,500",0.0100
Christian Fischer,22,"RW, LW",56,6,3,9,0.16,2,83,0.07,11:01:00,7.73,83,116,102,0.75,8.07,11.28,9.92,289,288,50.09,487,615,44.19,379,435,46.56,23.95,22.8,51.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"821,666",0.0120
Maxime Comtois,20,LW,29,5,6,11,0.38,-4,32,0.16,13:58:00,4.9,32,72,58,0.73,4.74,10.66,8.59,195,188,50.91,358,362,49.72,275,283,49.28,18.36,19.86,48.04,-,-,-,-,-,-,-,-,Entry-Level,RFA,"820,000",0.0110
Gilles Senn,23,G,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3.43,0.902,3.42,2.65,-0.78,Entry-Level,RFA,"817,500",0.0100
Ryan Bednard,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","817,500",0.0100
Luke Philp,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Jan Jeník,18,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Egor Afanasyev,18,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Nolan Vesey,24,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","817,500",0.0110
David Gustafsson,19,C,22,1,0,1,0.05,-2,4,0.25,6:08:00,0.27,4,10,7,0.12,1.78,4.44,3.11,29,79,26.85,65,152,29.95,47,111,29.75,1.6,6.36,20.1,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Rodrigo Abols,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Kevin Bahl,19,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"817,500",0.0100
Erik Källgren,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"817,500",0.0100
Jonathan Gruden,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"815,833",0.0100
Riley Damiani,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"813,333",0.0100
Casey Nelson,26,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"812,500",0.0110
Mackenzie Entwistle,19,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"811,667",0.0110
Michael DiPietro,20,G,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,7.5,0.857,7.16,3.65,-3.51,Entry-Level,RFA,"811,667",0.0110
Roope Hintz,22,"C, LW",60,19,14,33,0.55,3,120,0.16,14:44:00,14.06,120,208,163,0.95,8.14,14.12,11.06,498,416,54.49,934,768,54.88,683,577,54.21,48.67,34.17,58.75,-,-,-,-,-,-,-,-,Entry-Level,RFA,"811,667",0.0110
Janne Kuokkanen,21,"LW, C",1,0,0,0,0,0,0,0,12:04:00,0,0,0,0,0,0,0,0,3,8,27.27,4,12,25,3,8,27.27,0.38,0.23,62.3,-,-,-,-,-,-,-,-,Entry-Level,RFA,"811,666",0.0110
Nikita Okhotiuk,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Vladislav Kolyachonok,18,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Niclas Almari,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Jacob Elmer,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","809,167",0.0100
Mikhail Maltsev,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Eetu Tuulola,21,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Joel Hofer,18,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"809,167",0.0100
Olivier Rodrigue,18,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"809,167",0.0100
Ivan Prosvetov,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"809,167",0.0100
Pavel Shen,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Artemi Kniazev,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Calen Addison,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Fabian Zetterlund,19,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Nathan Légaré,18,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Samuel Fagemo,19,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Kaedan Korczak,18,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Tarmo Reunanen,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Patrick Bajkov,21,"RW, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","809,167",0.0110
Oskar Steen,21,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Dillon Hamaliuk,18,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Akil Thomas,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,167",0.0100
Jimmy Huntington,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Trey Fix-Wolansky,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Simon Benoit,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Joey Keane,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Stelio Mattheos,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Justin Almeida,20,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Jan Drozg,20,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Sean Durzi,20,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"809,166",0.0100
Tyler Benson,21,"LW, RW",7,0,1,1,0.14,-1,5,0,10:22:00,0.56,5,13,7,0.47,4.16,10.83,5.83,39,36,52,68,67,50.37,50,46,52.08,4.01,3.86,51.02,-,-,-,-,-,-,-,-,Entry-Level,RFA,"808,333",0.0120
Jonas Røndbjerg,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"806,667",0.0100
Martin Fehérváry,19,LD,6,0,1,1,0.17,-2,7,0,15:58:00,0.12,7,16,10,0.08,4.38,10.02,6.26,51,40,56.04,85,76,52.8,69,58,54.33,3.35,4.29,43.85,-,-,-,-,-,-,-,-,Entry-Level,RFA,"805,833",0.0100
Gabriel Fortier,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"805,833",0.0100
Ian Scott,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"805,833",0.0100
Will Bitten,20,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"805,000",0.0110
Jesper Sellgren,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"803,333",0.0100
Linus Söderström,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","803,333",0.0110
Ryan Gropp,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","802,500",0.0110
Adam Ruzicka,20,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"801,666",0.0100
Tyler Ennis,29,"LW, RW",70,16,21,37,0.53,-6,159,0.1,14:42:00,19.45,159,272,227,1.12,9.27,15.85,13.23,557,507,52.35,1092,889,55.12,828,699,54.22,58.35,41.35,58.53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"800,000",0.0100
Marko Dano,24,"C, LW, RW",3,0,0,0,0,-1,2,0,7:10:00,0.14,2,3,3,0.39,5.58,8.36,8.36,12,7,63.16,18,19,48.65,14,12,53.85,0.71,0.39,64.55,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","800,000",0.0100
Joseph Duszak,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"800,000",0.0100
Christian Folin,28,RD,16,1,1,2,0.13,-1,13,0.08,14:26:00,0.37,13,31,17,0.1,3.38,8.05,4.42,107,116,47.98,210,185,53.16,140,141,49.82,8.32,7.75,51.77,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"800,000",0.0100
Charles Hudon,25,"C, LW, RW",15,1,1,2,0.13,-9,22,0.05,11:32:00,1.54,22,42,31,0.53,7.62,14.56,10.74,79,80,49.69,164,131,55.59,117,102,53.42,5.79,6.41,47.46,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"800,000",0.0100
Dalton Prout,29,RD,2,0,0,0,0,0,2,0,12:48:00,0.02,2,4,3,0.05,4.68,9.36,7.03,10,12,45.45,17,21,44.74,13,17,43.33,0.48,1.14,29.45,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"800,000",0.0100
Travis Boyd,25,"C, RW",24,3,7,10,0.42,9,26,0.12,11:45:00,2.47,26,36,34,0.53,5.53,7.66,7.23,137,112,55.02,255,206,55.31,189,159,54.31,10.84,11.73,48.03,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","800,000",0.0100
Jordan Szwarz,28,RW,3,0,0,0,0,0,2,0,4:55:00,0.3,2,2,2,1.22,8.11,8.11,8.11,3,3,50,8,16,33.33,6,6,50,0.34,0.56,37.36,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"800,000",0.0100
Arturs Silovs,18,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"800,000",0.0100
Steven Kampfer,30,RD,10,0,2,2,0.2,2,13,0,13:38:00,0.47,13,28,17,0.21,5.72,12.32,7.48,65,46,58.56,120,107,52.86,90,74,54.88,4.71,3.68,56.14,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"800,000",0.0100
Cody Goloubef,29,RD,26,1,1,2,0.08,-3,18,0.06,15:11:00,0.54,18,43,29,0.08,2.73,6.53,4.41,166,224,42.56,313,436,41.79,233,320,42.13,13.79,20.13,40.65,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"800,000",0.0100
Joseph Woll,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"800,000",0.0100
Mac Hollowell,20,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"799,766",0.0100
Nicholas Henry,19,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"798,333",0.0100
Markus Phillips,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","796,667",0.0100
Aidan Dudas,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"796,667",0.0100
Martin Pospisil,19,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"796,667",0.0100
Leon Gawanke,20,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"796,667",0.0100
Nikolai Knyzhov,21,LD/RD,3,0,0,0,0,-1,0,0,10:49:00,0.01,0,3,1,0.02,0,5.55,1.85,17,13,56.67,29,30,49.15,22,19,53.66,2.34,0.95,71.12,-,-,-,-,-,-,-,-,Entry-Level,RFA,"796,667",0.0100
Mathias Laferrière,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"796,667",0.0100
Zacharie Émond,19,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"796,667",0.0100
Marcus Kallionkieli,18,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"795,833",0.0100
Josh Brook,20,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","795,000",0.0100
Axel Andersson,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"795,000",0.0100
Jason Robertson,19,"LW, RW",3,0,1,1,0.33,0,4,0,12:19:00,0.18,4,6,4,0.28,6.49,9.74,6.49,19,22,46.34,35,35,50,26,29,47.27,1.47,1.71,46.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"795,000",0.0110
Kris Bindulis,23,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","792,500",0.0110
Felix Sandström,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"792,500",0.0110
Jacob Lucchini,24,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0100
Mason Shaw,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0110
Alexandar Georgiev,23,G,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,14,2,3.05,0.91,3.04,3.14,0.09,Entry-Level,RFA,"792,500",0.0110
Patrick Newell,23,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","792,500",0.0100
Teemu Kivihalme,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0100
Emil Larmi,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","792,500",0.0100
Lucas Carlsson,21,LD,6,0,1,1,0.17,3,3,0,14:08:00,0.3,3,9,8,0.21,2.12,6.37,5.66,46,47,49.46,70,81,46.36,57,61,48.31,3.69,3.32,52.64,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","792,500",0.0110
Johnathan Kovacevic,21,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0100
Bobo Carpenter,22,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","792,500",0.0100
Kasper Björkqvist,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0100
Oula Palve,27,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,UFA,"792,500",0.0100
Ryan Lohin,23,"C, LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","792,500",0.0100
Lukas Vejdemo,23,"C, LW, RW",7,1,0,1,0.14,0,7,0.14,8:01:00,0.79,7,10,8,0.84,7.48,10.69,8.55,28,23,54.9,53,44,54.64,38,36,51.35,2.09,2.13,49.53,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0110
Andrei Chibisov,26,"RW, LW",2,0,0,0,0,0,1,0,7:27:00,0.19,1,1,1,0.77,4.03,4.03,4.03,3,9,25,8,15,34.78,7,12,36.84,0.45,0.49,47.87,-,-,-,-,-,-,-,-,Entry-Level,UFA,"792,500",0.0100
Dakota Joshua,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0100
Cameron Hughes,22,"C, LW",1,0,0,0,0,-1,0,0,9:53:00,0.01,0,1,1,0.06,0,6.07,6.07,2,7,22.22,6,14,30,4,9,30.77,0.04,0.45,8.16,-,-,-,-,-,-,-,-,Entry-Level,RFA,"792,500",0.0110
Mason Jobst,25,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"792,500",0.0100
Johan Södergran,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"791,667",0.0100
Nicolas Hague,20,LD,38,1,10,11,0.29,0,54,0.02,16:05:00,2.29,54,136,77,0.23,5.3,13.35,7.56,365,290,55.73,673,488,57.97,504,389,56.44,33.97,25.32,57.29,-,-,-,-,-,-,-,-,Entry-Level,RFA,"791,667",0.0110
