PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Lias Andersson,20,"C, LW",17,0,1,1,0.06,-8,13,0,9:32:00,1.03,13,14,14,0.38,4.8,5.18,5.18,60,102,37.04,96,186,34.04,85,145,36.96,3.99,10.35,27.82,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Robert Thomas,19,"C, RW",66,10,32,42,0.64,9,87,0.11,14:33:00,9.56,87,146,114,0.6,5.43,9.11,7.12,506,393,56.28,891,724,55.17,652,564,53.62,42.44,36.59,53.7,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Dennis Cholowski,21,LD,36,2,6,8,0.22,-26,51,0.04,19:13:00,2.21,51,101,76,0.19,4.42,8.76,6.59,362,339,51.64,652,589,52.54,506,460,52.38,31.17,33.54,48.16,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Denis Gurianov,22,"RW, LW",64,20,9,29,0.45,5,132,0.15,12:59:00,14.61,132,250,190,1.05,9.52,18.05,13.72,472,390,54.76,898,705,56.02,654,521,55.66,47.49,32.04,59.71,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Jack Roslovic,22,"C, RW",71,12,17,29,0.41,4,117,0.1,14:53:00,12.23,117,206,159,0.69,6.64,11.68,9.02,563,531,51.46,1048,900,53.8,779,720,51.97,44.24,45.96,49.05,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Miro Heiskanen,19,LD/RD,68,8,27,35,0.51,14,163,0.05,23:46:00,10.7,163,333,209,0.4,6.06,12.37,7.76,845,794,51.56,1564,1467,51.6,1143,1089,51.21,86.98,71.59,54.85,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Mikhail Sergachev,21,LD/RD,70,10,24,34,0.49,15,118,0.08,20:22:00,6.15,118,274,171,0.26,4.97,11.53,7.2,751,660,53.22,1402,1178,54.34,1035,898,53.54,68.42,54.61,55.61,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Juuso Välimäki,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Gabriel Carlsson,22,LD,6,0,0,0,0,-1,3,0,10:52:00,0.06,3,7,4,0.06,2.76,6.43,3.68,29,34,46.03,46,62,42.59,35,44,44.3,1.72,2.22,43.65,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Michael Rasmussen,20,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Jett Woo,18,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"891,667",0.0110
Kole Lind,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"891,666",0.0120
Jacob Bryson,21,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"889,166",0.0110
Clayton Keller,20,"RW, LW",70,17,27,44,0.63,-6,184,0.09,16:17:00,18.92,184,296,241,1,9.68,15.57,12.68,663,500,57.01,1203,908,56.99,915,721,55.93,56.36,43.38,56.51,-,-,-,-,-,-,-,-,Entry-Level,RFA,"885,833",0.0130
Tyson Jost,21,"C, LW, RW",67,8,15,23,0.34,11,115,0.07,12:46:00,11.56,115,189,143,0.81,8.08,13.27,10.03,474,384,55.24,864,723,54.44,606,532,53.25,36.83,29.78,55.29,-,-,-,-,-,-,-,-,Entry-Level,RFA,"885,833",0.0130
Reese Johnson,20,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Cale Makar,20,RD,57,12,38,50,0.88,12,121,0.1,21:00:00,8.78,121,272,186,0.44,6.06,13.63,9.32,773,533,59.19,1377,939,59.46,1031,717,58.98,68.9,43.39,61.36,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Ryan Collins,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","880,833",0.0120
Cayden Primeau,19,G,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2.52,0.931,2.52,2.54,0.03,Entry-Level,RFA,"880,833",0.0110
Brandon Hagel,20,"LW, RW",1,0,0,0,0,0,4,0,11:48:00,0.2,4,5,4,1.02,20.34,25.42,20.34,9,8,52.94,12,12,50,9,8,52.94,0.51,0.32,61.45,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Jayce Hawryluk,23,"RW, LW",26,3,7,10,0.38,1,26,0.12,11:05:00,3.51,26,39,34,0.73,5.41,8.11,7.07,147,127,53.65,275,243,53.09,203,188,51.92,11.73,10.19,53.49,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","874,125",0.0110
Elvis Merzlikins,25,G,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,9,5,2.35,0.923,2.35,2.33,-0.02,Standard (1-way),RFA,"874,125",0.0110
Sheldon Rempal,23,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","874,125",0.0110
Sonny Milano,23,"LW, RW",55,7,16,23,0.42,-7,75,0.09,13:05:00,5.72,75,108,90,0.48,6.25,9,7.5,416,365,53.27,690,655,51.3,537,482,52.7,33.14,30.12,52.39,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Brendan Perlini,23,"RW, LW",40,1,3,4,0.1,-18,48,0.02,10:42:00,5.2,48,99,72,0.73,6.73,13.88,10.1,176,229,43.46,317,386,45.09,243,314,43.63,14.8,21.33,40.96,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","874,125",0.0110
Ryan MacInnis,23,C,10,0,1,1,0.1,1,13,0,9:21:00,0.82,13,15,14,0.53,8.34,9.61,8.98,48,42,53.33,66,93,41.51,56,64,46.67,2.87,2.39,54.56,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Nico Sturm,24,C,6,0,2,2,0.33,2,2,0,11:53:00,0.15,2,4,3,0.13,1.68,3.36,2.52,27,32,45.76,56,66,45.9,38,41,48.1,1.55,1.66,48.29,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Joshua Ho-Sang,23,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Eric Robinson,24,LW,50,7,5,12,0.24,10,69,0.1,10:57:00,6.12,69,118,93,0.67,7.56,12.93,10.19,260,232,52.85,454,440,50.78,349,321,52.09,18.94,15.98,54.24,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Marcus Pettersson,23,LD,69,2,20,22,0.32,9,79,0.03,19:23:00,3.03,79,193,117,0.14,3.54,8.65,5.25,692,640,51.95,1198,1154,50.94,922,864,51.62,58.42,54.02,51.96,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"874,125",0.0110
Gustav Forsling,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Ilya Lyubushkin,25,RD,51,0,4,4,0.08,4,41,0,14:11:00,1.59,41,90,60,0.13,3.4,7.46,4.97,368,389,48.61,670,696,49.05,507,536,48.61,32.15,25.37,55.9,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"874,125",0.0110
Ryan Mantha,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","870,000",0.0120
Alexander Volkov,21,"LW, RW",9,0,1,1,0.11,-6,7,0,10:15:00,0.66,7,13,11,0.43,4.55,8.44,7.15,34,44,43.59,74,75,49.66,50,61,45.05,1.87,2.6,41.83,-,-,-,-,-,-,-,-,Entry-Level,RFA,"864,167",0.0120
Kevin Stenlund,22,"RW, C",32,6,4,10,0.31,2,57,0.11,13:58:00,4.79,57,100,70,0.64,7.64,13.41,9.39,249,201,55.33,419,376,52.7,316,271,53.83,19.72,15.23,56.42,-,-,-,-,-,-,-,-,Entry-Level,RFA,"864,167",0.0120
William Borgen,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"864,166",0.0120
Travis Dermott,22,LD/RD,56,4,7,11,0.2,14,65,0.06,17:18:00,2.61,65,121,86,0.16,4.01,7.49,5.32,440,503,46.66,841,936,47.33,640,720,47.06,42.15,41.05,50.66,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Olli Juolevi,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Dylan Strome,22,"C, LW",58,12,26,38,0.66,1,97,0.12,15:56:00,11.48,97,147,124,0.75,6.3,9.53,8.05,530,476,52.68,973,816,54.39,706,613,53.53,48.96,46.75,51.15,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Jakub Zboril,22,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Logan Stanley,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Nick Merkley,22,"RW, C",4,1,1,2,0.5,0,8,0.13,11:21:00,0.88,8,9,9,1.15,10.56,11.88,11.88,29,24,54.72,46,45,50.55,39,32,54.93,2.56,2.54,50.2,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Nick Suzuki,19,C,71,13,28,41,0.58,-15,138,0.09,15:59:00,13.32,138,222,180,0.7,7.29,11.73,9.51,618,508,54.88,1166,898,56.49,854,684,55.53,56.88,42.37,57.31,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Evgeny Svechnikov,22,"LW, RW",4,0,0,0,0,-1,7,0,8:19:00,0.78,7,10,8,1.41,12.61,18.02,14.41,20,20,50,28,30,48.28,24,26,48,1.6,1.79,47.2,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Sam Steel,21,"C, LW",65,6,16,22,0.34,-13,85,0.07,15:32:00,11.31,85,168,130,0.67,5.05,9.98,7.72,485,506,48.94,941,883,51.59,718,706,50.42,44.53,47.4,48.44,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Klim Kostin,20,"RW, LW",4,1,0,1,0.25,1,5,0.2,8:32:00,0.66,5,7,6,1.15,8.77,12.3,10.54,19,19,50,31,30,50.82,23,26,46.94,1.23,1.07,53.48,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Mathew Barzal,22,C,68,19,41,60,0.88,5,171,0.11,20:02:00,19.22,171,295,224,0.85,7.53,12.99,9.86,853,622,57.83,1593,1226,56.51,1174,890,56.88,82.61,59.05,58.32,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Zach Senyshyn,22,RW,4,0,2,2,0.5,1,1,0,8:25:00,0.16,1,4,2,0.28,1.78,7.12,3.56,20,11,64.52,31,23,57.41,25,18,58.14,1.32,0.7,65.34,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Michael Mcleod,21,C,12,0,2,2,0.17,4,11,0,10:13:00,0.83,11,16,12,0.41,5.38,7.82,5.87,56,64,46.67,94,140,40.17,70,92,43.21,4.7,4.98,48.55,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Max Jones,21,"LW, RW",59,8,4,12,0.2,-6,102,0.08,14:16:00,12.62,102,176,141,0.9,7.27,12.54,10.05,389,422,47.97,750,759,49.7,559,585,48.86,34.45,39.2,46.78,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Erik Brännström,19,LD/RD,31,0,4,4,0.13,-9,38,0,14:50:00,1.86,38,90,53,0.24,4.96,11.74,6.91,226,213,51.48,453,419,51.95,323,304,51.52,20.73,20.52,50.25,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Julien Gauthier,21,RW,17,0,3,3,0.18,1,10,0,8:17:00,1.59,10,27,20,0.68,4.26,11.51,8.52,58,71,44.96,130,138,48.51,87,93,48.33,4.43,6.9,39.1,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Morgan Frost,20,C,20,2,5,7,0.35,-3,31,0.06,13:41:00,3.46,31,57,45,0.76,6.8,12.5,9.86,146,141,50.87,272,228,54.4,198,176,52.94,12.63,12.5,50.26,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Logan Brown,21,"C, LW",23,1,7,8,0.35,0,23,0.04,11:45:00,2.46,23,42,32,0.55,5.09,9.32,7.1,161,130,55.33,281,233,54.67,225,177,55.97,15.25,11.87,56.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Thomas Chabot,22,LD,71,6,33,39,0.55,-18,186,0.03,26:00:00,8.69,186,418,264,0.28,6.05,13.59,8.59,1025,925,52.56,1971,1644,54.52,1462,1260,53.71,103.97,83.17,55.56,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Martin Necas,20,"RW, C",64,16,20,36,0.56,-6,88,0.18,14:10:00,9.9,89,162,127,0.66,5.89,10.72,8.4,477,419,53.24,902,688,56.73,677,534,55.9,43.88,39.42,52.68,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Jake DeBrusk,22,LW,65,19,16,35,0.54,-1,161,0.12,16:03:00,17.57,161,260,215,1.01,9.26,14.95,12.36,628,482,56.58,1114,809,57.93,852,650,56.72,56.69,38,59.87,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Pierre-Olivier Joseph,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Cody Glass,20,C,39,5,7,12,0.31,-7,51,0.1,13:21:00,4.58,51,84,68,0.53,5.87,9.67,7.83,291,218,57.17,545,380,58.92,397,291,57.7,26.09,18.57,58.41,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Noah Juulsen,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Alexander Nylander,21,"RW, LW",65,10,16,26,0.4,-2,94,0.11,12:08:00,7.63,94,151,122,0.57,7.15,11.49,9.27,424,430,49.65,774,725,51.63,560,546,50.63,34.39,35.7,49.07,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Brett Howden,21,C,70,9,10,19,0.27,-11,64,0.14,13:08:00,9.18,64,98,81,0.6,4.17,6.39,5.28,365,620,37.06,647,1175,35.51,478,878,35.25,30.62,59.21,34.09,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Timothy Liljegren,20,RD,11,0,1,1,0.09,-5,2,0,10:17:00,0.06,2,9,4,0.03,1.06,4.76,2.12,45,52,46.39,84,106,44.21,62,83,42.76,3.77,5.47,40.79,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Owen Tippett,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Jake Bean,21,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Nikita Alexandrov,18,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"861,667",0.0100
Axel Jonsson-Fjällby,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"860,000",0.0110
Casey Fitzgerald,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Olle Alsing,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Chase Pearson,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Cal Petersen,24,G,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,0,2.64,0.922,2.64,3.47,0.83,Standard (2-way),UFA,"858,333",0.0110
Lukas Jasek,21,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0110
Chad Krys,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0110
Nicolas Meloche,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0120
Malcolm Subban,25,G,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,7,0,3.17,0.89,3.17,2.86,-0.31,Standard (1-way),"UFA
No QO","850,000",0.0100
Haydn Fleury,22,LD/RD,45,4,10,14,0.31,-2,65,0.06,13:39:00,3.39,65,150,94,0.33,6.34,14.64,9.17,293,289,50.34,566,525,51.88,415,403,50.73,26.45,27.72,48.83,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Nicholas Robertson,17,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"850,000",0.0100
Carl Dahlström,24,LD,15,0,1,1,0.07,-4,9,0,14:45:00,0.4,9,31,14,0.11,2.44,8.4,3.79,101,113,47.2,188,196,48.96,142,150,48.63,7.6,9,45.78,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","850,000",0.0110
Oscar Fantenberg,27,LD,36,1,5,6,0.17,-10,45,0.02,15:54:00,1.18,45,98,66,0.12,4.71,10.26,6.91,240,339,41.45,433,620,41.12,331,451,42.33,18.39,27.98,39.65,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Jani Hakanpää,27,RD,5,1,0,1,0.2,1,4,0.25,18:07:00,0.21,4,13,8,0.14,2.65,8.61,5.3,29,41,41.43,61,79,43.57,42,58,42,2.06,3.29,38.5,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Chris Driedger,25,G,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,2,1,2.06,0.938,2.04,2.76,0.71,Standard (2-way),UFA,"850,000",
Samuel Blais,23,RW,40,6,7,13,0.33,-2,56,0.11,12:34:00,6.6,56,86,75,0.79,6.68,10.26,8.94,245,232,51.36,428,417,50.65,330,316,51.08,20.53,18.94,52.01,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Tom Kühnhackl,27,RW,28,3,3,6,0.21,-4,28,0.11,11:17:00,2.31,28,46,36,0.44,5.31,8.72,6.83,136,181,42.9,236,395,37.4,176,273,39.2,9.14,19.35,32.08,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Pär Lindholm,27,"LW, C",40,3,3,6,0.15,6,35,0.09,11:14:00,2.9,35,60,50,0.39,4.67,8,6.67,194,209,48.14,346,418,45.29,266,315,45.78,14.27,17.57,44.82,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Kevin Roy,26,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"850,000",0.0100
Jimmy Schuldt,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Juuso Riikola,25,LD,36,1,6,7,0.19,3,38,0.03,13:52:00,2.37,38,83,58,0.28,4.55,9.96,6.96,255,196,56.54,480,376,56.07,351,274,56.16,21.79,14.94,59.32,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0110
Korbinian Holzer,31,RD,49,1,3,4,0.08,-2,39,0.03,16:02:00,1.81,39,75,58,0.14,2.98,5.73,4.43,290,456,38.86,557,884,38.65,421,655,39.13,24.96,43.31,36.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0110
Valeri Nichushkin,24,"LW, RW",65,13,14,27,0.42,26,113,0.12,14:04:00,11.95,113,180,149,0.78,7.42,11.81,9.77,501,382,56.74,970,723,57.29,692,524,56.91,43.93,28.28,60.84,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Zack MacEwen,22,"C, RW",17,5,1,6,0.35,6,17,0.29,9:37:00,1.86,17,31,26,0.68,6.24,11.38,9.53,67,97,40.85,135,184,42.32,101,135,42.8,5.93,6.93,46.11,-,-,-,-,-,-,-,-,Entry-Level,RFA,"847,500",0.0120
Rasmus Asplund,21,"LW, RW",29,1,2,3,0.1,-4,36,0.03,10:50:00,2.5,36,44,42,0.48,6.88,8.4,8.02,132,184,41.77,225,302,42.69,181,253,41.71,11.18,16.45,40.46,-,-,-,-,-,-,-,-,Entry-Level,RFA,"845,000",0.0110
Brandon Fortunato,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","842,500",0.0110
Tony Sund,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Brett Leason,20,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Jakob Lilja,25,LW,37,2,3,5,0.14,5,23,0.09,9:53:00,2.65,23,43,35,0.43,3.77,7.05,5.74,136,188,41.98,254,364,41.1,188,253,42.63,9.1,11.36,44.48,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","842,500",0.0110
Angus Redmond,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","842,500",0.0120
Alexander Khovanov,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Niko Mikkola,23,LD,5,0,1,1,0.2,3,10,0,14:21:00,0.19,10,13,11,0.16,8.35,10.86,9.19,50,25,66.67,73,50,59.35,61,39,61,3.14,2.69,53.86,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0110
Philipp Kurashev,19,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0110
Artyom Zagidulin,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"842,500",0.0110
Jacob Pritchard,24,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","842,500",0.0110
Jeremy Bracco,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","842,500",0.0120
Adam Werner,22,G,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,3.45,0.914,3.42,2.74,-0.67,Entry-Level,"UFA
No QO","842,500",0.0110
Kody Clark,19,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"839,167",0.0100
Benoit-Olivier Groulx,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"836,667",0.0100
Lean Bergmann,20,"LW, RW",12,0,1,1,0.08,-6,11,0,8:16:00,0.52,11,17,16,0.31,6.65,10.28,9.68,38,62,38,74,114,39.36,54,87,38.29,2.17,5.25,29.25,-,-,-,-,-,-,-,-,Entry-Level,RFA,"836,667",0.0110
Lukas Dostal,19,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"836,667",0.0100
Filip Larsson,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"836,666",0.0110
Ryan McLeod,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"834,167",0.0100
Michael Eyssimont,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,750",0.0110
