player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Vladimir Tarasenko,RW,2013-14,900000,21,64300000,0.013997,Entry_Level
Vladislav Namestnikov,RW/LW/C,2013-14,925000,20,64300000,0.014386,Entry_Level
Wayne Simmonds,RW/LW,2013-14,3975000,24,64300000,0.06182,Standard (1-way)
William Carrier,LW,2013-14,740833,18,64300000,0.011522,Entry_Level
William Karlsson,C,2013-14,830833,20,64300000,0.012921,Entry_Level
Xavier Ouellet,LD/RD,2013-14,670000,19,64300000,0.01042,Entry_Level
Zac Dalpe,C,2013-14,550000,23,64300000,0.008554,Standard (1-way)
Zac Rinaldo,LW,2013-14,750000,23,64300000,0.011664,Standard (1-way)
Zach Bogosian,RD,2013-14,5142857,22,64300000,0.079982,Standard (1-way)
Zach Parise,LW,2013-14,7538462,28,64300000,0.117239,Standard (1-way)
Zack Kassian,RW,2013-14,870000,22,64300000,0.01353,Entry_Level
Zdeno Chara,LD,2013-14,6916667,36,64300000,0.107569,Standard (1-way)
Zemgus Girgensons,C/LW,2013-14,894167,19,64300000,0.013906,Entry_Level
