player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Nick Leddy,LD,2011-12,900000,20,64300000,0.013997,Entry_Level
Nicklas Backstrom,C,2011-12,6700000,24,64300000,0.104199,Standard (1-way)
Nicolas Deslauriers,RW/LW,2011-12,608333,20,64300000,0.009461,Entry_Level
Nino Niederreiter,LW/RW,2011-12,870000,19,64300000,0.01353,Entry_Level
Oliver Ekman Larsson,LD,2011-12,900000,20,64300000,0.013997,Entry_Level
Ondrej Palat,LW/RW,2011-12,575000,20,64300000,0.008942,Entry_Level
Patric Hornqvist,RW,2011-12,3083333,24,64300000,0.047952,Standard (1-way)
Patrice Bergeron,C,2011-12,5000000,26,64300000,0.07776,Standard (1-way)
Patrick Kane,RW,2011-12,6300000,23,64300000,0.097978,Standard (1-way)
Patrick Maroon,LW/RW,2011-12,550000,23,64300000,0.008554,Standard (2-way)
Patrik Nemeth,LD,2011-12,793333,19,64300000,0.012338,Entry_Level
Paul Byron,LW/RW/C,2011-12,555000,22,64300000,0.008631,Entry_Level
Paul Stastny,LW/C,2011-12,6600000,26,64300000,0.102644,Standard (1-way)
Phil Kessel,RW,2011-12,5400000,24,64300000,0.083981,Standard (1-way)
Phillip Danault,C,2011-12,925000,18,64300000,0.014386,Entry_Level
Pk Subban,RD,2011-12,875000,22,64300000,0.013608,Entry_Level
Radko Gudas,RD,2011-12,600000,21,64300000,0.009331,Entry_Level
Reilly Smith,RW/LW,2011-12,900000,20,64300000,0.013997,Entry_Level
Richard Panik,LW/RW,2011-12,740000,20,64300000,0.011509,Entry_Level
Riley Nash,C/RW,2011-12,704166,22,64300000,0.010951,Entry_Level
Riley Sheahan,LW/C,2011-12,785000,20,64300000,0.012208,Entry_Level
Robert Bortuzzo,RD,2011-12,535000,22,64300000,0.00832,Entry_Level
Roman Josi,LD,2011-12,875000,21,64300000,0.013608,Entry_Level
Ryan Ellis,RD,2011-12,840000,20,64300000,0.013064,Entry_Level
Ryan Getzlaf,C,2011-12,5325000,26,64300000,0.082815,Standard (1-way)
Ryan Johansen,C/RW,2011-12,870000,19,64300000,0.01353,Entry_Level
Ryan Kesler,C/RW,2011-12,5000000,27,64300000,0.07776,Standard (1-way)
Ryan Mcdonagh,LD,2011-12,875000,22,64300000,0.013608,Entry_Level
Ryan Murphy,RD,2011-12,925000,18,64300000,0.014386,Entry_Level
Ryan Nugent Hopkins,LW/C,2011-12,925000,18,64300000,0.014386,Entry_Level
Ryan Oreilly,C,2011-12,880000,20,64300000,0.013686,Entry_Level
Ryan Reaves,RW,2011-12,525000,24,64300000,0.008165,Standard (1-way)
Ryan Strome,C/RW,2011-12,925000,18,64300000,0.014386,Entry_Level
Ryan Suter,LD,2011-12,3500000,26,64300000,0.054432,Standard (1-way)
Sam Gagner,C/RW,2011-12,2275000,22,64300000,0.035381,Standard (1-way)
Scott Harrington,LD,2011-12,617500,18,64300000,0.009603,Entry_Level
Sean Couturier,C,2011-12,925000,19,64300000,0.014386,Entry_Level
Shea Weber,RD,2011-12,7500000,26,64300000,0.116641,Standard (1-way)
Sidney Crosby,C,2011-12,8700000,24,64300000,0.135303,Standard (1-way)
Stefan Noesen,RW/LW,2011-12,925000,18,64300000,0.014386,Entry_Level
Steven Kampfer,RD,2011-12,635000,23,64300000,0.009876,Entry_Level
Steven Stamkos,RW/C/LW,2011-12,7500000,21,64300000,0.116641,Standard (1-way)
Sven Baertschi,LW,2011-12,925000,19,64300000,0.014386,Entry_Level
Taylor Fedun,RD,2011-12,782500,23,64300000,0.01217,Entry_Level
Taylor Hall,LW,2011-12,900000,20,64300000,0.013997,Entry_Level
Thomas Hickey,LD,2011-12,816667,22,64300000,0.012701,Entry_Level
Tj Brodie,LD/RD,2011-12,566667,21,64300000,0.008813,Entry_Level
Tj Oshie,RW,2011-12,2350000,25,64300000,0.036547,Standard (1-way)
Tomas Tatar,LW/RW,2011-12,630000,21,64300000,0.009798,Entry_Level
Torey Krug,LD,2011-12,916667,20,64300000,0.014256,Entry_Level
Travis Hamonic,RD,2011-12,875000,21,64300000,0.013608,Entry_Level
Trevor Lewis,RW,2011-12,725000,24,64300000,0.011275,Standard (1-way)
Tyler Bozak,C/RW,2011-12,1500000,25,64300000,0.023328,Standard (1-way)
Tyler Ennis,LW/RW,2011-12,875000,22,64300000,0.013608,Entry_Level
Tyler Johnson,RW/C,2011-12,756667,21,64300000,0.011768,Entry_Level
Tyler Myers,RD,2011-12,875000,21,64300000,0.013608,Entry_Level
Tyler Pitlick,RW,2011-12,888333,20,64300000,0.013815,Entry_Level
Tyler Seguin,C/RW,2011-12,900000,19,64300000,0.013997,Entry_Level
Tyler Toffoli,RW/LW,2011-12,746667,19,64300000,0.011612,Entry_Level
Tyson Barrie,RD,2011-12,715000,20,64300000,0.01112,Entry_Level
Victor Hedman,LD,2011-12,900000,21,64300000,0.013997,Entry_Level
Victor Rask,C,2011-12,742500,18,64300000,0.011547,Entry_Level
Wayne Simmonds,RW/LW,2011-12,1750000,23,64300000,0.027216,Standard (1-way)
Zac Dalpe,C,2011-12,704167,22,64300000,0.010951,Entry_Level
Zac Rinaldo,LW,2011-12,540000,21,64300000,0.008398,Entry_Level
Zach Bogosian,RD,2011-12,2500000,21,64300000,0.03888,Standard (1-way)
Zach Parise,LW,2011-12,6000000,27,64300000,0.093313,Standard (1-way)
Zack Kassian,RW,2011-12,870000,20,64300000,0.01353,Entry_Level
Zdeno Chara,LD,2011-12,6916667,34,64300000,0.107569,Standard (1-way)
