PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Michal Kempný,29,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0310
Brayden McNabb,29,LD,41,2,6,8,0.2,10,39,0.05,19:17:00,1.92,38,106,62,0.15,2.96,8.24,4.82,312,362,46.29,634,736,46.28,463,517,47.24,31.58,36.53,46.37,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0330
Nick Jensen,29,RD,53,2,12,14,0.26,5,60,0.03,17:18:00,1.51,57,101,71,0.1,3.81,6.76,4.75,360,436,45.23,640,828,43.6,488,639,43.3,29.97,39.08,43.4,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0310
Oliver Bjorkstrand,25,"RW, LW",56,18,26,44,0.79,-15,143,0.13,17:36:00,11.79,143,237,203,0.72,8.69,14.42,12.35,512,526,49.33,864,886,49.37,682,684,49.93,39.92,48.14,45.33,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,500,000",0.0310
Thomas Hickey,31,LD,5,0,2,2,0.4,5,2,0,16:15:00,0.09,2,6,4,0.07,1.48,4.43,2.95,34,32,51.52,60,59,50.42,43,41,51.19,3.5,2.06,62.84,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0310
Valeri Nichushkin,25,"LW, RW",55,10,11,21,0.38,9,98,0.1,14:04:00,9.4,97,169,130,0.76,7.82,13.62,10.48,425,326,56.59,787,600,56.74,582,447,56.56,36.39,28.91,55.73,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0310
Radko Gudas,30,RD,54,2,9,11,0.2,6,84,0.02,17:34:00,2.48,84,167,114,0.16,5.31,10.56,7.21,512,527,49.28,837,893,48.38,658,685,48.99,41.75,42.44,49.59,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,500,000",0.0310
Alex Iafallo,26,"LW, C",55,13,17,30,0.55,-8,118,0.11,19:53:00,14.4,116,186,155,0.82,6.59,10.57,8.81,552,488,53.08,1032,885,53.83,772,674,53.39,53.51,50.49,51.45,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,425,000",0.0300
Alexandar Georgiev,24,G,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,2,2.71,0.905,2.71,2.48,-0.23,Standard (1-way),RFA,"2,425,000",0.0300
Andrew Mangiapane,24,"LW, RW",56,18,14,32,0.57,1,91,0.2,16:40:00,11.44,82,152,116,0.79,5.68,10.52,8.02,468,382,55.06,865,735,54.06,656,563,53.81,42.64,37.27,53.36,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,425,000",0.0300
Blake Comeau,34,"RW, LW",51,4,10,14,0.27,-13,76,0.05,15:44:00,8.03,76,134,99,0.6,5.68,10.02,7.4,366,379,49.13,652,741,46.81,479,546,46.73,26.7,32.95,44.76,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,400,000",0.0300
Artturi Lehkonen,24,"LW, RW",47,7,6,13,0.28,-2,78,0.09,13:25:00,6.58,76,125,98,0.64,7.41,12.19,9.56,262,321,44.94,490,587,45.5,358,437,45.03,19.92,27.97,41.6,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,400,000",0.0290
Stephen Johns,28,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,350,000",0.0300
Luke Kunin,22,"RW, C",38,10,9,19,0.5,3,71,0.14,13:59:00,7.56,71,117,100,0.85,8.01,13.2,11.29,249,310,44.54,461,511,47.43,360,399,47.43,21.18,23.54,47.36,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,300,000",0.0280
Scott Laughton,26,"C, LW",53,9,11,20,0.38,13,89,0.1,15:25:00,7.24,89,133,104,0.53,6.53,9.76,7.64,366,414,46.92,664,760,46.63,502,571,46.78,29.86,37.29,44.47,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,300,000",0.0280
Andrew Copp,25,"LW, RW, C",55,15,24,39,0.71,2,115,0.13,18:15:00,14.96,112,172,142,0.91,6.82,10.47,8.65,513,546,48.44,902,970,48.18,683,735,48.17,48.5,55.21,46.77,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,280,000",0.0280
Pavel Zacha,23,"LW, C",50,17,18,35,0.7,-11,103,0.17,17:09:00,10.57,103,176,139,0.74,7.2,12.31,9.72,433,453,48.87,807,763,51.4,610,611,49.96,42.09,40.74,50.81,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,250,000",0.0280
Radim Simek,27,LD,40,2,4,6,0.15,-9,26,0.08,14:12:00,1.12,26,50,36,0.12,2.75,5.28,3.81,248,278,47.15,475,544,46.61,374,395,48.63,21.97,23.09,48.76,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0280
Cody Eakin,29,C,46,3,4,7,0.15,-9,39,0.08,12:56:00,3.46,39,59,51,0.35,3.93,5.95,5.14,226,380,37.29,364,656,35.69,286,515,35.71,14.89,33.27,30.92,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0280
Greg Pateryn,30,RD,13,0,3,3,0.23,0,13,0,14:08:00,0.69,13,29,21,0.23,4.24,9.47,6.86,78,100,43.82,145,181,44.48,107,132,44.77,6.09,7.89,43.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0280
Alexander Wennberg,25,C,56,17,12,29,0.52,6,82,0.21,18:10:00,9.25,82,133,105,0.55,4.84,7.84,6.19,535,542,49.68,887,893,49.83,691,701,49.64,46.62,51.16,47.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0280
Jaroslav Halák,35,G,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,6,2,2.53,0.905,2.52,2.12,-0.41,35+ (1-way),UFA,"2,250,000",0.0280
Mattias Janmark,27,"LW, C",56,11,13,24,0.43,-12,95,0.12,17:05:00,11.17,94,146,120,0.71,6.01,9.33,7.67,438,497,46.84,781,892,46.68,583,681,46.12,40.24,45.84,46.75,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0280
Zach Hyman,28,"LW, RW",43,15,18,33,0.77,19,115,0.13,19:21:00,16.48,115,183,151,1.19,8.28,13.19,10.88,444,388,53.37,797,737,51.96,616,538,53.38,51.2,36.86,58.14,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,250,000",0.0300
Zemgus Girgensons,26,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,200,000",0.0270
Alex Chiasson,29,RW,45,9,7,16,0.36,-10,65,0.14,12:29:00,8.91,62,94,80,1.01,7.03,10.65,9.07,328,220,59.85,590,404,59.36,438,292,60,33.4,16.05,67.54,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,150,000",0.0260
Warren Foegele,24,"LW, RW",53,10,10,20,0.38,4,91,0.11,14:09:00,13.95,91,155,130,1.12,7.28,12.41,10.41,363,357,50.42,680,641,51.48,511,501,50.49,35.52,30.71,53.63,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,150,000",0.0260
Jamie Oleksiak,27,LD/RD,56,6,8,14,0.25,-3,84,0.07,20:28:00,4.21,84,145,109,0.22,4.4,7.59,5.7,538,528,50.47,983,1002,49.52,728,750,49.26,40.98,42.82,48.9,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,137,500",0.0270
Anthony Beauvillier,23,"LW, RW",47,15,13,28,0.6,15,109,0.14,16:24:00,11.65,109,174,142,0.91,8.48,13.54,11.05,378,350,51.92,671,646,50.95,505,487,50.91,38.77,25.87,59.98,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,100,000",0.0260
Jordan Greenway,23,"LW, RW",56,6,26,32,0.57,5,80,0.08,15:47:00,7.39,78,138,108,0.52,5.48,9.69,7.59,368,440,45.54,625,858,42.14,492,636,43.62,32.94,34.83,48.61,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,100,000",0.0260
Brock McGinn,26,"LW, RW",37,8,5,13,0.35,0,58,0.14,14:59:00,5.74,58,102,81,0.62,6.28,11.04,8.77,265,283,48.36,487,514,48.65,370,391,48.62,23.21,25.2,47.94,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,100,000",0.0260
Jack Roslovic,23,"C, RW",48,12,22,34,0.71,-11,85,0.14,16:54:00,8.51,85,130,110,0.63,6.29,9.61,8.13,423,415,50.48,764,708,51.9,578,546,51.42,33.71,35.32,48.83,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,030,952",0.0230
Adrian Kempe,23,"LW, RW",56,14,15,29,0.52,-18,127,0.11,16:55:00,11.55,123,230,168,0.75,8.02,15.02,10.97,468,440,51.54,889,778,53.33,659,604,52.18,51.96,44.09,54.1,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,000,000",0.0250
Rocco Grimaldi,27,"LW, RW",40,10,3,13,0.33,-3,62,0.16,12:49:00,5.69,62,112,94,0.67,7.26,13.11,11,241,285,45.82,450,458,49.56,346,362,48.87,17.89,22.56,44.23,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Jesper Fast,28,RW,46,6,13,19,0.41,-4,38,0.16,15:17:00,6.35,38,69,54,0.54,3.24,5.88,4.59,318,316,50.16,597,561,51.55,446,435,50.62,34.02,29.46,53.59,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Ethan Bear,23,RD,43,2,6,8,0.19,-1,53,0.04,17:57:00,1.66,51,96,67,0.13,4.13,7.78,5.43,325,370,46.76,565,668,45.82,420,492,46.05,32.1,35.15,47.73,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"2,000,000",0.0250
Justin Holl,28,RD,55,2,18,20,0.36,16,57,0.04,21:03:00,2.22,50,108,74,0.12,2.67,5.77,3.95,502,570,46.83,889,1088,44.97,689,801,46.24,50.46,51.99,49.25,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Sami Vatanen,29,LD/RD,39,2,4,6,0.15,3,55,0.04,17:01:00,1.37,55,102,69,0.12,4.97,9.23,6.24,301,333,47.48,566,610,48.13,430,474,47.57,22.9,30.73,42.7,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Vladislav Namestnikov,27,"RW, LW, C",53,8,9,17,0.32,-5,87,0.09,16:10:00,12.6,87,125,110,0.88,6.1,8.76,7.71,334,454,42.39,604,800,43.02,453,622,42.14,34.39,38.29,47.32,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Mark Borowiecki,30,LD,22,0,1,1,0.05,-2,18,0,13:40:00,0.48,18,47,32,0.1,3.59,9.36,6.38,116,155,42.8,218,303,41.84,163,208,43.94,6.46,13.2,32.86,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Ilya Sorokin,24,G,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,6,3,2.17,0.918,2.17,2.3,0.13,Standard (1-way),RFA,"2,000,000",0.0250
Jordie Benn,32,LD/RD,39,1,9,10,0.26,7,45,0.02,14:45:00,1.38,42,87,60,0.15,4.63,9.61,6.63,242,305,44.24,434,553,43.97,332,410,44.74,18.73,27.55,40.47,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Calle Järnkrok,28,"LW, C, RW",49,13,15,28,0.57,13,91,0.14,16:47:00,8.65,91,133,114,0.63,6.63,9.69,8.31,384,437,46.77,656,730,47.33,527,566,48.22,33.89,33.11,50.58,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0270
Pavel Francouz,30,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (1-way),UFA,"2,000,000",0.0250
Jordan Martinook,27,"RW, LW",44,4,9,13,0.3,-3,62,0.06,12:45:00,6.83,62,97,83,0.73,6.63,10.37,8.86,240,266,47.43,452,483,48.34,352,368,48.89,21.57,23.98,47.35,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"2,000,000",0.0250
Ryan Donato,24,"LW, C",50,6,14,20,0.4,-11,104,0.06,12:36:00,11.62,104,171,140,1.11,9.9,16.28,13.33,335,292,53.43,610,540,53.04,471,402,53.95,32.95,25.96,55.93,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,900,000",0.0230
Ryan Hartman,25,"C, RW",51,7,15,22,0.43,0,74,0.09,15:04:00,7.33,72,134,111,0.6,5.86,10.9,9.02,332,400,45.36,614,747,45.11,471,558,45.77,25.35,28.49,47.08,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,900,000",0.0230
Vince Dunn,23,LD/RD,43,6,14,20,0.47,-8,73,0.08,19:14:00,3.47,73,164,95,0.25,5.29,11.89,6.89,410,356,53.52,773,659,53.98,532,487,52.21,30,31.75,48.58,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,875,000",0.0230
Brett Kulak,26,LD/RD,46,2,6,8,0.17,3,57,0.04,16:06:00,1.8,56,111,70,0.15,4.68,9.27,5.85,370,279,57.01,702,547,56.2,504,388,56.5,26.63,23.74,52.87,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,850,000",0.0230
Justin Braun,33,RD,53,1,5,6,0.11,0,59,0.02,18:31:00,1.79,59,119,82,0.11,3.6,7.27,5.01,422,521,44.75,788,925,46,603,700,46.28,33.59,45.26,42.6,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0220
Pierre-Édouard Bellemare,35,"C, LW",53,9,2,11,0.21,6,60,0.15,11:19:00,6.47,58,99,78,0.67,6.02,10.28,8.1,232,293,44.19,445,559,44.32,316,401,44.07,20.65,23.7,46.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0220
Luke Glendening,31,"C, RW, LW",54,6,9,15,0.28,3,67,0.09,14:48:00,6.79,67,110,92,0.51,5.03,8.26,6.91,300,481,38.4,527,879,37.47,394,647,37.85,23.95,43.94,35.28,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0250
Blake Coleman,28,"LW, RW",55,14,17,31,0.56,15,122,0.11,15:27:00,12.47,122,183,154,0.88,8.6,12.91,10.86,443,414,51.69,725,717,50.28,585,552,51.45,39.56,37.71,51.2,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0230
Carl Gunnarsson,33,LD,12,0,2,2,0.17,-2,6,0,14:25:00,0.16,6,17,10,0.06,2.08,5.89,3.47,58,106,35.36,107,185,36.64,80,142,36.04,5.18,8.09,39.04,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Tyler Pitlick,28,RW,38,6,5,11,0.29,-1,56,0.11,16:21:00,7.19,56,126,94,0.69,5.41,12.18,9.08,234,320,42.24,497,635,43.9,359,459,43.89,22.27,34.17,39.46,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Erik Haula,29,"C, LW",51,9,12,21,0.41,4,85,0.11,16:00:00,12.05,85,143,122,0.89,6.25,10.52,8.97,376,450,45.52,683,760,47.33,520,580,47.27,34.24,41.32,45.31,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Ryan Reaves,33,RW,37,1,4,5,0.14,0,26,0.04,9:55:00,3.58,26,54,36,0.57,4.25,8.82,5.88,144,175,45.14,325,322,50.23,221,234,48.57,14.97,15.38,49.32,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Braydon Coburn,35,LD,19,0,2,2,0.11,-3,18,0,16:02:00,0.86,18,38,27,0.17,3.54,7.48,5.31,133,204,39.47,233,377,38.2,185,275,40.22,11.05,18.8,37.01,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,700,000",0.0210
Troy Stecher,26,RD,44,3,8,11,0.25,-13,55,0.05,17:18:00,1.94,55,129,82,0.15,4.33,10.16,6.46,325,388,45.58,562,673,45.51,441,530,45.42,24.25,30.72,44.11,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,700,000",0.0210
Nick Holden,33,LD,17,0,2,2,0.12,3,23,0,15:50:00,1.54,23,46,32,0.34,5.12,10.25,7.13,134,124,51.94,263,233,53.02,189,168,52.94,12.95,12.11,51.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,700,000",0.0210
Anthony Duclair,24,"LW, RW",43,10,22,32,0.74,27,104,0.1,15:41:00,12.31,104,167,130,1.1,9.25,14.86,11.57,411,304,57.48,691,513,57.39,535,413,56.43,40.38,23.21,63.5,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,700,000",0.0210
Sonny Milano,24,"LW, RW",6,0,0,0,0,0,8,0,14:44:00,0.89,8,16,13,0.6,5.43,10.86,8.82,51,24,68,99,59,62.66,75,39,65.79,4.26,2.06,67.45,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,700,000",0.0210
Noel Acciari,28,"C, RW",41,4,7,11,0.27,0,68,0.06,15:23:00,7.81,68,102,85,0.74,6.46,9.69,8.08,307,399,43.48,509,709,41.79,393,533,42.44,27.98,37.21,42.92,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,666,667",0.0200
Cédric Paquette,26,"C, LW, RW",47,4,4,8,0.17,-12,33,0.12,9:21:00,4.53,33,62,49,0.62,4.51,8.47,6.69,178,209,45.99,353,400,46.88,265,291,47.66,16.76,18.48,47.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,650,000",0.0200
Kyle Turris,30,"C, RW",27,2,3,5,0.19,-11,27,0.07,12:19:00,2.5,26,49,35,0.47,4.92,9.27,6.63,115,190,37.7,221,331,40.04,168,255,39.72,9.77,15.26,39.06,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,650,000",0.0200
Dean Kukan,26,LD/RD,35,1,4,5,0.14,-3,29,0.03,14:11:00,0.62,29,50,36,0.07,3.5,6.04,4.34,236,234,50.21,393,440,47.18,309,326,48.66,15.31,18.39,45.42,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,650,000",0.0200
Jack Campbell,28,G,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,3,2,2.15,0.921,2.11,2.41,0.31,Standard (1-way),UFA,"1,650,000",0.0200
Ilya Mikheyev,25,"LW, RW",54,7,10,17,0.31,5,107,0.07,14:12:00,10.6,103,167,138,0.86,8.36,13.56,11.21,345,376,47.85,588,683,46.26,463,522,47.01,32.49,31.34,50.9,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,645,000",0.0200
Scott Harrington,27,LD,12,1,2,3,0.25,-3,8,0.13,16:20:00,0.16,8,16,11,0.05,2.45,4.88,3.37,79,107,42.47,138,198,41.07,108,144,42.86,3.98,8.02,33.17,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,633,333",0.0200
Robert Hägg,25,LD,34,2,3,5,0.15,-3,29,0.07,15:39:00,1.85,29,77,52,0.21,3.27,8.69,5.87,230,282,44.92,439,476,47.98,329,365,47.41,19.82,25.92,43.34,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,600,000",0.0200
Anders Bjork,23,"LW, RW",45,5,6,11,0.24,-13,41,0.12,13:53:00,3.73,41,83,62,0.36,3.94,7.97,5.96,282,342,45.19,486,615,44.14,379,469,44.69,20.11,27.39,42.34,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,600,000",0.0200
Michael Raffl,31,"LW, RW",44,4,7,11,0.25,-4,50,0.08,13:15:00,6.06,46,73,65,0.64,4.87,7.73,6.88,240,259,48.1,464,470,49.68,343,350,49.49,21.37,24.28,46.81,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,600,000",0.0200
Adam Pelech,25,LD,56,4,10,14,0.25,15,82,0.05,21:02:00,4.04,82,180,123,0.21,4.18,9.17,6.26,548,589,48.2,968,1098,46.85,735,815,47.42,51.85,49.34,51.24,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,600,000",0.0210
Brendan Lemieux,24,"LW, RW",49,4,7,11,0.22,-2,50,0.08,10:07:00,4.13,48,89,65,0.53,6.1,11.3,8.26,185,242,43.33,341,459,42.62,264,341,43.64,14.46,20.17,41.76,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,550,000",0.0190
Lawson Crouse,23,LW,51,4,9,13,0.25,-10,70,0.06,14:17:00,8.53,70,135,112,0.7,5.76,11.11,9.22,258,427,37.65,509,792,39.11,386,588,39.63,22.69,38.42,37.13,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,533,333",0.0190
Wayne Simmonds,31,"RW, LW",38,7,2,9,0.24,-3,62,0.11,11:59:00,5.79,60,100,80,0.81,8.36,13.93,11.14,246,166,59.71,448,319,58.41,340,227,59.96,21.49,12.19,63.81,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Marcus Sörensen,28,"LW, RW",29,1,4,5,0.17,-5,26,0.04,12:05:00,3.95,26,50,43,0.68,4.45,8.56,7.36,153,204,42.86,272,372,42.24,220,282,43.82,14.56,20.39,41.65,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0190
Juuse Saros,25,G,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,11,3,2.28,0.927,2.27,2.49,0.21,Standard (1-way),RFA,"1,500,000",0.0190
Nick Cousins,26,"LW, C",52,5,13,18,0.35,4,60,0.08,13:21:00,5.48,60,96,76,0.47,5.18,8.28,6.56,357,322,52.58,656,547,54.53,486,420,53.64,29.55,26.19,53.01,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Derek Grant,30,"C, RW",46,6,9,15,0.33,-4,66,0.09,14:33:00,5.75,66,122,97,0.51,5.91,10.93,8.69,239,423,36.1,458,789,36.72,342,579,37.13,19.21,38.19,33.47,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Mikko Koivu,37,C,7,1,1,2,0.29,-2,3,0.33,12:27:00,0.15,3,7,4,0.1,2.06,4.8,2.75,31,53,36.9,52,102,33.77,39,78,33.33,1.9,5.27,26.5,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"1,500,000",0.0180
Mike Reilly,26,LD,55,0,27,27,0.49,5,98,0,19:16:00,2.91,98,169,134,0.16,5.55,9.56,7.58,607,517,54,1038,892,53.78,834,693,54.62,46.06,43.07,51.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Austin Watson,28,"RW, LW",34,3,7,10,0.29,-7,41,0.07,12:00:00,3.19,41,79,59,0.47,6.03,11.62,8.67,185,225,45.12,313,470,39.97,252,332,43.15,13.61,20.97,39.36,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Laurent Brossoit,27,G,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,1,2.42,0.919,2.42,2.43,0.01,Standard (1-way),UFA,"1,500,000",0.0180
Mike Smith,38,G,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,6,3,2.31,0.923,2.27,2.58,0.3,35+ (1-way),UFA,"1,500,000",0.0180
Henrik Lundqvist,38,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,35+ (1-way),UFA,"1,500,000",0.0180
Matt Martin,31,"LW, RW",54,6,5,11,0.2,-2,68,0.09,11:04:00,6.08,68,93,82,0.61,6.83,9.34,8.23,251,263,48.83,441,514,46.18,335,376,47.12,22.57,18.41,55.08,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Brian Elliott,35,G,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,9,2,3.06,0.889,3.06,2.3,-0.76,35+ (1-way),UFA,"1,500,000",0.0180
Zachary Sanford,25,"LW, RW",52,10,6,16,0.31,-13,67,0.15,14:53:00,8.78,65,120,97,0.71,5.25,9.69,7.84,323,383,45.75,593,708,45.58,441,537,45.09,26.05,36.65,41.55,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,500,000",0.0180
Garnet Hathaway,28,"RW, LW",56,6,12,18,0.32,7,62,0.1,12:19:00,7.12,61,102,86,0.63,5.4,9.02,7.61,300,352,46.01,512,657,43.8,398,487,44.97,25.8,29.61,46.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Jason Dickinson,24,"C, LW",51,7,8,15,0.29,-2,66,0.11,16:11:00,6.19,66,126,93,0.45,4.79,9.15,6.76,386,365,51.4,717,707,50.35,513,529,49.23,29.2,31.37,48.21,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,500,000",0.0180
Andrej Sekera,34,LD/RD,46,3,2,5,0.11,12,33,0.09,15:38:00,1.35,33,76,45,0.11,2.75,6.34,3.75,279,370,42.99,517,703,42.38,372,513,42.03,21.18,32.31,39.6,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Connor Carrick,26,RD,11,1,1,2,0.18,-2,8,0.13,18:40:00,0.4,8,21,16,0.12,2.34,6.14,4.67,76,125,37.81,137,231,37.22,108,172,38.57,6.92,8.39,45.2,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Samuel Blais,24,RW,36,8,7,15,0.42,0,31,0.26,12:03:00,3.22,31,52,40,0.46,4.44,7.45,5.73,167,205,44.89,314,378,45.38,232,284,44.96,13.84,18.59,42.68,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,500,000",0.0180
Josh Archibald,27,"RW, LW",52,7,6,13,0.25,2,62,0.11,13:32:00,9.48,60,99,83,0.85,5.35,8.83,7.41,262,387,40.36,476,727,39.57,360,528,40.54,26.36,37.52,41.26,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Nick Ritchie,24,LW,56,15,11,26,0.46,-7,121,0.12,15:22:00,12.98,121,189,170,0.92,8.61,13.45,12.1,540,337,61.57,962,618,60.89,755,474,61.43,46.97,26.8,63.67,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,498,925",0.0190
Joel Eriksson Ek,23,C,56,19,11,30,0.54,16,119,0.16,17:03:00,17.54,117,163,144,1.13,7.62,10.61,9.38,437,434,50.17,756,853,46.99,595,635,48.37,44.51,37.36,54.37,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,487,500",0.0180
Ivan Barbashev,24,"C, LW",38,5,7,12,0.32,5,43,0.12,13:21:00,5.93,40,66,54,0.75,5.03,8.3,6.79,191,268,41.61,344,488,41.35,256,372,40.76,17.48,25.8,40.4,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,475,000",0.0180
