player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Nelson Nogier,D,WPG,2016-17,20,-1,Entry-Level,713333,R,0,0,0,0,10,-0.030000000000000027,-0.040000000000000036,0,-0.95,-8,-1,3,0,-8,-1,3,0,0,0,0,7028,7008,0,12,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,2,0,0,73000000,0.009772,pre-covid
Pierre-Edouard Bellemare,F,PHI,2016-17,31,-1,Standard (1-way),712500,L,0,0,0,1,82,-0.18000000000000005,-0.040000000000000036,-0.06999999999999999,-0.21999999999999997,-193,-29,-23,-15,-17,-3,-4,-3,-23,1,-1,63814,48729,13069,223,90,80,9,0,4,4,0,0,73,64,7,0,24,15,5,0,14,9,4,0,1,1,0,0,0,0,0,0,402,305,84,5,429,273,5,54,70,45,0,5,4,3,1,0,4,4,0,0,73000000,0.00976,pre-covid
Chris VandeVelde,F,PHI,2016-17,29,-5,Standard (1-way),712500,L,0,0,0,0,81,-0.17000000000000004,-0.050000000000000044,-0.06000000000000001,0.09999999999999998,-171,-26,-17,-11,-26,-7,-3,-2,-20,1,0,56187,43197,11836,224,69,63,5,0,6,5,0,0,114,109,5,0,14,10,4,0,12,9,2,0,10,9,0,0,4,3,0,0,22,18,4,0,20,14,0,0,60,41,0,5,9,7,0,0,10,10,-2,0,73000000,0.00976,pre-covid
Chris Tierney,F,S.J,2016-17,22,0,Entry-Level,711667,L,1,0,1,1,79,-0.10000000000000003,-0.020000000000000018,0,-0.15000000000000002,-101,-16,-2,-5,20,1,13,7,-13,7,0,69239,58431,8425,1163,89,76,8,3,11,9,1,1,48,45,3,0,40,31,8,1,57,48,6,2,13,12,0,1,7,6,0,1,394,324,54,10,423,340,9,39,43,33,0,8,12,11,1,0,28,24,-2,4,73000000,0.009749,pre-covid
Valentin Zykov,F,CAR,2016-17,21,1,Entry-Level,705000,R,0,0,0,0,2,0.14,0.12,0,-0.83,5,1,3,1,6,1,3,1,0,-1,0,750,618,0,132,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,73000000,0.009658,pre-covid
Brendan Guhle,D,BUF,2016-17,18,1,Entry-Level,703333,L,0,0,0,0,3,-0.07,-0.08000000000000002,0,-0.69,-6,1,3,1,-6,2,3,1,0,0,0,2943,2882,0,5,4,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,73000000,0.009635,pre-covid
Oskar Sundqvist,F,PIT,2016-17,22,-4,Entry-Level,700833,R,0,0,0,0,10,-0.09000000000000002,-0.06,0.039999999999999994,-0.59,-10,-5,-3,0,-9,-4,-2,0,-1,0,0,5504,5190,297,5,9,8,1,0,0,0,0,0,13,13,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,16,15,1,0,28,27,0,0,2,2,0,0,0,0,0,0,0,0,0,0,73000000,0.0096,pre-covid
Linden Vey,F,CGY,2016-17,24,-2,Standard (2-way),700000,R,0,0,0,0,4,0.030000000000000027,-0.029999999999999916,0,0,2,-2,-1,-2,-1,-2,0,-2,0,4,0,2644,2185,0,447,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,9,9,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.009589,pre-covid
Jack Skille,F,VAN,2016-17,29,0,Standard (1-way),700000,R,0,0,0,0,55,0.020000000000000018,0.020000000000000018,-0.13,-0.51,-23,0,-5,1,-23,0,-5,1,0,-1,0,29037,28734,2,212,73,72,0,1,5,5,0,0,74,73,0,1,14,14,0,0,9,9,0,0,4,4,0,0,1,1,0,0,2,2,0,0,0,0,0,0,24,24,0,0,4,4,0,0,0,0,0,0,73000000,0.009589,pre-covid
Korbinian Holzer,D,ANA,2016-17,28,0,Standard (1-way),700000,R,0,0,0,0,32,-0.12,-0.11000000000000004,0.09,-0.82,-83,-4,-1,1,-64,-1,1,2,-4,0,0,25945,24073,1542,64,14,14,0,0,2,2,0,0,71,65,6,0,3,1,1,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,0,0,5,4,0,0,-14,-10,-2,0,73000000,0.009589,pre-covid
Greg McKegg,F,T.B,2016-17,24,-3,Standard (2-way),700000,L,0,0,0,0,45,-0.12000000000000005,-0.10000000000000003,-0.020000000000000004,-0.06000000000000005,-89,-4,-6,-1,-68,-1,-5,1,-1,2,0,26754,24974,1192,388,35,32,1,2,3,3,0,0,44,44,0,0,7,7,0,0,6,5,1,0,1,1,0,0,0,0,0,0,86,80,2,3,86,83,0,2,15,15,0,0,4,4,0,0,0,0,0,0,73000000,0.009589,pre-covid
Magnus Paajarvi,F,STL,2016-17,25,9,Standard (1-way),700000,L,1,0,0,0,32,0.030000000000000027,0.040000000000000036,0,-0.07000000000000006,2,11,4,6,4,9,2,4,0,5,1,23339,21459,1271,487,51,48,0,2,8,7,0,1,29,29,0,0,11,10,1,0,0,0,0,0,4,3,0,1,3,2,0,1,1,1,0,0,2,2,0,0,16,13,0,0,5,5,0,0,4,4,0,0,73000000,0.009589,pre-covid
Michal Kempny,D,CHI,2016-17,25,1,Entry-Level,700000,L,0,0,0,0,50,0.040000000000000036,0.07999999999999996,-0.049999999999999996,-0.13,40,-5,-4,-6,79,0,5,-2,-6,1,0,44898,41941,1997,341,67,66,0,1,2,2,0,0,76,70,5,0,6,6,0,0,26,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,6,6,0,0,-16,-16,0,0,73000000,0.009589,pre-covid
Luke Gazdic,F,N.J,2016-17,26,-2,Standard (2-way),700000,L,0,0,0,0,11,-0.13,-0.14,0,-0.93,-17,-2,1,0,-18,-2,1,0,0,0,0,4707,4689,0,10,3,3,0,0,0,0,0,0,16,16,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,2,2,0,0,73000000,0.009589,pre-covid
Cal O'Reilly,F,BUF,2016-17,29,-6,Standard (1-way),700000,L,0,0,0,0,9,-0.07,-0.08000000000000002,0,0.07999999999999996,-9,-6,-1,-1,-10,-6,-1,-1,0,1,0,3696,3542,0,135,2,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,24,23,0,1,21,19,0,0,3,3,0,0,1,1,0,0,2,2,0,0,73000000,0.009589,pre-covid
Fredrik Claesson,D,OTT,2016-17,23,5,Standard (2-way),700000,L,0,0,0,1,33,0.040000000000000036,0.06000000000000005,0.04000000000000001,0.10999999999999999,39,1,1,1,49,3,0,-1,-3,4,0,25991,24267,802,402,25,21,0,1,3,3,0,0,55,55,0,0,4,4,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,8,6,1,0,-2,-2,0,0,73000000,0.009589,pre-covid
Dominik Simon,F,PIT,2016-17,21,-1,Entry-Level,692500,L,0,0,0,0,2,0,-0.019999999999999962,0,0,-7,-1,1,1,-7,-1,1,1,0,0,0,1565,1506,0,57,2,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73000000,0.009486,pre-covid
Riley Barber,F,WSH,2016-17,22,0,Entry-Level,692500,R,0,0,0,0,3,-0.13,-0.14,0,0,-2,0,-1,0,-2,0,-1,0,0,0,0,1544,1544,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.009486,pre-covid
Denis Malgin,F,FLA,2016-17,19,-5,Entry-Level,690000,R,2,0,0,0,46,0.030000000000000027,0,-0.15,-0.040000000000000036,41,1,-9,2,3,-5,-12,-3,0,32,6,30969,27460,30,2773,67,53,0,9,6,3,0,2,34,32,0,0,17,14,0,2,11,9,0,1,6,3,0,2,1,0,0,1,65,63,0,1,113,106,0,0,15,15,0,0,4,4,0,0,21,19,2,0,73000000,0.009452,pre-covid
Garnet Hathaway,F,CGY,2016-17,24,0,Entry-Level,690000,R,0,0,0,0,26,-0.06,-0.06,0.35,-0.94,-29,0,-5,-2,-28,0,-6,-2,0,0,0,14257,13732,116,76,22,21,1,0,1,1,0,0,56,56,0,0,8,8,0,0,3,3,0,0,2,2,0,0,0,0,0,0,10,9,0,1,9,9,0,0,14,13,0,0,4,4,0,0,-2,-2,0,0,73000000,0.009452,pre-covid
William Carrier,F,BUF,2016-17,21,-1,Entry-Level,689167,L,0,0,0,0,41,0.030000000000000027,0.040000000000000036,-0.12,-0.69,-10,-2,1,0,-4,-1,2,1,-1,0,0,22142,21787,127,11,50,50,0,0,5,5,0,0,112,112,0,0,8,8,0,0,10,10,0,0,3,3,0,0,1,1,0,0,1,1,0,0,1,0,0,0,10,9,0,0,3,3,0,0,2,2,0,0,73000000,0.009441,pre-covid
Connor Brown,F,TOR,2016-17,22,3,Entry-Level,686667,R,2,4,1,0,82,-0.030000000000000027,0,0.009999999999999995,0.010000000000000009,-79,5,-15,7,-18,3,-14,6,-9,63,13,79733,62498,9433,5828,139,112,6,13,20,14,1,2,50,44,2,3,40,25,8,2,25,19,4,1,15,10,0,2,9,4,0,2,2,0,2,0,6,2,0,2,46,30,0,5,16,10,0,4,14,14,0,0,73000000,0.009406,pre-covid
Brayden Point,F,T.B,2016-17,20,4,Entry-Level,686667,R,5,7,0,0,68,0.08999999999999997,0.030000000000000027,-0.1,0.040000000000000036,124,29,19,12,1,6,1,2,-2,140,23,69898,56757,1159,9646,122,83,0,31,18,11,0,5,39,33,1,4,30,27,2,0,19,19,0,0,14,7,0,7,5,1,0,4,238,194,8,16,294,241,17,5,31,26,0,3,22,12,0,7,8,8,0,0,73000000,0.009406,pre-covid
Lucas Wallmark,F,CAR,2016-17,20,1,Entry-Level,683333,L,0,0,0,0,8,-0.07999999999999996,-0.050000000000000044,0,-0.32999999999999996,8,1,2,1,7,1,1,1,0,0,0,5216,5166,0,5,11,11,0,0,0,0,0,0,14,14,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,31,26,0,2,27,27,0,0,3,3,0,0,2,2,0,0,-2,-2,0,0,73000000,0.009361,pre-covid
Ryan Johnston,D,MTL,2016-17,24,-3,Entry-Level,680000,R,0,0,0,0,7,-0.010000000000000009,-0.030000000000000027,0,0,-5,-3,0,0,-5,-3,0,0,0,0,0,4145,4126,0,0,3,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-4,-4,0,0,73000000,0.009315,pre-covid
Blake Coleman,F,N.J,2016-17,24,-7,Entry-Level,680000,L,0,0,0,0,23,-0.09999999999999998,-0.08000000000000002,0.049999999999999996,-0.15999999999999992,-52,-15,1,-3,-30,-7,5,1,-7,1,0,17728,16177,1308,85,29,27,2,0,1,1,0,0,51,51,0,0,12,12,0,0,12,12,0,0,3,3,0,0,1,1,0,0,96,87,7,1,130,109,2,5,15,14,0,0,1,1,0,0,-10,-8,-2,0,73000000,0.009315,pre-covid
Robbie Russo,D,DET,2016-17,23,2,Entry-Level,680000,R,0,0,0,0,19,0,0.050000000000000044,0.09999999999999999,-0.25,-8,-2,-2,-3,6,2,2,0,-5,3,1,18319,16525,1290,151,18,16,1,0,0,0,0,0,24,23,0,0,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,1,0,0,0,0,2,0,0,2,73000000,0.009315,pre-covid
MacKenzie Weegar,D,FLA,2016-17,22,0,Entry-Level,680000,R,0,0,0,0,3,0.12000000000000005,0.10999999999999999,0,-0.10999999999999999,2,1,0,0,-2,0,-1,-1,0,4,1,3140,2750,0,345,3,2,0,1,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4,-4,0,0,73000000,0.009315,pre-covid
Josh Anderson,F,CBJ,2016-17,22,12,Entry-Level,678333,R,0,0,0,0,78,-0.03999999999999998,-0.040000000000000036,-0.14,-0.51,-51,11,-9,1,-40,11,-9,0,-1,-2,0,56253,54425,815,350,119,117,0,0,17,16,0,0,147,147,0,0,25,24,1,0,16,16,0,0,12,11,0,0,5,4,0,0,8,8,0,0,21,19,0,0,40,37,0,1,12,11,0,0,-14,-16,2,2,73000000,0.009292,pre-covid
Curtis McKenzie,F,DAL,2016-17,25,5,Standard (1-way),675000,L,0,0,0,0,53,-0.050000000000000044,0,0.01999999999999999,-0.89,-39,-1,-5,-2,-5,2,5,0,-4,0,0,34509,31262,3021,126,66,64,2,0,6,6,0,0,103,100,3,0,12,9,3,0,10,9,1,0,14,14,0,0,4,4,0,0,3,3,0,0,3,3,0,0,31,28,0,0,10,10,0,0,10,10,-2,0,73000000,0.009247,pre-covid
Mason Raymond,F,ANA,2016-17,30,-2,Standard (2-way),675000,L,0,0,0,0,4,-0.050000000000000044,-0.07,0,0,2,-2,-1,-1,-1,-2,-1,-1,0,3,0,2138,2099,0,39,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.009247,pre-covid
Matt Tennyson,D,CAR,2016-17,26,-13,Standard (2-way),675000,R,0,0,0,0,45,-0.08000000000000002,-0.06000000000000005,0.06999999999999998,0.010000000000000009,-52,-14,-16,-6,-41,-14,-13,-6,0,2,0,35874,34391,717,121,36,35,0,1,0,0,0,0,65,65,0,0,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0,1,6,5,0,0,0,0,0,0,73000000,0.009247,pre-covid
Ben Smith,F,TOR,2016-17,27,-7,Standard (2-way),675000,R,0,0,0,0,40,-0.21000000000000002,-0.11000000000000004,-0.09,-0.86,-152,-21,-18,-6,-58,-6,-2,2,-13,0,0,27519,22053,4942,21,30,30,0,0,2,2,0,0,29,28,1,0,9,6,3,0,5,5,0,0,2,2,0,0,2,2,0,0,241,172,61,1,227,145,0,11,41,26,0,4,2,2,0,0,2,2,0,0,73000000,0.009247,pre-covid
Justin Bailey,F,BUF,2016-17,21,0,Entry-Level,670000,R,0,0,0,0,32,-0.03999999999999998,-0.03999999999999998,0,-0.91,-56,0,-11,-2,-57,1,-11,-2,0,0,0,20414,20203,0,8,36,36,0,0,2,2,0,0,27,27,0,0,8,8,0,0,10,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,14,0,0,2,2,0,0,14,14,0,0,73000000,0.009178,pre-covid
Ondrej Kase,F,ANA,2016-17,20,-1,Entry-Level,670000,R,0,0,0,0,53,0.040000000000000036,0.040000000000000036,-0.13,-0.07999999999999996,59,-1,4,-1,48,-2,4,-1,0,7,-1,37473,36139,27,676,77,75,0,1,5,4,0,0,42,42,0,0,23,23,0,0,33,33,0,0,8,7,0,0,2,1,0,0,1,1,0,0,6,6,0,0,14,14,0,0,10,9,0,0,2,2,0,0,73000000,0.009178,pre-covid
Alexandre Carrier,D,NSH,2016-17,19,1,Entry-Level,668333,R,0,0,0,0,2,0.02999999999999997,-0.019999999999999962,0,0,-2,1,0,1,-4,0,-2,0,0,0,0,1247,1234,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,73000000,0.009155,pre-covid
Conor Sheary,F,PIT,2016-17,24,24,Entry-Level,667500,L,2,3,0,0,61,0.08000000000000007,0.040000000000000036,0,0.030000000000000027,140,35,10,12,64,23,0,4,0,79,7,58332,51064,40,6280,156,126,0,21,23,16,0,2,29,29,0,0,26,24,0,0,25,18,0,6,21,13,0,4,10,6,0,1,0,0,0,0,0,0,0,0,23,21,0,0,30,26,0,3,13,11,0,0,73000000,0.009144,pre-covid
Kevin Gravel,D,L.A,2016-17,24,3,Entry-Level,667500,L,1,1,0,0,49,0.030000000000000027,0.010000000000000009,0.01999999999999999,-0.010000000000000009,88,3,0,1,74,6,6,3,-2,31,2,41602,37014,1511,2830,52,46,0,6,1,0,0,1,73,71,1,0,2,2,0,0,24,23,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,65,59,0,3,6,5,0,1,6,8,-2,0,73000000,0.009144,pre-covid
Tanner Kero,F,CHI,2016-17,23,15,Entry-Level,667500,L,0,0,0,0,47,-0.10000000000000003,-0.050000000000000044,0.010000000000000009,-0.09999999999999998,-63,5,-2,0,5,9,1,-1,-9,1,0,38030,33137,3981,289,60,55,3,0,6,4,0,0,41,39,2,0,14,13,0,0,11,9,2,0,11,8,1,0,3,1,0,0,209,198,8,1,262,232,1,8,51,43,0,3,10,8,0,0,14,12,0,2,73000000,0.009144,pre-covid
Kurtis Gabriel,F,MIN,2016-17,23,0,Entry-Level,666667,R,0,0,0,0,13,-0.12,-0.13,0,0,-23,0,-2,-2,-23,0,-2,-2,0,0,0,4539,4516,0,0,3,3,0,0,0,0,0,0,26,26,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-4,-4,0,0,73000000,0.009132,pre-covid
Blake Pietila,F,N.J,2016-17,23,-5,Entry-Level,662500,L,0,0,0,0,10,-0.09999999999999998,-0.06,0.16,-0.89,-21,-5,2,0,-11,-4,2,1,0,0,0,7822,7018,725,14,9,8,1,0,0,0,0,0,16,16,0,0,4,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,23,18,3,2,22,14,0,3,5,5,0,0,1,1,0,0,0,-2,0,0,73000000,0.009075,pre-covid
Tyler Bertuzzi,F,DET,2016-17,21,-1,Entry-Level,661667,L,0,0,0,0,7,-0.08000000000000002,-0.07999999999999996,0,0.10999999999999999,-8,-1,-1,1,-10,-1,-1,1,0,1,0,3825,3718,0,22,3,3,0,0,0,0,0,0,12,12,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,73000000,0.009064,pre-covid
Logan Shaw,F,ANA,2016-17,23,3,Standard (2-way),660000,R,0,0,1,1,55,-0.10999999999999999,-0.06,0.020000000000000018,0,-76,-2,-6,2,-20,0,0,1,-2,4,0,32040,26351,4737,104,59,55,2,1,3,2,1,0,62,60,2,0,10,8,2,0,7,6,1,0,6,5,1,0,2,1,1,0,55,51,3,0,90,82,0,2,18,14,1,0,7,5,1,0,-6,-8,0,2,73000000,0.009041,pre-covid
Josh Archibald,F,PIT,2016-17,23,3,Entry-Level,659167,R,0,0,1,0,10,-0.04999999999999999,-0.019999999999999962,0.04999999999999999,-0.8,-12,3,2,4,-8,2,1,3,1,0,0,6519,6224,272,12,11,10,1,0,3,2,1,0,28,28,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,73000000,0.00903,pre-covid
Brett Kulak,D,CGY,2016-17,22,-3,Entry-Level,656667,L,0,0,0,0,21,0.020000000000000018,0.020000000000000018,-0.12,-0.09000000000000008,-17,-4,0,1,-17,-4,-1,0,-1,2,0,17945,17328,120,362,19,18,0,1,0,0,0,0,14,14,0,0,4,4,0,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,3,3,0,0,-10,-12,0,0,73000000,0.008995,pre-covid
Oliver Bjorkstrand,F,CBJ,2016-17,21,4,Entry-Level,655833,R,0,0,0,0,26,0.12,0.06000000000000005,-0.08,0.030000000000000027,81,10,6,-2,45,6,-1,-2,0,36,6,21980,18963,4,2643,55,47,0,6,6,6,0,0,14,14,0,0,8,8,0,0,8,8,0,0,9,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9,7,0,0,7,7,0,0,9,9,0,0,73000000,0.008984,pre-covid
Brett Lernout,D,MTL,2016-17,20,-1,Entry-Level,653333,R,0,0,0,0,2,-0.08999999999999997,-0.06999999999999995,-0.2,0,4,-1,0,-1,5,-1,0,-1,0,0,0,2279,2253,14,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,73000000,0.00895,pre-covid
Ben Harpur,D,OTT,2016-17,21,-1,Entry-Level,653333,L,0,0,0,0,6,-0.040000000000000036,-0.040000000000000036,0.07999999999999999,0,2,-2,-1,-1,4,0,0,0,-1,1,0,6409,5998,101,155,3,3,0,0,0,0,0,0,5,5,0,0,2,2,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,73000000,0.00895,pre-covid
Oscar Lindberg,F,NYR,2016-17,24,2,Standard (1-way),650000,L,0,1,0,0,65,-0.020000000000000018,0,0,-0.52,-48,2,3,3,-41,1,1,1,-1,0,1,42235,40578,554,363,86,84,0,0,8,8,0,0,94,90,2,1,10,10,0,0,12,12,0,0,7,7,0,0,2,2,0,0,299,278,6,6,276,257,3,5,36,35,0,1,12,11,0,1,-16,-12,-2,0,73000000,0.008904,pre-covid
Derek Grant,F,BUF,2016-17,26,-5,Standard (2-way),650000,L,0,0,0,0,46,-0.14,-0.04999999999999999,-0.04,0.020000000000000018,-145,-18,-10,-9,-59,-5,-2,-3,-12,9,1,26938,19498,5668,1117,40,37,1,0,0,0,0,0,27,25,2,0,10,5,5,0,9,4,3,0,4,2,0,1,0,0,0,0,201,160,28,7,183,142,2,10,29,16,0,0,4,4,0,0,-10,-10,-2,0,73000000,0.008904,pre-covid
Derek Forbort,D,L.A,2016-17,24,8,Standard (2-way),650000,L,0,0,0,1,82,-0.10999999999999999,-0.05999999999999994,-0.03,-0.13,-75,-6,0,-9,40,4,15,2,-13,6,1,98971,85264,10311,793,100,95,2,2,2,2,0,0,180,152,23,0,9,8,1,0,73,64,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,159,125,0,14,16,14,0,0,-6,-14,-2,8,73000000,0.008904,pre-covid
Taylor Beck,F,NYR,2016-17,25,-3,Standard (2-way),650000,R,0,0,0,0,5,-0.03999999999999998,-0.06,0,0,-8,-3,-3,-1,-8,-3,-3,-1,0,0,0,2643,2556,0,87,5,5,0,0,0,0,0,0,5,5,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,73000000,0.008904,pre-covid
Justin Falk,D,BUF,2016-17,27,-3,Standard (1-way),650000,L,0,0,0,0,52,0.019999999999999962,0.06,-0.04,0.16000000000000003,-33,-9,-13,-3,11,-2,-3,2,-5,3,0,42738,40207,2177,49,33,33,0,0,0,0,0,0,101,100,1,0,7,7,0,0,22,21,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,0,2,8,8,0,0,-20,-20,0,0,73000000,0.008904,pre-covid
Quinton Howden,F,WPG,2016-17,24,1,Standard (2-way),650000,L,0,0,0,0,5,0.07,0.03999999999999998,0,0.18000000000000005,3,1,1,0,1,1,1,0,0,2,0,2597,2523,0,57,5,5,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000,0.008904,pre-covid
Rene Bourque,F,COL,2016-17,34,-19,Standard (1-way),650000,L,2,0,0,0,64,0.050000000000000044,0,0.009999999999999981,-0.020000000000000018,6,-19,-7,-5,-51,-19,-9,-3,-2,55,2,53527,46009,520,5513,110,94,0,9,11,8,0,1,74,71,0,3,24,23,0,0,12,12,0,0,9,6,0,3,0,0,0,0,0,0,0,0,5,5,0,0,25,23,0,0,6,6,0,0,-25,-23,0,-2,73000000,0.008904,pre-covid
Patrick Brown,F,CAR,2016-17,24,-6,Standard (2-way),650000,R,0,0,0,0,14,-0.06,-0.07,-0.25,-0.89,-10,-6,-6,-3,-11,-6,-6,-3,0,0,0,8160,8082,59,19,12,12,0,0,0,0,0,0,30,30,0,0,2,2,0,0,3,3,0,0,1,1,0,0,0,0,0,0,9,9,0,0,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,73000000,0.008904,pre-covid
Jordan Weal,F,PHI,2016-17,24,5,Standard (2-way),650000,R,1,0,0,0,23,0.07999999999999996,0.07000000000000006,-0.25,-0.14,77,6,6,4,50,3,4,4,0,18,0,19749,17466,19,1922,49,38,0,8,8,7,0,0,7,6,0,1,14,14,0,0,6,6,0,0,7,6,0,0,4,4,0,0,14,11,0,3,14,10,0,0,8,7,0,0,4,4,0,0,-6,-6,0,0,73000000,0.008904,pre-covid
Jamie McBain,D,ARI,2016-17,28,-1,Standard (2-way),650000,R,0,0,0,0,3,-0.010000000000000009,-0.02999999999999997,0,0.14,-4,-1,6,2,-3,-1,6,2,0,2,0,3000,2488,0,344,3,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,73000000,0.008904,pre-covid
