player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Ian Cole,D,COL,2018-19,29,-1,Standard (1-way),4250000,L,0,0,0,1,71,-0.09000000000000002,0.010000000000000009,0,-0.14,-149,-30,-35,-22,53,-10,-7,-11,-23,1,-1,83958,66517,13436,196,82,74,6,0,2,2,0,0,107,99,7,0,27,22,4,0,46,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,112,0,11,13,12,0,0,-51,-47,-4,0,79500000,0.053459,pre-covid
Oscar Klefbom,D,EDM,2018-19,24,-11,Standard (1-way),4167000,L,1,10,0,0,61,0.050000000000000044,0.020000000000000018,-0.010000000000000009,0.07000000000000006,55,-6,5,6,1,-13,4,4,-11,130,19,87718,68673,6173,9370,167,133,1,27,5,1,0,1,44,35,4,2,26,20,2,3,51,37,9,4,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,102,77,4,11,23,11,0,10,-10,-10,0,0,79500000,0.052415,pre-covid
Jonas Brodin,D,MIN,2018-19,24,-15,Standard (1-way),4166667,L,0,1,1,0,82,-0.050000000000000044,0.010000000000000009,-0.009999999999999995,0.14,-2,-24,5,-3,122,-7,20,5,-14,11,2,100792,85688,9759,1077,109,102,5,1,4,3,0,0,61,51,3,0,29,24,4,0,20,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,109,0,16,14,12,0,1,-10,-6,-2,0,79500000,0.052411,pre-covid
Adam Larsson,D,EDM,2018-19,25,-28,Standard (1-way),4166666,R,0,0,0,1,82,-0.020000000000000018,0.030000000000000027,0,0.030000000000000027,-164,-51,-22,-2,-43,-30,-5,3,-21,6,0,106458,92579,9384,463,117,109,2,2,3,3,0,0,256,232,18,1,25,23,2,0,68,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,105,0,5,18,15,1,0,-26,-24,-4,0,79500000,0.052411,pre-covid
Damon Severson,D,N.J,2018-19,23,-27,Standard (1-way),4166666,R,3,9,0,1,82,0.010000000000000009,-0.009999999999999953,0.03999999999999998,0.029999999999999916,-29,-23,-11,-8,-65,-18,-2,1,-9,111,13,108149,83648,7007,11725,146,90,9,41,11,8,0,3,83,72,6,0,25,19,2,0,61,47,4,8,8,3,0,3,4,1,0,3,0,0,0,0,0,0,0,0,87,67,3,11,28,18,1,8,-32,-26,0,-4,79500000,0.052411,pre-covid
Mathieu Perreault,F,WPG,2018-19,30,-1,Standard (1-way),4125000,L,4,3,0,1,82,0.08000000000000007,0.040000000000000036,-0.09,-0.030000000000000027,109,14,8,4,54,2,-2,-2,0,55,13,60188,52385,20,6369,94,81,0,12,15,11,0,4,127,126,0,1,31,30,0,1,17,14,0,3,11,8,0,3,6,3,0,3,26,23,0,2,27,23,0,0,25,25,0,0,17,14,0,3,-16,-16,0,2,79500000,0.051887,pre-covid
Josh Manson,D,ANA,2018-19,26,-8,Standard (1-way),4100000,R,0,0,0,1,72,-0.08000000000000002,-0.010000000000000009,0.010000000000000009,0.07000000000000006,-282,-33,-32,-8,-77,-13,-12,2,-20,3,0,95768,79335,12367,459,95,90,4,0,3,3,0,0,177,146,21,1,34,21,10,0,76,60,12,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84,62,0,9,13,11,1,0,-38,-36,-6,2,79500000,0.051572,pre-covid
Nick Bjugstad,F,PIT,2018-19,25,6,Standard (1-way),4100000,R,2,4,0,0,64,0.050000000000000044,0.020000000000000018,-0.33,-0.010000000000000009,114,16,0,4,42,8,-6,-2,0,70,9,58039,50619,77,5488,154,131,0,16,14,12,0,1,126,116,0,9,37,31,0,3,39,32,0,7,14,9,0,4,3,2,0,1,260,220,1,31,268,228,1,0,27,24,0,0,12,8,0,4,2,0,2,-4,79500000,0.051572,pre-covid
Brian Dumoulin,D,PIT,2018-19,26,31,Standard (1-way),4100000,L,0,0,0,4,76,-0.020000000000000018,0.050000000000000044,0,0.10999999999999999,-45,10,8,5,101,19,10,8,-14,6,1,95875,80545,10164,587,99,89,5,0,3,3,0,0,141,121,13,1,39,33,6,0,51,41,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,93,0,11,20,16,4,0,0,-2,0,0,79500000,0.051572,pre-covid
Niklas Hjalmarsson,D,ARI,2018-19,31,8,Standard (1-way),4100000,L,0,0,0,2,82,-0.09000000000000002,0.020000000000000018,0.009999999999999981,0.20999999999999996,-131,-15,-1,-7,24,-13,11,-5,-7,1,1,96936,78673,14519,119,57,49,6,0,0,0,0,0,45,37,5,0,32,25,7,0,45,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,127,0,8,10,6,2,0,-34,-34,0,0,79500000,0.051572,pre-covid
Nick Bonino,F,NSH,2018-19,30,27,Standard (1-way),4100000,L,3,0,0,1,81,-0.040000000000000036,-0.050000000000000044,0,0.030000000000000027,3,16,10,3,-4,19,11,4,-17,99,9,79069,58447,8730,7650,118,90,6,18,17,13,0,3,24,24,0,0,30,21,7,0,40,33,3,4,16,6,0,7,5,2,0,2,585,422,73,40,546,386,47,62,70,56,0,9,19,14,1,0,2,-4,8,0,79500000,0.051572,pre-covid
Olli Maatta,D,PIT,2018-19,23,9,Standard (1-way),4083333,L,1,3,0,0,60,-0.07,-0.040000000000000036,0.020000000000000018,0.010000000000000009,-44,5,7,4,-21,8,12,7,-8,36,2,66922,55289,7085,2808,74,61,7,6,1,0,0,1,97,76,18,0,16,11,5,0,42,37,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,116,96,2,10,13,10,0,2,-4,-8,2,2,79500000,0.051363,pre-covid
Jake Gardiner,D,TOR,2018-19,27,19,Standard (1-way),4050000,L,0,5,0,0,62,0.050000000000000044,0.010000000000000009,0.12000000000000002,-0.050000000000000044,56,28,17,5,-34,20,10,7,0,72,7,78831,67526,414,6562,78,64,1,11,3,3,0,0,61,59,0,1,25,23,0,1,53,49,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,64,61,0,1,28,17,0,6,-22,-20,0,0,79500000,0.050943,pre-covid
Brett Pesce,D,CAR,2018-19,23,35,Standard (1-way),4025000,R,0,0,0,3,73,-0.08999999999999997,-0.030000000000000027,-0.04000000000000001,-0.12,10,16,10,6,93,18,15,3,-16,2,0,89727,75039,10318,586,98,89,1,1,7,6,0,0,52,48,3,0,54,47,4,2,30,25,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,131,103,0,10,22,12,0,0,-4,-2,-2,0,79500000,0.050629,pre-covid
Carl Hagelin,F,WSH,2018-19,29,7,Standard (1-way),4000000,L,0,0,0,0,58,0,0.050000000000000044,0.03999999999999998,0.12,0,-4,-6,-4,55,8,1,2,-12,1,0,51223,42983,6590,197,99,90,7,0,5,5,0,0,64,58,5,0,30,26,4,0,19,17,2,0,6,6,0,0,1,1,0,0,6,4,2,0,21,18,0,1,21,17,0,1,14,14,0,0,-12,-14,-2,2,79500000,0.050314,pre-covid
Mikkel Boedker,F,OTT,2018-19,28,-23,Standard (1-way),4000000,L,2,5,0,0,71,0.010000000000000009,-0.050000000000000044,-0.11,-0.09999999999999998,-128,-9,-1,-5,-173,-19,-16,-7,0,50,13,59770,50261,84,7954,87,75,0,11,6,5,0,1,54,50,0,2,25,25,0,0,27,21,0,6,8,7,0,1,1,0,0,1,7,6,0,1,11,9,0,0,28,27,0,0,28,22,0,5,4,4,0,0,79500000,0.050314,pre-covid
David Perron,F,STL,2018-19,30,3,Standard (1-way),4000000,R,9,9,0,0,57,0.07000000000000006,-0.010000000000000009,-0.15,-0.040000000000000036,97,22,7,6,-10,7,-9,-2,0,86,16,58465,47513,91,7544,111,85,0,18,23,14,0,7,52,49,0,2,41,36,0,1,17,12,0,5,10,5,0,3,6,2,0,3,15,12,0,3,18,11,0,0,13,13,0,0,23,16,0,6,-24,-22,0,-2,79500000,0.050314,pre-covid
Kris Russell,D,EDM,2018-19,31,5,Standard (1-way),4000000,L,0,0,0,1,72,-0.10000000000000003,-0.04999999999999999,-0.06000000000000001,0.10999999999999999,-180,-19,-25,-22,-79,4,-10,-5,-19,20,0,88155,76839,7872,912,63,56,1,4,3,3,0,0,93,81,8,1,21,17,4,0,71,62,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,145,1,12,13,11,1,0,-8,-6,-2,0,79500000,0.050314,pre-covid
Roman Josi,D,NSH,2018-19,28,9,Standard (1-way),4000000,L,2,10,0,1,82,0,-0.010000000000000009,0,0.010000000000000009,94,2,-8,0,41,4,3,2,-19,136,7,123627,90208,11852,13318,274,193,16,42,15,9,0,1,53,46,5,0,36,30,1,3,65,48,5,6,10,2,0,2,4,0,0,1,0,0,0,0,1,0,0,0,144,111,3,20,40,24,1,9,-10,-8,-2,2,79500000,0.050314,pre-covid
Marco Scandella,D,BUF,2018-19,28,-13,Standard (1-way),4000000,L,0,0,0,1,63,-0.10000000000000003,-0.06,0.06000000000000001,0.10999999999999999,-144,-27,-21,-6,-53,-15,-6,2,-12,8,0,66524,57231,7387,320,83,73,4,2,6,6,0,0,53,46,4,0,16,14,2,0,41,31,7,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,75,60,0,5,7,6,1,0,-20,-18,-2,0,79500000,0.050314,pre-covid
Ryan Spooner,F,VAN,2018-19,26,-12,Standard (1-way),4000000,L,0,1,0,0,52,0.030000000000000027,0,-0.08,0,-18,-5,0,3,-53,-5,-3,1,0,37,2,35594,31465,3,3488,67,52,0,11,3,3,0,0,39,39,0,0,10,10,0,0,18,18,0,0,6,5,0,1,0,0,0,0,59,50,1,6,54,44,0,0,7,7,0,0,6,5,0,1,2,2,0,0,79500000,0.050314,pre-covid
Alec Martinez,D,L.A,2018-19,30,-2,Standard (1-way),4000000,L,0,2,0,0,60,-0.020000000000000018,-0.010000000000000009,-0.010000000000000009,0.050000000000000044,-82,-12,-10,-6,-51,-1,-1,3,-11,39,1,76790,62717,6413,4212,78,59,4,12,4,4,0,0,78,68,7,0,12,11,1,0,70,62,4,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,135,108,0,14,14,9,0,2,0,0,0,0,79500000,0.050314,pre-covid
Adam Henrique,F,ANA,2018-19,28,-5,Standard (1-way),4000000,L,8,5,0,1,82,0.04999999999999999,-0.019999999999999962,0.009999999999999995,0.040000000000000036,-18,7,10,6,-67,2,7,3,-8,126,21,80933,61073,5146,10815,122,82,4,27,18,10,0,8,78,68,1,5,39,30,5,4,27,20,1,5,25,12,0,9,13,6,0,7,572,420,50,81,511,375,51,37,71,59,0,6,24,14,1,5,4,-2,2,4,79500000,0.050314,pre-covid
Jake Muzzin,D,TOR,2018-19,29,21,Standard (1-way),4000000,L,1,4,0,1,80,0,0.030000000000000027,-0.01999999999999999,0,25,13,-5,-3,55,21,7,3,-12,54,6,102362,84170,8157,5358,141,118,4,11,9,8,0,1,172,155,12,1,20,16,2,1,102,86,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,105,2,13,29,22,1,4,-10,-6,-4,0,79500000,0.050314,pre-covid
Vladislav Namestnikov,F,NYR,2018-19,25,-7,Standard (1-way),4000000,L,1,2,2,3,78,0.009999999999999953,0.009999999999999953,0,0.010000000000000009,-57,-5,6,7,-37,-11,-1,-2,-10,64,13,73905,58030,7449,6248,119,92,15,8,11,7,2,1,140,129,7,2,32,27,2,1,46,41,2,2,18,12,2,1,6,3,1,1,22,15,5,2,32,28,1,1,62,48,0,8,20,10,3,2,4,6,-6,4,79500000,0.050314,pre-covid
Erik Gudbranson,D,PIT,2018-19,26,-20,Standard (1-way),4000000,R,0,0,0,1,76,-0.09000000000000002,-0.03999999999999998,-0.009999999999999981,0.12,-204,-44,-17,-13,-92,-26,-3,-4,-19,1,0,83066,70601,8897,259,94,91,3,0,2,2,0,0,184,169,10,0,10,7,2,0,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,65,0,5,8,7,1,0,-18,-20,-2,4,79500000,0.050314,pre-covid
Victor Rask,F,MIN,2018-19,25,-4,Standard (1-way),4000000,L,0,2,0,0,49,0.010000000000000009,-0.030000000000000027,0.11000000000000001,-0.09999999999999998,25,0,-7,-2,-8,-2,-9,-2,0,27,2,35585,30459,128,4239,55,43,0,8,3,3,0,0,40,39,0,1,13,11,0,1,18,15,0,3,3,1,0,0,0,0,0,0,204,181,1,17,226,210,0,1,12,11,0,0,6,4,0,2,0,0,0,0,79500000,0.050314,pre-covid
Wayne Simmonds,F,NSH,2018-19,29,-16,Standard (1-way),3975000,R,5,3,0,0,79,0.08000000000000007,-0.030000000000000027,-0.24,0.030000000000000027,134,2,29,8,-53,-8,5,2,0,159,9,74223,58457,27,12536,155,104,0,44,17,10,0,5,137,132,0,5,28,26,0,1,38,28,0,8,28,13,0,11,10,4,0,4,4,3,0,1,13,10,0,1,28,27,0,0,13,8,0,3,-14,-10,0,-4,79500000,0.05,pre-covid
Colin Wilson,F,COL,2018-19,28,-6,Standard (1-way),3937500,L,8,2,0,0,65,0.06000000000000005,-0.020000000000000018,-0.18,-0.010000000000000009,103,14,3,8,-10,-3,-10,-5,0,100,14,52991,43601,44,7499,104,78,0,26,12,7,0,5,55,50,0,5,16,16,0,0,10,8,0,2,9,5,0,4,5,2,0,3,20,20,0,0,32,28,1,0,31,31,0,0,15,13,0,1,20,16,0,-2,79500000,0.049528,pre-covid
Andrew Shaw,F,MTL,2018-19,26,17,Standard (1-way),3900000,R,3,3,0,0,63,0.020000000000000018,-0.030000000000000027,-0.06,-0.010000000000000009,85,16,1,5,38,18,6,5,-4,77,7,60132,48381,2666,7646,135,111,1,22,19,16,0,3,128,121,0,5,16,12,2,1,24,21,0,2,26,20,0,6,8,5,0,3,181,137,6,32,203,162,22,9,36,28,0,6,28,23,0,3,-8,-6,2,-4,79500000,0.049057,pre-covid
Colin Miller,D,VGK,2018-19,25,0,Standard (1-way),3875000,R,1,14,1,0,65,0.07999999999999996,0.020000000000000018,0.18,-0.010000000000000009,189,19,29,15,87,3,20,8,3,95,16,76462,62112,2208,8920,131,94,1,28,3,1,0,1,122,119,0,2,22,17,0,4,46,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,0,2,26,12,0,11,-16,-14,0,-6,79500000,0.048742,pre-covid
Travis Hamonic,D,CGY,2018-19,27,21,Standard (1-way),3857143,R,0,0,1,2,69,-0.08999999999999997,-0.010000000000000009,-0.06,-0.040000000000000036,-12,3,-2,2,102,8,9,2,-6,3,-1,86297,71728,10723,803,128,117,6,3,7,6,1,0,44,41,3,0,37,29,8,0,62,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167,120,0,18,12,10,2,0,-12,-10,-2,0,79500000,0.048518,pre-covid
Cody Eakin,F,VGK,2018-19,27,19,Standard (1-way),3850000,L,1,3,3,0,78,-0.07000000000000006,-0.06000000000000005,-0.01999999999999999,-0.040000000000000036,-49,12,5,3,-31,13,-1,3,-8,54,6,71854,57634,5800,4996,120,94,9,12,22,17,3,1,88,79,5,1,51,39,7,4,34,27,0,6,19,12,2,2,6,4,0,1,479,400,35,23,461,385,20,26,35,27,0,7,19,15,0,4,16,8,4,2,79500000,0.048428,pre-covid
Darren Helm,F,DET,2018-19,31,-11,Standard (1-way),3850000,L,0,0,1,3,61,-0.06,-0.010000000000000009,0.05000000000000002,-0.88,-156,-36,-28,-11,-54,-12,-11,0,-23,0,0,53409,45163,6768,109,107,89,17,0,7,6,1,0,50,47,2,0,33,26,5,0,29,26,2,0,11,7,2,0,1,1,0,0,16,10,6,0,20,12,0,1,26,21,0,1,10,7,3,0,2,-4,0,2,79500000,0.048428,pre-covid
Patrik Berglund,F,BUF,2018-19,30,-5,Standard (1-way),3850000,L,0,0,0,0,23,-0.04999999999999999,0,-0.06999999999999999,-0.06000000000000005,-44,-6,-1,2,-26,-7,1,-1,-2,9,1,17906,14858,1564,759,25,24,0,0,2,1,0,0,25,24,0,1,6,4,1,1,5,4,1,0,3,2,0,0,1,0,0,0,68,50,4,8,48,35,3,2,16,12,0,1,2,2,0,0,2,4,0,-2,79500000,0.048428,pre-covid
Connor Murphy,D,CHI,2018-19,25,12,Standard (1-way),3850000,R,0,0,0,0,52,-0.07,0.010000000000000009,0.020000000000000004,0.10999999999999999,-147,-9,-26,-9,-45,5,-14,1,-15,0,0,60851,53253,6206,92,84,82,1,0,5,5,0,0,119,113,5,0,14,9,4,0,48,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,71,0,3,8,8,0,0,-2,0,-4,0,79500000,0.048428,pre-covid
Matt Beleskey,F,NYR,2018-19,30,1,Standard (1-way),3800000,L,0,0,0,0,4,-0.07,-0.08000000000000002,0,0,-8,1,0,0,-8,1,0,0,0,0,0,1769,1769,0,0,3,3,0,0,1,1,0,0,7,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79500000,0.047799,pre-covid
Justin Braun,D,S.J,2018-19,31,-14,Standard (1-way),3800000,R,0,1,0,0,78,-0.12999999999999995,-0.05999999999999994,-0.1,-0.16999999999999993,-126,-38,-16,-17,36,-22,11,-6,-19,2,2,94995,80592,10024,424,105,97,5,0,2,2,0,0,121,111,9,0,34,32,1,0,51,48,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,75,0,10,14,13,0,1,-20,-22,0,0,79500000,0.047799,pre-covid
Rickard Rakell,F,ANA,2018-19,25,-13,Standard (1-way),3789444,R,6,7,0,0,69,0.10000000000000003,0.019999999999999962,0.030000000000000013,0.05999999999999994,84,8,6,11,-9,-8,-9,0,-2,117,20,76369,61661,1681,9647,194,141,2,41,18,9,0,6,82,71,2,7,41,31,4,1,60,50,1,8,12,4,0,4,7,1,0,4,17,12,1,3,31,27,0,2,38,33,1,1,23,11,0,7,21,19,2,0,79500000,0.047666,pre-covid
Anders Lee,F,NYI,2018-19,27,20,Standard (1-way),3750000,L,10,8,0,0,82,0.12000000000000005,0.020000000000000018,-0.09,0.050000000000000044,167,47,31,26,-5,27,4,9,0,161,21,83974,66562,45,13339,204,133,0,58,28,15,0,9,103,98,0,5,22,21,0,1,29,24,0,5,32,13,0,14,18,7,0,7,75,35,0,32,80,36,3,0,50,46,0,0,22,16,0,5,-6,-14,0,-11,79500000,0.04717,pre-covid
Tanner Pearson,F,VAN,2018-19,25,-15,Standard (1-way),3750000,L,3,2,0,0,80,0.010000000000000009,-0.010000000000000009,-0.08,-0.010000000000000009,-27,-9,-2,5,-73,-13,-6,3,-2,49,7,67424,59048,1301,5766,147,130,1,11,18,15,0,3,128,127,1,0,21,18,2,0,23,21,0,2,14,9,0,4,8,5,0,3,5,5,0,0,12,11,0,1,41,39,0,1,9,4,0,2,8,8,0,0,79500000,0.04717,pre-covid
Mattias Ekholm,D,NSH,2018-19,28,27,Standard (1-way),3750000,L,2,5,0,2,80,0.010000000000000009,0.030000000000000027,0.04000000000000001,-0.040000000000000036,116,18,3,-2,146,20,13,4,-16,64,7,112068,90106,9934,6145,146,115,4,16,8,4,0,2,68,59,5,2,32,31,1,0,69,53,10,3,6,2,1,2,2,0,0,2,0,0,0,0,0,0,0,0,106,79,1,14,36,23,2,5,-20,-12,-2,-2,79500000,0.04717,pre-covid
Boone Jenner,F,CBJ,2018-19,25,6,Standard (1-way),3750000,L,1,2,1,1,77,-0.040000000000000036,-0.030000000000000027,-0.010000000000000009,0.020000000000000018,-23,0,10,4,-12,6,8,4,-14,62,8,78749,62506,6273,7214,170,140,13,13,16,12,1,1,158,146,6,2,42,31,8,1,21,17,2,2,17,11,1,2,6,2,1,1,626,496,54,56,531,417,40,50,70,55,0,13,22,19,0,2,-2,-2,-6,0,79500000,0.04717,pre-covid
Jakob Silfverberg,F,ANA,2018-19,27,-9,Standard (1-way),3750000,R,3,8,2,1,73,0.010000000000000009,-0.020000000000000018,-0.009999999999999995,0.05999999999999994,-22,-6,-18,-5,-20,-3,-5,-1,-14,108,18,74785,55586,6943,8996,163,128,4,18,24,16,2,3,38,32,1,3,27,21,5,0,27,21,1,5,20,11,2,5,9,2,2,3,19,10,0,3,32,20,5,2,43,33,0,8,19,9,1,8,-10,-2,-2,-4,79500000,0.04717,pre-covid
Brendan Gallagher,F,MTL,2018-19,26,10,Standard (1-way),3750000,R,4,3,0,0,82,0.14,0.06999999999999995,0.37,0.07000000000000006,345,27,21,7,186,15,4,-2,0,132,15,80577,65182,121,11254,302,256,0,30,33,28,0,4,125,120,0,2,57,53,0,2,30,25,0,3,33,23,0,5,9,6,0,2,23,14,0,8,28,15,3,0,31,29,0,1,19,14,0,3,2,13,0,-9,79500000,0.04717,pre-covid
Braydon Coburn,D,T.B,2018-19,33,4,Standard (1-way),3700000,L,0,0,0,0,74,0,0.020000000000000018,-0.04999999999999999,-0.8,-14,-11,-7,-10,37,-1,5,-3,-12,0,0,71505,65243,4365,84,113,110,1,0,4,3,0,0,96,91,3,0,17,15,2,0,22,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55,0,0,18,17,0,0,-20,-14,-2,0,79500000,0.046541,pre-covid
Sam Reinhart,F,BUF,2018-19,22,-10,Standard (1-way),3650000,R,2,13,0,0,82,0.10999999999999999,0.030000000000000027,0.009999999999999995,0.030000000000000027,265,22,27,5,54,6,13,-4,-1,204,24,93133,73340,382,14941,181,146,0,24,22,17,0,1,38,35,0,1,39,36,0,1,46,37,0,6,23,14,0,4,6,2,0,1,31,22,0,7,56,44,2,1,47,42,0,0,43,27,0,12,16,20,0,-4,79500000,0.045912,pre-covid
Bryan Rust,F,PIT,2018-19,26,10,Standard (1-way),3500000,R,0,0,2,2,72,-0.04999999999999999,0,0.06,0.030000000000000027,-69,-6,-27,-9,17,7,-9,2,-9,9,0,68735,57937,8001,524,141,115,21,1,18,15,2,0,119,113,6,0,30,21,9,0,27,27,0,0,19,12,4,0,7,6,1,0,8,2,6,0,16,9,0,3,59,37,0,2,17,12,2,0,10,6,2,2,79500000,0.044025,pre-covid
Michael Stone,D,CGY,2018-19,28,0,Standard (1-way),3500000,R,0,0,0,0,14,-0.050000000000000044,-0.020000000000000018,-0.010000000000000009,0.050000000000000044,-22,-5,-2,0,-9,-1,-3,1,-5,3,0,13386,11394,1455,425,12,12,0,0,0,0,0,0,27,25,2,0,6,5,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,1,5,4,0,0,-8,-6,-2,0,79500000,0.044025,pre-covid
Cal Clutterbuck,F,NYI,2018-19,30,6,Standard (1-way),3500000,R,3,0,0,1,73,-0.04999999999999999,0.010000000000000009,-0.039999999999999994,-0.06000000000000005,-98,-16,7,0,-16,0,14,6,-22,47,3,61005,45586,7613,5391,94,70,7,14,8,3,0,3,209,183,9,11,20,17,3,0,28,21,2,5,14,6,2,3,4,1,0,1,15,7,2,6,19,7,10,2,40,34,0,5,15,12,1,0,0,-2,-2,2,79500000,0.044025,pre-covid
Vladimir Sobotka,F,BUF,2018-19,30,-20,Standard (1-way),3500000,L,0,0,0,1,69,-0.13,-0.07,0.020000000000000004,0.08999999999999997,-200,-33,-21,-11,-106,-20,-15,-5,-11,6,0,58677,48420,7709,404,71,62,5,1,5,3,0,0,87,81,4,0,12,8,3,0,14,10,3,0,5,3,0,0,3,1,0,0,317,270,32,4,296,241,2,20,30,21,0,4,8,7,1,0,-4,-4,0,0,79500000,0.044025,pre-covid
Lars Eller,F,WSH,2018-19,29,-1,Standard (1-way),3500000,L,0,4,1,2,81,-0.010000000000000009,0.030000000000000027,-0.03,-0.030000000000000027,-41,-19,-20,-15,21,5,-7,-2,-19,50,2,80352,59853,11065,6051,162,135,9,9,13,11,0,0,69,66,3,0,59,38,15,1,63,46,11,5,19,16,0,2,5,4,0,0,543,400,82,36,566,403,30,98,47,24,0,13,22,16,2,2,2,0,4,-2,79500000,0.044025,pre-covid
Eric Staal,F,MIN,2018-19,33,-7,Standard (1-way),3500000,L,7,8,0,1,81,0.09999999999999998,0.030000000000000027,0.010000000000000009,0.030000000000000027,242,23,39,15,101,8,27,7,0,133,22,87684,68622,1097,12561,212,159,2,40,22,14,0,6,42,36,0,1,49,44,1,1,39,29,1,9,32,22,0,6,13,7,0,4,640,497,5,91,613,498,53,9,28,25,1,0,29,18,0,6,-6,-4,2,-4,79500000,0.044025,pre-covid
Brandon Montour,D,BUF,2018-19,24,-20,Standard (1-way),3387500,R,1,5,0,0,82,0.020000000000000018,0.030000000000000027,-0.020000000000000004,-0.06999999999999995,-122,-25,-25,-12,-35,-4,-4,-4,-15,59,4,110434,89354,7919,8666,181,149,1,19,8,6,0,1,99,92,3,1,31,24,3,3,74,61,3,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,121,100,3,11,26,18,0,5,-32,-28,-4,0,79500000,0.04261,pre-covid
Sven Baertschi,F,VAN,2018-19,25,-9,Standard (1-way),3366666,L,3,4,0,0,26,0.11000000000000004,-0.010000000000000009,-0.11,0.039999999999999925,25,0,7,9,-37,-6,2,1,0,58,7,23588,18301,26,4543,43,29,0,12,9,6,0,3,18,17,0,1,10,8,0,1,6,6,0,0,8,5,0,3,4,1,0,3,1,1,0,0,3,3,0,0,13,11,0,1,5,1,0,4,0,2,0,-2,79500000,0.042348,pre-covid
Radko Gudas,D,PHI,2018-19,28,6,Standard (1-way),3350000,R,0,0,0,0,77,-0.07,0.010000000000000009,0,-0.36,-176,-18,-22,-8,-36,2,-6,1,-22,0,1,82376,68168,11172,82,137,126,10,0,4,3,0,0,255,237,15,0,23,20,3,0,58,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,98,0,5,16,14,0,0,-24,-20,-8,0,79500000,0.042138,pre-covid
