player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Cam Barker,D,MIN,2010-11,24,Standard (1-way),3083333,L,0,1,0,0,-9,52,0,-0.020000000000000018,0.07,-0.030000000000000027,-91,-12,-11,-4,-96,-9,-8,1,-3,37,0,51175,43289,2548,4168,44,30,0,11,1,0,0,0,68,61,3,3,6,6,0,0,5,4,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61,52,1,3,4,2,0,2,-8,-10,0,0,59400000,0.051908,pre-covid
Kris Versteeg,F,PHI,2010-11,24,Standard (1-way),3083333,R,5,8,1,0,-8,80,0.07000000000000006,0,0.010000000000000009,0.010000000000000009,109,13,7,10,-33,-10,-9,-3,-7,142,22,85104,65716,3397,13057,180,128,3,32,21,11,1,2,45,38,3,3,53,42,3,5,35,25,1,5,15,6,0,3,7,2,0,0,63,48,4,6,67,51,3,4,56,45,0,3,25,16,0,7,16,12,-3,7,59400000,0.051908,pre-covid
Patric Hornqvist,F,NSH,2010-11,23,Standard (1-way),3083333,R,7,8,0,0,9,79,0.14999999999999997,0.040000000000000036,-0.17,0.030000000000000027,240,33,31,14,52,14,16,7,0,158,18,74539,60499,76,12349,265,209,0,47,21,15,0,6,86,76,0,7,40,37,0,3,21,16,0,4,26,16,0,8,10,6,0,4,22,12,0,9,23,15,1,0,36,34,0,0,27,17,0,7,7,9,0,-4,59400000,0.051908,pre-covid
Colin White,D,N.J,2010-11,32,Standard (1-way),3000000,L,0,0,0,1,-2,69,-0.12000000000000005,-0.030000000000000027,-0.05,0.050000000000000044,-124,-22,-19,-5,5,-7,3,2,-18,2,0,78060,64679,10864,198,50,46,3,0,0,0,0,0,109,82,24,0,21,17,4,0,38,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,6,6,5,1,0,-17,-16,-2,0,59400000,0.050505,pre-covid
Toni Lydman,D,ANA,2010-11,32,Standard (1-way),3000000,L,0,2,0,0,30,78,-0.07,0.06,0,-0.020000000000000018,-213,2,-20,-10,-7,22,7,2,-34,42,9,103760,80594,16688,2820,99,76,7,8,3,3,0,0,141,106,23,3,11,10,0,0,38,29,4,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,178,97,1,48,22,14,0,3,-32,-26,-6,2,59400000,0.050505,pre-covid
Ray Whitney,F,ARI,2010-11,38,35+ (1-way),3000000,R,4,23,0,0,-1,75,0.14999999999999997,0.030000000000000027,0.41000000000000003,0.040000000000000036,229,35,17,16,17,2,-10,0,0,192,27,76296,58962,57,14916,156,101,1,44,17,12,0,2,29,24,0,3,27,25,0,0,32,16,0,14,13,9,0,2,5,3,0,1,45,22,0,23,55,30,0,0,15,14,0,0,40,16,0,20,6,12,0,-8,59400000,0.050505,pre-covid
Colby Armstrong,F,TOR,2010-11,27,Standard (1-way),3000000,R,0,0,0,0,-2,50,-0.030000000000000027,0.010000000000000009,-0.04000000000000001,0.010000000000000009,-85,-13,-16,-10,-39,2,-1,-1,-13,12,0,48374,39971,5278,1651,69,61,5,0,8,8,0,0,88,76,7,3,34,27,6,0,19,11,7,0,9,7,0,0,2,2,0,0,3,2,1,0,5,3,0,0,28,18,0,4,15,15,0,0,15,12,-7,2,59400000,0.050505,pre-covid
Niklas Hagman,F,CGY,2010-11,30,Standard (1-way),3000000,L,4,3,0,0,-1,71,0.06000000000000005,0,-0.09,0.050000000000000044,104,10,12,2,7,2,5,0,0,80,10,58104,49582,78,6756,140,113,0,16,11,7,0,3,35,33,0,2,12,11,0,0,25,20,0,4,15,12,0,1,3,2,0,0,3,3,0,0,22,11,0,0,12,11,0,0,16,12,0,3,22,22,0,-2,59400000,0.050505,pre-covid
Ales Kotalik,F,CGY,2010-11,31,Standard (1-way),3000000,R,1,1,0,0,-7,26,0.030000000000000027,-0.020000000000000018,-0.24,-0.030000000000000027,27,-3,-10,-2,10,-6,-10,-2,0,15,4,19302,16888,53,2077,62,54,0,6,4,3,0,1,38,34,0,2,7,7,0,0,10,9,0,1,1,0,0,1,1,0,0,1,6,3,0,2,5,4,0,0,4,4,0,0,2,1,0,1,0,0,0,0,59400000,0.050505,pre-covid
Niklas Kronwall,D,DET,2010-11,29,Standard (1-way),3000000,L,6,8,0,0,9,77,0.010000000000000009,0.010000000000000009,-0.010000000000000009,0.020000000000000018,115,13,25,15,82,0,5,2,-14,162,23,105654,78307,12911,11602,131,79,0,42,11,6,0,3,113,87,18,3,26,19,5,0,49,36,6,5,14,3,0,7,7,2,0,3,0,0,0,0,0,0,0,0,129,98,4,15,26,13,0,8,-12,-12,0,0,59400000,0.050505,pre-covid
Radim Vrbata,F,ARI,2010-11,29,Standard (1-way),3000000,R,11,10,0,0,-1,79,0.11999999999999994,0.010000000000000009,0.19,0.020000000000000018,210,37,17,17,2,7,-6,3,-1,185,25,77533,60337,507,14702,240,163,0,56,19,8,0,8,42,40,0,2,32,26,1,3,28,20,0,6,13,1,0,9,8,1,0,5,2,1,1,0,5,2,0,0,22,22,0,0,29,20,0,6,-2,0,0,0,59400000,0.050505,pre-covid
Valtteri Filppula,F,DET,2010-11,26,Standard (1-way),3000000,L,4,5,0,0,3,71,0.010000000000000009,-0.040000000000000036,-0.010000000000000009,0.020000000000000018,72,8,14,9,-51,0,-4,-1,-5,141,14,71220,57956,2773,8338,115,81,1,26,16,12,0,4,30,27,2,0,50,42,4,0,42,30,0,8,10,5,0,4,7,3,0,4,478,375,16,53,450,367,34,15,25,25,0,0,23,17,0,4,26,24,0,0,59400000,0.050505,pre-covid
Dustin Byfuglien,D,ATL,2010-11,25,Standard (1-way),3000000,R,8,16,0,0,0,81,0.18,0.09000000000000002,0.24000000000000002,0.050000000000000044,395,40,34,20,159,12,10,5,0,202,28,113260,90136,379,18472,347,218,1,94,20,9,0,5,140,119,0,10,85,74,1,6,59,42,1,12,13,3,0,7,7,1,0,4,0,0,0,0,0,0,0,0,72,62,2,0,33,15,0,15,-35,-33,2,-6,59400000,0.050505,pre-covid
Olli Jokinen,F,CGY,2010-11,31,Standard (1-way),3000000,L,5,14,0,0,-17,79,0.06999999999999995,-0.030000000000000027,0.03,0.040000000000000036,181,18,26,8,-5,-6,-5,-5,0,165,25,84263,65954,771,13703,208,150,0,46,17,12,0,5,56,48,1,5,54,47,0,4,45,32,0,10,16,6,0,7,6,3,0,3,552,418,12,81,613,481,42,13,35,32,1,1,37,21,0,12,7,1,2,0,59400000,0.050505,pre-covid
Jordan Leopold,D,BUF,2010-11,29,Standard (1-way),3000000,L,4,6,0,0,-11,71,-0.020000000000000018,-0.030000000000000027,0.009999999999999995,-0.020000000000000018,42,-13,-16,-3,43,-4,3,3,-14,137,18,99380,73971,10226,11070,134,85,4,32,13,8,0,5,49,40,5,2,15,9,2,1,50,34,8,5,5,2,0,2,3,1,0,2,0,0,0,0,0,0,0,0,123,89,3,17,22,11,0,6,-24,-12,-4,-4,59400000,0.050505,pre-covid
Ian White,D,S.J,2010-11,26,Standard (1-way),2999995,R,2,8,0,0,7,78,0.030000000000000027,0,0.009999999999999995,-0.010000000000000009,75,4,41,9,18,1,23,0,-12,106,10,93564,76491,4925,9489,138,93,1,30,4,2,0,1,59,55,2,1,30,27,1,1,26,23,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,144,126,2,7,22,14,0,4,-16,-16,-2,0,59400000,0.050505,pre-covid
Rostislav Klesla,D,ARI,2010-11,28,Standard (1-way),2975000,L,0,0,0,0,0,61,-0.15000000000000002,-0.07,-0.03,0.08999999999999997,-239,-20,-10,-5,-58,1,1,4,-22,1,0,69810,56430,11279,215,67,59,2,0,4,3,0,0,61,59,1,0,18,12,4,0,9,9,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,131,87,0,9,7,6,0,0,-22,-20,-4,2,59400000,0.050084,pre-covid
Steve Ott,F,DAL,2010-11,27,Standard (1-way),2950000,L,3,6,2,2,-9,82,-0.020000000000000018,-0.02999999999999997,0,-0.040000000000000036,-111,-6,-15,-4,-91,-2,-9,-4,-9,121,11,84313,60835,9279,10725,120,84,3,29,12,7,1,3,252,220,10,19,25,19,5,1,43,29,3,8,13,6,1,4,5,2,1,1,644,387,111,93,494,284,76,93,44,27,0,14,20,9,2,7,-27,-25,2,-4,59400000,0.049663,pre-covid
Matt Greene,D,L.A,2010-11,27,Standard (1-way),2950000,R,0,0,0,0,0,71,-0.10000000000000003,0.010000000000000009,0.009999999999999995,0.08999999999999997,-115,-15,-4,-4,29,2,12,9,-12,3,0,72319,60190,10335,438,50,46,2,0,2,2,0,0,243,206,33,0,8,7,1,0,38,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,69,0,17,9,9,0,0,-38,-32,-6,-5,59400000,0.049663,pre-covid
Erik Cole,F,CAR,2010-11,31,Standard (1-way),2900000,L,3,5,1,1,-2,82,0.030000000000000027,-0.010000000000000009,0.06000000000000001,0.020000000000000018,-27,9,5,-2,-101,-2,1,-8,-8,145,12,90296,66778,6446,12202,201,144,7,29,26,18,0,3,225,184,12,14,65,45,10,4,36,24,1,6,34,23,2,3,9,5,0,2,7,2,2,2,27,13,4,7,34,24,0,7,26,20,1,4,33,19,0,8,59400000,0.048822,pre-covid
Mikhail Grabovski,F,TOR,2010-11,26,Standard (1-way),2900000,L,10,5,0,0,13,81,0.11999999999999994,0.09000000000000002,0.06,0.030000000000000027,229,36,9,4,73,22,-4,1,-3,149,18,94098,71981,4593,14144,239,174,6,46,29,18,0,9,44,37,3,4,49,39,6,2,45,35,2,8,12,4,1,5,4,0,0,4,642,470,27,102,684,513,78,39,25,23,0,2,29,21,0,4,-4,-6,2,-4,59400000,0.048822,pre-covid
Bryan Allen,D,CAR,2010-11,29,Standard (1-way),2900000,L,0,0,0,0,-1,72,-0.08000000000000002,-0.020000000000000018,0.04999999999999999,0.06999999999999995,-201,-12,-4,2,-62,-4,16,9,-8,8,0,79152,68364,9153,383,58,52,4,0,4,3,0,0,118,102,9,0,24,22,2,0,27,23,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,103,83,0,11,13,12,0,0,-28,-24,-2,2,59400000,0.048822,pre-covid
Jiri Hudler,F,DET,2010-11,26,Standard (1-way),2875000,L,3,10,0,0,-9,73,0.06999999999999995,0,0,-0.020000000000000018,142,9,3,3,3,-6,-15,-7,0,125,14,59834,49663,0,9262,105,72,0,30,10,6,0,3,35,35,0,0,30,27,0,3,32,27,0,4,10,3,0,6,4,0,0,3,31,24,0,7,39,33,0,0,11,11,0,0,27,17,0,8,-16,-14,0,-4,59400000,0.048401,pre-covid
James Neal,F,PIT,2010-11,22,Standard (1-way),2875000,L,5,5,0,0,4,79,0.11999999999999994,0.040000000000000036,0.09,0.020000000000000018,148,24,20,11,-17,10,-3,4,-1,145,12,82934,68995,521,11573,212,158,0,38,22,16,0,4,159,153,0,6,59,51,1,5,34,25,1,7,14,10,0,2,4,3,0,1,8,8,0,0,15,12,0,0,26,23,0,0,23,18,0,4,2,0,-2,-2,59400000,0.048401,pre-covid
Chris Stewart,F,STL,2010-11,22,Standard (1-way),2875000,R,12,3,0,0,-7,62,0.09999999999999998,0,0.1,0.010000000000000009,181,20,35,17,30,3,16,7,0,128,20,65052,52081,190,9880,162,111,0,34,28,12,0,10,56,55,0,1,14,13,0,0,22,15,0,4,22,10,0,7,13,4,0,6,13,10,0,2,19,9,1,1,18,18,0,0,25,20,0,4,-8,-8,2,-4,59400000,0.048401,pre-covid
Fedor Tyutin,D,CBJ,2010-11,26,Standard (1-way),2843750,L,1,11,0,0,-12,80,0.050000000000000044,0.030000000000000027,0.04999999999999999,0.020000000000000018,124,-17,22,3,52,-18,13,-4,-16,185,12,108934,78663,12472,13479,128,69,3,44,7,4,0,1,120,99,14,4,29,22,6,0,29,22,4,2,5,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,93,59,2,21,20,7,0,10,-7,-11,0,4,59400000,0.047875,pre-covid
Jamie Langenbrunner,F,DAL,2010-11,34,Standard (1-way),2800000,R,1,5,0,0,-16,70,0.040000000000000036,0.030000000000000027,-0.06999999999999999,0,31,-16,-10,-3,19,-13,-8,-3,-11,102,7,73253,54990,6397,9507,153,115,6,22,9,5,0,1,96,91,1,1,28,21,4,0,36,27,1,6,17,7,1,3,4,0,0,1,11,7,3,0,17,12,1,4,25,15,0,7,23,16,0,6,-4,4,2,-10,59400000,0.047138,pre-covid
Daniel Cleary,F,DET,2010-11,31,Standard (1-way),2800000,L,5,4,0,0,-1,68,0,-0.020000000000000018,0.009999999999999981,-0.040000000000000036,67,8,-1,6,18,-2,-12,-4,-4,76,11,67875,55244,4649,5909,192,149,5,20,26,18,0,5,112,104,2,1,18,12,6,0,16,13,1,0,27,13,1,7,13,5,0,5,35,23,3,8,56,40,5,5,25,15,1,5,20,15,0,3,24,24,0,-2,59400000,0.047138,pre-covid
Derek Morris,D,ARI,2010-11,31,Standard (1-way),2750000,R,1,0,0,1,-2,77,-0.10000000000000003,-0.040000000000000036,0,0.020000000000000018,-288,-25,-39,-17,-109,2,-15,-2,-19,42,3,97263,79558,10249,3635,83,64,3,11,5,4,0,1,117,93,14,0,14,11,1,0,31,27,4,0,2,1,0,1,2,1,0,1,2,0,0,0,1,0,0,0,136,106,1,11,11,8,1,0,-22,-18,3,-7,59400000,0.046296,pre-covid
Tim Gleason,D,CAR,2010-11,27,Standard (1-way),2750000,L,0,1,0,1,-13,82,-0.10000000000000003,-0.04999999999999999,-0.06,0.010000000000000009,-351,-29,-15,-7,-178,-6,-4,-3,-21,49,3,103542,82273,12565,4922,84,67,3,7,2,2,0,0,215,169,31,1,16,9,6,1,43,33,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,96,1,23,14,11,1,1,-30,-30,-2,2,59400000,0.046296,pre-covid
Jeff Schultz,D,WSH,2010-11,24,Standard (1-way),2750000,L,0,0,0,2,5,72,-0.09000000000000002,-0.030000000000000027,0,-0.28,-153,-7,-15,-12,-31,1,-3,-4,-9,2,0,84741,71629,9665,338,34,28,3,1,1,1,0,0,53,44,5,0,17,13,3,0,43,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,102,2,8,9,5,1,0,-6,-10,0,2,59400000,0.046296,pre-covid
David Clarkson,F,N.J,2010-11,26,Standard (1-way),2666667,R,1,1,0,0,-16,82,0.050000000000000044,0,-0.31,-0.06000000000000005,123,-7,-3,-5,40,-16,-5,-4,0,81,9,67018,58159,40,7758,192,173,0,19,12,11,0,1,170,162,0,7,24,22,0,2,23,20,0,3,9,8,0,0,5,5,0,0,19,11,0,7,26,15,0,0,19,18,0,0,6,5,0,1,-11,-11,0,-5,59400000,0.044893,pre-covid
Niclas Wallin,D,S.J,2010-11,35,35+ (1-way),2650000,L,0,0,0,0,3,74,-0.09000000000000008,-0.040000000000000036,0.010000000000000009,0.020000000000000018,-61,-15,-3,-7,27,-3,6,-1,-12,6,0,70313,61783,6275,515,86,77,1,2,3,3,0,0,99,89,6,0,21,18,2,0,40,36,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84,70,0,1,5,3,0,0,-30,-26,0,0,59400000,0.044613,pre-covid
Samuel Pahlsson,F,CBJ,2010-11,32,Standard (1-way),2650000,L,0,0,1,0,-15,82,-0.17000000000000004,-0.050000000000000044,-0.05000000000000002,0.10999999999999999,-244,-37,-31,-22,-38,-19,-2,-9,-22,4,1,75463,59711,13037,364,108,90,9,1,7,5,1,0,162,140,15,2,28,22,5,0,8,6,1,0,8,6,1,0,3,1,1,0,675,471,159,9,623,434,5,54,49,34,0,5,13,10,0,0,-10,-16,2,2,59400000,0.044613,pre-covid
Erik Johnson,D,COL,2010-11,22,Standard (1-way),2600000,R,3,7,1,1,-13,77,0,-0.010000000000000009,0.010000000000000009,-0.030000000000000027,35,-15,-7,-5,-4,-15,-16,-9,-19,129,14,105438,78510,10637,11816,161,91,4,49,8,3,1,3,99,79,13,1,28,23,3,1,43,31,4,6,7,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,133,100,3,23,21,10,1,4,-8,-4,-6,4,59400000,0.043771,pre-covid
Tomas Fleischmann,F,COL,2010-11,26,Standard (1-way),2600000,L,3,3,0,0,0,45,0.030000000000000027,-0.030000000000000027,0.03999999999999998,-0.06000000000000005,76,12,13,8,-2,0,2,1,0,71,6,44106,35310,554,6356,98,73,0,17,12,7,0,3,15,14,0,1,26,17,2,2,21,16,0,3,12,6,0,5,5,1,0,3,99,70,1,14,137,105,9,1,14,12,0,0,19,12,0,1,0,0,2,-2,59400000,0.043771,pre-covid
Mason Raymond,F,VAN,2010-11,24,Standard (1-way),2550000,L,2,7,1,0,7,70,0.06999999999999995,0.06999999999999995,0.07,-0.040000000000000036,156,11,11,4,116,4,0,-4,-4,64,8,66356,54397,4335,5698,197,166,5,18,15,11,1,2,38,36,1,1,35,30,3,1,14,10,0,3,15,10,0,3,3,1,0,2,26,17,5,1,39,26,3,5,14,12,0,1,24,19,0,4,38,32,2,2,59400000,0.042929,pre-covid
Mikael Samuelsson,F,VAN,2010-11,33,Standard (1-way),2500000,R,5,15,0,0,4,75,0.12,0.040000000000000036,0.010000000000000009,0.020000000000000018,226,35,20,14,67,8,-14,-7,0,145,28,74844,61868,120,10668,215,165,0,39,18,12,0,5,76,69,0,3,25,21,0,1,36,26,0,8,10,4,0,3,5,2,0,2,9,3,0,2,19,14,1,0,21,19,0,0,32,17,0,14,-2,4,4,-8,59400000,0.042088,pre-covid
Guillaume Latendresse,F,MIN,2010-11,23,Standard (1-way),2500000,L,1,1,0,0,1,11,0.08000000000000002,0,-0.17,0.04999999999999993,5,6,1,2,-11,3,-1,1,0,16,3,8388,7182,7,1053,18,16,0,2,3,2,0,1,18,17,0,0,2,2,0,0,4,3,0,1,2,0,0,2,1,0,0,1,0,0,0,0,6,4,1,0,2,2,0,0,3,2,0,1,-6,-4,0,-2,59400000,0.042088,pre-covid
Douglas Murray,D,S.J,2010-11,30,Standard (1-way),2500000,L,0,1,0,0,-1,73,-0.08999999999999997,-0.030000000000000027,0,0.04999999999999993,-78,-9,10,-5,26,1,19,2,-13,26,2,85900,73357,8576,1546,102,91,0,7,1,1,0,0,203,188,10,1,21,16,2,1,27,25,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,100,0,16,13,11,0,1,-2,0,0,0,59400000,0.042088,pre-covid
Manny Malhotra,F,VAN,2010-11,30,Standard (1-way),2500000,L,3,3,1,1,8,72,-0.14000000000000007,-0.09000000000000002,-0.03,-0.050000000000000044,-165,0,-9,2,-71,3,-4,0,-10,31,8,69829,52653,10876,3270,111,89,9,6,11,7,1,3,57,48,5,0,40,32,6,1,18,15,3,0,15,7,4,2,4,1,1,2,778,555,138,44,483,352,21,59,74,48,0,14,19,10,1,3,10,6,-2,6,59400000,0.042088,pre-covid
David Backes,F,STL,2010-11,26,Standard (1-way),2500000,R,5,10,0,1,32,82,0.06000000000000005,0.020000000000000018,0,0.030000000000000027,202,40,5,3,102,31,8,2,-17,153,22,96953,72086,8329,12328,211,159,9,30,31,22,0,3,213,176,8,15,47,35,9,0,23,15,2,6,25,12,1,7,13,5,0,3,506,361,40,73,632,441,90,59,40,29,0,7,31,17,1,10,-16,-10,2,-4,59400000,0.042088,pre-covid
Matt Moulson,F,NYI,2010-11,26,Standard (1-way),2450000,L,8,6,0,0,-8,77,0.13000000000000006,0.03999999999999998,0.07,0.040000000000000036,218,15,22,4,4,-9,-3,-8,-4,190,21,88471,67308,2797,14471,230,151,6,57,29,17,0,8,78,73,1,4,44,36,3,1,19,15,0,2,26,11,1,8,11,2,0,5,5,5,0,0,4,1,0,1,48,41,0,3,20,11,0,4,13,11,2,0,59400000,0.041246,pre-covid
Bryan Little,F,ATL,2010-11,22,Standard (1-way),2383333,R,2,8,2,1,10,76,0.040000000000000036,0.040000000000000036,-0.020000000000000018,-0.050000000000000044,61,12,2,-1,26,12,1,2,-15,116,16,84179,62442,7267,10527,158,105,14,27,18,12,2,2,41,34,3,2,80,59,16,2,22,13,2,4,20,10,3,4,8,4,1,2,616,428,59,73,715,486,67,98,31,19,1,9,30,15,1,7,14,4,2,10,59400000,0.040123,pre-covid
Andrew Ladd,F,ATL,2010-11,24,Standard (1-way),2350000,L,9,8,2,1,-11,81,0.06000000000000005,0.030000000000000027,0.03999999999999998,0.020000000000000018,145,2,11,2,52,-4,0,0,-15,161,19,97550,70689,8610,13781,195,131,15,29,29,14,2,8,68,54,5,6,61,43,11,3,44,29,2,10,31,12,5,9,19,5,2,8,15,10,3,1,29,15,3,4,45,33,1,8,30,19,1,7,-10,-10,-2,-2,59400000,0.039562,pre-covid
Antti Miettinen,F,MIN,2010-11,29,Standard (1-way),2333333,R,8,5,0,0,-3,73,0.10000000000000003,0.03999999999999998,-0.020000000000000004,0.030000000000000027,36,11,14,5,-42,-3,7,0,-12,134,24,74572,55194,5293,11696,168,122,2,36,16,7,0,8,109,101,3,4,23,19,2,2,20,15,1,4,10,4,0,5,5,1,0,4,36,26,2,5,64,50,6,5,14,11,0,3,19,11,0,6,-8,0,0,-10,59400000,0.039282,pre-covid
Brent Sopel,D,MTL,2010-11,33,Standard (1-way),2333333,R,0,1,0,0,2,71,-0.15000000000000002,-0.04999999999999999,-0.04000000000000001,-0.09999999999999998,-284,-32,-30,-14,-106,0,-7,-1,-27,7,1,69624,54556,12770,895,44,42,0,2,2,2,0,0,36,28,7,1,25,14,11,0,39,28,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,98,1,16,5,4,0,1,8,0,0,4,59400000,0.039282,pre-covid
Chuck Kobasew,F,MIN,2010-11,28,Standard (1-way),2333333,R,0,0,0,0,-3,63,-0.030000000000000027,-0.030000000000000027,0.09,-0.050000000000000044,-93,-5,-13,-1,-97,-6,-13,0,-2,12,3,44750,41342,1348,1446,74,70,1,1,9,9,0,0,31,31,0,0,17,17,0,0,13,13,0,0,5,5,0,0,3,3,0,0,6,6,0,0,7,6,0,0,20,19,0,1,7,7,0,0,30,22,-2,0,59400000,0.039282,pre-covid
Jim Vandermeer,D,EDM,2010-11,30,Standard (1-way),2300000,L,0,2,0,0,-17,62,-0.010000000000000009,0.02999999999999997,0.07,0.020000000000000018,-130,-26,-32,-13,-67,-14,-22,-8,-12,17,4,67707,56167,7480,1610,57,45,2,2,2,2,0,0,122,100,19,0,27,26,1,0,47,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,57,1,12,12,9,1,2,-46,-42,-2,0,59400000,0.038721,pre-covid
Paul Gaustad,F,BUF,2010-11,28,Standard (1-way),2300000,L,1,1,0,1,2,81,-0.04999999999999999,0.010000000000000009,-0.03,-0.05999999999999994,-21,-6,-9,-3,66,7,6,2,-12,28,1,73548,59023,9343,3652,117,107,3,3,12,10,0,1,128,118,7,2,22,19,3,0,24,21,1,1,10,7,0,1,7,5,0,1,692,455,150,45,466,326,23,64,44,31,1,7,19,16,1,1,-12,-2,-10,-2,59400000,0.038721,pre-covid
Trevor Daley,D,DAL,2010-11,26,Standard (1-way),2300000,L,2,3,0,0,8,82,-0.010000000000000009,-0.020000000000000018,0.04000000000000001,-0.06000000000000005,-140,4,-9,-5,-139,5,-13,-4,-15,106,14,110627,88395,8780,8979,131,93,4,24,8,5,0,2,32,26,3,1,34,21,8,1,42,36,1,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,124,94,4,15,19,15,0,4,-10,-6,-2,0,59400000,0.038721,pre-covid
Ryan Callahan,F,NYR,2010-11,25,Standard (1-way),2300000,R,10,5,0,1,-7,60,0.030000000000000027,0,-0.020000000000000004,0.050000000000000044,59,3,7,6,5,-5,4,4,-14,138,22,71581,48342,7367,10895,179,124,5,37,23,11,0,10,224,192,10,15,42,29,7,4,12,7,1,1,21,11,0,5,8,5,0,3,2,0,0,1,15,1,2,6,77,42,0,19,25,15,0,4,32,18,10,0,59400000,0.038721,pre-covid
Sam Gagner,F,EDM,2010-11,20,Standard (1-way),2275000,R,3,6,1,0,-18,68,0.11000000000000004,0.02999999999999997,0.030000000000000013,0.040000000000000036,73,-7,-6,4,-38,-14,-16,-1,-5,116,11,72419,56411,1543,11290,138,104,2,19,15,9,1,2,24,23,0,1,33,30,1,0,38,30,0,7,15,7,0,5,6,2,0,1,410,307,9,66,525,420,34,15,29,25,0,3,27,20,0,6,8,8,2,-2,59400000,0.0383,pre-covid
Hal Gill,D,MTL,2010-11,35,Standard (1-way),2250000,L,0,0,0,1,-10,75,-0.13000000000000006,-0.040000000000000036,-0.04999999999999999,-0.2799999999999999,-224,-28,-28,-17,-1,-11,-8,-6,-13,2,0,89189,70096,15884,241,62,51,5,0,2,2,0,0,75,65,6,0,21,14,6,1,62,46,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,109,0,8,7,4,1,0,-14,-12,-4,0,59400000,0.037879,pre-covid
Joe Corvo,D,CAR,2010-11,33,Standard (1-way),2250000,R,5,17,1,0,-15,82,0.010000000000000009,0,0.020000000000000018,0,-42,-3,-4,-1,-80,-9,-7,-7,-20,207,26,121983,84968,12416,18413,191,101,7,59,11,4,0,5,55,42,6,4,60,40,6,11,64,46,4,11,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,119,87,2,18,29,8,0,16,12,6,0,2,59400000,0.037879,pre-covid
Scottie Upshall,F,CBJ,2010-11,26,Standard (1-way),2250000,L,2,1,0,0,-8,82,0.08999999999999997,0.050000000000000044,0.009999999999999981,0.010000000000000009,126,-7,5,-4,73,0,6,1,-5,70,3,69074,61052,1037,5534,191,169,0,15,22,20,0,2,108,101,2,4,33,30,0,2,22,20,0,0,10,8,0,1,4,4,0,0,8,6,1,1,17,12,1,0,26,25,0,0,12,9,0,1,0,-4,0,0,59400000,0.037879,pre-covid
