player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Tanner Glass,F,VAN,2010-11,26,Standard (1-way),625000,L,0,0,0,0,-10,73,-0.17000000000000004,-0.13000000000000006,-0.06,0.07999999999999996,-140,-16,-10,-8,-93,-6,-4,-3,-11,3,0,39073,33758,4484,322,45,42,2,1,3,3,0,0,130,124,4,1,9,7,2,0,10,8,2,0,3,3,0,0,1,1,0,0,25,19,6,0,37,29,0,2,29,25,0,0,7,6,0,0,-2,3,0,-5,59400000,0.010522,pre-covid
Nate Thompson,F,T.B,2010-11,25,Standard (1-way),625000,L,0,2,1,0,-3,79,-0.13000000000000006,-0.020000000000000018,-0.07,-0.07999999999999996,-92,-27,-16,-7,76,-9,9,4,-13,6,1,71528,56157,12090,918,123,108,3,3,10,6,1,0,115,110,5,0,35,26,8,0,14,12,1,1,14,10,0,0,7,5,0,0,360,261,68,4,304,203,5,31,81,54,0,6,15,13,0,1,0,5,-2,2,59400000,0.010522,pre-covid
Cory Emmerton,F,DET,2010-11,22,Entry-Level,623333,L,0,0,0,0,1,2,0.07999999999999996,0.10999999999999999,0,0,4,1,0,0,4,1,0,0,0,0,0,1001,1001,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400000,0.010494,pre-covid
Tomas Vincour,F,DAL,2010-11,19,Entry-Level,621667,R,0,0,0,0,-5,24,0.050000000000000044,0.06000000000000005,-0.18,-0.71,0,-5,-4,0,2,-5,-4,0,0,-2,0,13575,13155,28,204,26,26,0,0,1,1,0,0,36,36,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,11,11,0,0,1,1,0,0,4,4,0,0,59400000,0.010466,pre-covid
Jim O'Brien,F,OTT,2010-11,21,Entry-Level,620833,R,0,0,0,0,-3,6,0.050000000000000044,0.050000000000000044,-0.21,0.25,9,-3,0,0,8,-3,0,0,0,2,0,3482,3292,65,114,11,11,0,0,0,0,0,0,5,5,0,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,7,1,0,8,7,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,59400000,0.010452,pre-covid
Jesse Joensuu,F,NYI,2010-11,22,Entry-Level,618333,L,0,0,0,0,-6,42,-0.03999999999999998,-0.03999999999999998,-0.14,-0.10999999999999999,-75,-6,-3,-4,-75,-5,-5,-4,0,1,-1,29171,28481,59,236,41,40,0,1,6,6,0,0,59,59,0,0,11,11,0,0,10,10,0,0,5,4,0,1,0,0,0,0,5,5,0,0,4,4,0,0,13,13,0,0,3,3,0,0,-8,-8,0,0,59400000,0.01041,pre-covid
Davis Drewiske,D,L.A,2010-11,25,Standard (1-way),616667,L,0,0,0,0,-1,38,-0.07,-0.030000000000000027,-0.03,-0.020000000000000018,-42,-4,-2,0,-13,-2,0,1,-3,5,0,32723,27903,3761,677,27,24,1,1,0,0,0,0,23,22,1,0,6,5,1,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,0,5,5,4,0,0,-10,-10,0,0,59400000,0.010382,pre-covid
Jean-Francois Jacques,F,EDM,2010-11,25,Standard (1-way),615000,L,0,0,0,0,-6,51,-0.04999999999999999,-0.04999999999999999,0.23,-0.1499999999999999,-32,-5,2,0,-34,-6,2,-1,0,0,0,21641,21166,138,197,28,28,0,0,4,4,0,0,111,111,0,0,6,6,0,0,11,10,1,0,3,3,0,0,1,1,0,0,5,4,0,1,11,11,0,0,17,17,0,0,1,1,0,0,-10,-20,0,0,59400000,0.010354,pre-covid
Tomas Kubalik,F,CBJ,2010-11,20,Entry-Level,613333,R,0,0,0,0,-3,4,0.09999999999999998,-0.03999999999999998,0,0,6,-2,-4,-4,-8,-2,-3,-3,0,14,0,3540,2949,0,521,5,1,0,3,0,0,0,0,14,11,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,59400000,0.010325,pre-covid
Anssi Salmela,D,N.J,2010-11,25,Standard (1-way),612500,L,0,0,0,0,-11,48,-0.08000000000000007,-0.07000000000000006,-0.11,-0.06000000000000005,-38,-13,-1,-5,-23,-9,0,-2,-2,6,0,50103,46422,630,781,57,54,0,1,1,0,0,0,48,45,0,0,14,10,1,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,0,0,6,4,0,0,-6,-6,0,0,59400000,0.010311,pre-covid
Paul Bissonnette,F,ARI,2010-11,25,Standard (1-way),612500,L,0,0,0,0,6,48,-0.010000000000000009,-0.020000000000000018,-0.09,0,12,6,1,0,13,6,1,0,0,1,0,15134,15008,8,55,18,18,0,0,1,1,0,0,122,121,0,0,2,2,0,0,4,4,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,5,5,0,0,0,0,0,0,6,6,0,0,59400000,0.010311,pre-covid
Yannick Weber,D,MTL,2010-11,21,Entry-Level,612500,R,1,5,0,0,1,41,0.040000000000000036,0.040000000000000036,-0.010000000000000009,-0.05999999999999994,30,7,5,3,23,2,3,-2,-3,39,7,40734,32679,2343,4498,63,47,1,13,1,1,0,0,44,36,3,2,8,6,0,2,32,27,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,2,2,10,5,0,4,-1,-1,0,0,59400000,0.010311,pre-covid
Aaron Volpatti,F,VAN,2010-11,25,Standard (2-way),612500,L,0,0,0,0,-1,15,-0.06000000000000005,-0.08000000000000007,0,0.07999999999999996,10,0,2,1,5,-1,1,1,0,5,1,6148,5954,0,185,6,6,0,0,1,1,0,0,36,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,-4,-4,0,0,59400000,0.010311,pre-covid
Ryan White,F,MTL,2010-11,22,Entry-Level,610000,R,0,0,0,0,5,27,0.020000000000000018,0.010000000000000009,0.16999999999999998,0.010000000000000009,7,4,-1,-1,7,5,-1,0,-1,0,0,14453,14024,199,206,30,29,1,0,2,2,0,0,70,70,0,0,8,6,2,0,5,5,0,0,0,0,0,0,0,0,0,0,13,12,1,0,19,19,0,0,8,8,0,0,3,3,0,0,4,4,0,0,59400000,0.010269,pre-covid
Jake Muzzin,D,L.A,2010-11,21,Entry-Level,606667,L,0,0,0,0,-2,11,0.040000000000000036,-0.010000000000000009,-0.04,0.14,-7,-2,-4,-1,-17,-2,-4,-1,0,9,0,9051,8036,3,919,8,8,0,0,0,0,0,0,22,20,0,1,2,2,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,2,0,0,59400000,0.010213,pre-covid
Erik Condra,F,OTT,2010-11,23,Entry-Level,605000,R,1,0,0,1,-1,26,0.010000000000000009,0.040000000000000036,0.03999999999999998,-0.039999999999999925,3,1,-6,-2,15,-1,-2,-2,0,15,3,24755,20251,2933,1143,48,41,3,3,6,5,0,1,4,4,0,0,9,8,0,1,11,9,2,0,5,5,0,0,1,1,0,0,2,2,0,0,2,0,0,2,21,15,1,4,5,4,1,0,0,0,0,0,59400000,0.010185,pre-covid
Andrei Loktionov,F,L.A,2010-11,20,Entry-Level,604167,L,0,1,0,0,2,19,0.07999999999999996,-0.020000000000000018,-0.17,-0.030000000000000027,20,7,3,7,-15,3,-3,2,0,32,4,16827,13731,8,2931,26,23,0,2,4,4,0,0,6,6,0,0,10,9,0,1,9,8,0,1,4,2,0,2,2,2,0,0,23,19,0,4,32,26,0,0,8,8,0,0,3,2,0,1,0,0,0,0,59400000,0.010171,pre-covid
Brian Strait,D,PIT,2010-11,22,Entry-Level,601667,L,0,0,0,0,-1,3,0.07999999999999996,0.07000000000000006,-0.14,0,11,-1,-1,-1,12,-1,-1,-1,0,0,0,2437,2404,32,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,59400000,0.010129,pre-covid
Peter Schaefer,F,VAN,2010-11,32,Standard (2-way),600000,L,0,0,0,0,-3,16,-0.19000000000000006,-0.12000000000000005,-0.11,-0.91,-63,-9,-5,-5,-35,-3,-4,-3,-6,0,0,9289,7137,1646,45,10,9,1,0,1,1,0,0,18,15,3,0,8,3,5,0,1,0,1,0,1,1,0,0,0,0,0,0,13,13,0,0,20,18,0,0,7,4,0,0,1,1,0,0,2,0,0,0,59400000,0.010101,pre-covid
Nathan Oystrick,D,STL,2010-11,27,Standard (2-way),600000,L,1,0,0,0,1,9,0.20999999999999996,0.15000000000000002,0,0.04999999999999993,46,3,6,2,27,1,3,0,0,17,2,6573,5803,14,692,11,7,0,4,1,0,0,1,6,5,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,2,2,0,0,-4,-2,0,0,59400000,0.010101,pre-covid
Mark Parrish,F,BUF,2010-11,33,Standard (2-way),600000,R,0,0,0,0,-2,2,0.050000000000000044,0,0,-1,2,-2,-1,0,2,-2,0,0,0,0,0,1413,1389,5,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,59400000,0.010101,pre-covid
Oskars Bartulis,D,PHI,2010-11,23,Standard (1-way),600000,L,0,0,0,0,-4,13,-0.09000000000000002,-0.08000000000000002,0.17,-0.88,-18,-4,-2,0,-21,-4,-2,0,0,0,0,10159,9906,108,5,7,7,0,0,0,0,0,0,8,8,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,1,0,0,0,0,2,0,0,0,59400000,0.010101,pre-covid
Jeff Halpern,F,MTL,2010-11,34,Standard (1-way),600000,R,0,0,1,0,4,72,-0.12000000000000005,-0.06000000000000005,-0.05000000000000002,0.20999999999999996,-184,-8,-21,-8,-55,6,-7,-1,-10,3,0,55003,43368,9816,529,62,55,5,0,11,10,1,0,42,39,3,0,15,11,4,0,18,14,3,0,4,3,1,0,3,2,1,0,338,248,74,2,256,192,6,13,53,33,0,3,15,14,0,0,10,10,-4,0,59400000,0.010101,pre-covid
Shawn Belle,D,COL,2010-11,25,Standard (2-way),600000,L,0,0,0,0,-1,9,-0.040000000000000036,-0.030000000000000027,0.020000000000000018,0.20999999999999996,-35,-3,-2,-1,-29,-1,-1,0,-2,1,0,9259,8333,804,95,8,6,0,0,0,0,0,0,9,9,0,0,2,2,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,-2,-2,0,0,59400000,0.010101,pre-covid
Jamal Mayers,F,S.J,2010-11,35,35+ (1-way),600000,R,0,0,0,0,0,78,-0.14000000000000007,-0.08000000000000007,0.020000000000000018,-0.4,-77,-5,-2,-6,-14,3,4,0,-8,1,0,41566,36106,5005,107,62,56,5,0,3,3,0,0,105,103,2,0,24,16,8,0,18,17,1,0,2,2,0,0,0,0,0,0,53,42,10,1,45,36,1,2,19,16,0,0,11,11,0,0,-26,-38,0,5,59400000,0.010101,pre-covid
Andreas Lilja,D,ANA,2010-11,34,Standard (1-way),600000,L,0,0,0,0,-15,52,-0.16999999999999998,-0.06,-0.020000000000000004,0.10999999999999999,-245,-36,-35,-14,-114,-17,-18,-5,-17,0,0,54391,43164,10207,103,31,28,1,0,1,1,0,0,92,75,17,0,6,3,3,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,67,0,5,6,6,0,0,-22,-20,-2,0,59400000,0.010101,pre-covid
Kyle Wilson,F,CBJ,2010-11,25,Standard (2-way),600000,R,0,0,0,0,-3,32,0.020000000000000018,0,0.2,0,7,-4,0,-2,4,-2,1,-1,-1,10,-1,20420,17447,1509,1298,38,31,3,3,4,4,0,0,21,20,0,1,10,9,0,0,8,6,0,1,5,5,0,0,1,1,0,0,63,56,4,1,70,56,0,1,8,7,0,0,7,7,0,0,-4,-4,-2,0,59400000,0.010101,pre-covid
Alexandre Picard,D,MTL,2010-11,24,Standard (2-way),600000,L,2,0,0,0,1,43,0.08999999999999997,0.07999999999999996,-0.13,0.040000000000000036,100,4,1,-5,97,1,2,-5,-1,29,4,42381,37385,1459,2678,49,42,0,7,3,1,0,2,55,49,4,0,9,9,0,0,28,27,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,59,49,0,2,5,5,0,0,0,0,0,0,59400000,0.010101,pre-covid
Patrick O'Sullivan,F,MIN,2010-11,25,Standard (1-way),600000,L,0,3,0,0,-2,31,0.03999999999999998,-0.009999999999999953,0,-0.030000000000000027,-14,2,-2,1,-55,-1,-2,0,0,42,3,22668,19135,0,3052,50,40,0,9,2,2,0,0,15,15,0,0,15,15,0,0,7,5,0,2,4,4,0,0,0,0,0,0,20,7,0,10,31,21,0,0,4,3,0,0,6,3,0,2,0,0,0,0,59400000,0.010101,pre-covid
T.J. Hensick,F,STL,2010-11,24,Standard (2-way),600000,R,0,1,0,0,-5,13,0.010000000000000009,0.020000000000000018,-0.14,0.010000000000000009,14,-4,-3,-2,15,-5,-3,-2,0,0,1,7085,6795,16,259,12,12,0,0,1,1,0,0,1,1,0,0,2,1,0,1,0,0,0,0,2,2,0,0,1,1,0,0,11,11,0,0,18,18,0,0,1,1,0,0,2,1,0,1,-2,-2,0,0,59400000,0.010101,pre-covid
Adam Hall,F,T.B,2010-11,29,Standard (1-way),600000,R,0,0,0,0,-13,82,-0.14,-0.040000000000000036,-0.09000000000000001,-0.18999999999999995,-99,-34,-15,-12,84,-12,13,1,-18,3,0,73059,56949,13197,697,167,156,9,1,7,7,0,0,152,147,3,0,22,12,8,1,18,12,5,0,15,13,0,0,4,4,0,0,360,255,72,7,295,176,11,33,59,39,0,4,11,8,0,0,26,14,2,4,59400000,0.010101,pre-covid
Tyson Strachan,D,STL,2010-11,25,Standard (2-way),600000,R,0,0,0,0,-10,29,-0.020000000000000018,0,0.009999999999999995,0.020000000000000018,-21,-14,-10,-3,-6,-10,-8,-1,-4,4,0,21124,19195,1330,267,28,25,0,1,0,0,0,0,23,21,2,0,3,3,0,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,1,1,0,0,4,6,-2,0,59400000,0.010101,pre-covid
Ben Holmstrom,F,PHI,2010-11,23,Entry-Level,600000,R,0,0,0,0,-1,2,-0.21000000000000002,-0.13999999999999996,-0.13999999999999999,0.15000000000000002,-8,-1,-1,-1,-5,-1,-1,-1,0,0,0,1089,763,314,12,0,0,0,0,0,0,0,0,8,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,11,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,59400000,0.010101,pre-covid
Drew Bagnall,D,MIN,2010-11,26,Standard (2-way),600000,L,0,0,0,0,-2,2,-0.16999999999999998,-0.12,-0.04,0,-9,-3,-2,-1,-3,-2,0,0,-1,0,0,1561,1449,96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,-2,-2,0,59400000,0.010101,pre-covid
Cam Janssen,F,STL,2010-11,26,Standard (1-way),600000,R,0,0,0,0,-6,54,-0.08000000000000002,-0.08000000000000002,0,-0.88,-16,-6,-3,0,-16,-6,-3,0,0,0,0,15807,15704,0,66,16,16,0,0,1,1,0,0,95,94,0,0,3,3,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,3,0,0,-16,-16,0,0,59400000,0.010101,pre-covid
Mike Santorelli,F,FLA,2010-11,24,Standard (2-way),600000,R,5,7,1,0,-17,82,0.050000000000000044,-0.010000000000000009,0.020000000000000004,0.009999999999999898,41,-7,32,5,-47,-11,24,2,-10,128,11,82051,60348,6538,12290,193,128,9,46,20,13,1,4,60,55,2,2,32,25,4,1,16,12,2,1,30,18,1,8,14,7,1,4,518,357,40,94,514,377,59,42,22,19,2,1,21,13,0,4,6,6,0,0,59400000,0.010101,pre-covid
Derek MacKenzie,F,CBJ,2010-11,29,Standard (2-way),600000,L,0,1,1,1,15,63,-0.030000000000000027,0.030000000000000027,0.020000000000000018,0.039999999999999925,-27,5,-4,1,22,7,4,0,-11,19,4,41001,32647,6139,1352,76,63,5,6,9,6,1,0,159,146,5,1,33,25,6,1,13,8,3,1,7,2,1,1,5,2,1,0,246,194,32,11,227,183,12,10,26,22,0,1,14,12,1,1,18,14,2,0,59400000,0.010101,pre-covid
Kyle Cumiskey,D,COL,2010-11,23,Standard (1-way),600000,L,0,1,0,0,-5,18,-0.03999999999999998,0.010000000000000009,-0.05,-0.040000000000000036,-12,-7,3,-3,16,1,6,4,-5,23,1,21238,15119,2951,2161,21,14,2,5,1,1,0,0,9,9,0,0,14,9,2,2,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,5,7,5,0,1,-6,-8,0,2,59400000,0.010101,pre-covid
Jack Skille,F,FLA,2010-11,23,Standard (1-way),600000,R,1,0,0,0,-9,62,0.050000000000000044,0.030000000000000027,0.43,0.020000000000000018,98,-9,8,-1,85,-3,9,3,-2,14,2,44358,41086,224,2184,154,145,1,6,8,7,0,1,134,127,0,6,23,20,1,0,7,5,0,2,11,9,0,0,1,1,0,0,3,3,0,0,7,7,0,0,20,18,0,0,11,10,0,0,8,8,0,0,59400000,0.010101,pre-covid
TJ Galiardi,F,COL,2010-11,22,Entry-Level,595833,L,0,2,0,0,-6,35,-0.06,0,-0.03,-0.030000000000000027,-57,-16,-9,-15,-3,-4,6,-4,-12,7,1,34009,27407,3949,1496,62,56,4,2,7,7,0,0,41,38,2,1,26,22,3,0,15,12,1,2,4,4,0,0,2,2,0,0,62,44,14,2,72,46,2,10,19,13,0,3,8,4,0,2,20,16,-2,2,59400000,0.010031,pre-covid
Korbinian Holzer,D,TOR,2010-11,22,Entry-Level,595000,R,0,0,0,0,-1,2,0.050000000000000044,0.07,0.2,0,-2,-1,0,-1,-2,-1,0,-1,0,1,0,1562,1420,68,59,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-2,-2,0,0,59400000,0.010017,pre-covid
Ben Smith,F,CHI,2010-11,21,Entry-Level,592500,R,0,0,0,0,0,6,-0.10999999999999999,-0.11999999999999994,0,0.14,5,1,2,0,3,2,2,1,0,1,0,4961,4751,37,126,6,5,1,0,1,1,0,0,7,7,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,0,2,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,59400000,0.009975,pre-covid
Justin Falk,D,MIN,2010-11,21,Entry-Level,591667,L,0,0,0,0,-5,22,-0.06,-0.030000000000000027,0.1,-0.1499999999999999,-72,-3,-3,2,-56,-4,1,2,0,1,1,18687,16452,1644,100,7,7,0,0,0,0,0,0,22,20,1,0,3,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,3,3,0,0,-2,-2,0,0,59400000,0.009961,pre-covid
Brad Marchand,F,BOS,2010-11,22,Entry-Level,590000,L,2,1,6,1,37,77,-0.030000000000000027,0.010000000000000009,-0.07,-0.010000000000000009,-36,17,-15,1,37,16,-6,4,-7,22,4,64607,54503,6991,2448,149,130,9,5,21,13,4,2,89,82,7,0,36,28,8,0,39,33,5,0,10,5,1,2,7,2,1,2,8,6,2,0,17,4,0,2,30,19,0,2,20,17,1,1,-4,-6,-8,4,59400000,0.009933,pre-covid
Matthew Corrente,D,N.J,2010-11,22,Entry-Level,590000,R,0,0,0,0,-5,22,-0.050000000000000044,-0.040000000000000036,0.22999999999999998,0.09999999999999998,-28,-6,-3,0,-21,-5,0,1,-1,0,0,17951,17268,455,59,21,20,1,0,0,0,0,0,30,30,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,6,6,0,0,-14,-14,0,0,59400000,0.009933,pre-covid
Mike Blunden,F,CBJ,2010-11,23,Standard (2-way),590000,R,0,0,0,0,-1,1,-0.20999999999999996,-0.16999999999999993,0,0,-7,-1,0,0,-7,-1,0,0,0,0,0,631,631,0,0,2,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400000,0.009933,pre-covid
Matt Halischuk,F,NSH,2010-11,22,Entry-Level,587500,R,0,0,0,0,4,27,-0.06,-0.06,0.36000000000000004,0.09999999999999998,-32,5,8,5,-31,5,7,5,0,0,0,16406,15975,291,134,29,26,3,0,4,4,0,0,6,6,0,0,16,14,2,0,4,4,0,0,8,7,1,0,2,2,0,0,0,0,0,0,4,4,0,0,9,9,0,0,8,8,0,0,2,2,0,0,59400000,0.009891,pre-covid
Colton Sceviour,F,DAL,2010-11,21,Entry-Level,585833,R,0,0,0,0,-1,1,0.19999999999999996,0.22999999999999998,0,-0.87,1,-1,0,0,1,-1,0,0,0,0,0,309,296,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400000,0.009863,pre-covid
Cody Almond,F,MIN,2010-11,20,Entry-Level,585000,L,0,0,0,0,0,8,-0.14,-0.12,0,-0.89,-15,-1,0,0,-11,0,0,0,-1,0,0,3373,3313,49,11,3,3,0,0,0,0,0,0,11,11,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,12,1,0,19,19,0,0,3,3,0,0,0,0,0,0,-2,-2,0,0,59400000,0.009848,pre-covid
Matt Beleskey,F,ANA,2010-11,22,Entry-Level,583333,L,0,0,0,1,-8,35,-0.02999999999999997,-0.030000000000000027,0.020000000000000004,-0.020000000000000018,-106,-8,-8,-3,-93,-11,-7,-3,1,7,2,27264,25305,1009,749,58,54,2,2,3,3,0,0,64,64,0,0,7,7,0,0,10,10,0,0,4,3,1,0,0,0,0,0,3,2,1,0,5,4,0,1,20,18,0,2,7,6,1,0,-12,-18,2,0,59400000,0.00982,pre-covid
Peter Harrold,D,L.A,2010-11,27,Standard (1-way),583333,R,0,0,0,0,3,19,0.07999999999999996,0.07999999999999996,0.84,-0.10999999999999999,28,4,1,1,23,4,0,0,0,5,1,13973,12748,106,708,12,12,0,0,1,1,0,0,5,5,0,0,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,3,3,0,0,-4,-4,0,0,59400000,0.00982,pre-covid
Scott Timmins,F,FLA,2010-11,20,Entry-Level,581667,L,0,0,0,0,-8,19,-0.07,0.020000000000000018,-0.09,-0.74,-34,-9,1,-3,-1,-8,4,-2,-1,0,0,12332,10036,2201,20,13,13,0,0,1,1,0,0,18,16,1,1,7,6,1,0,4,4,0,0,3,3,0,0,0,0,0,0,61,54,6,1,69,56,1,2,11,8,0,1,0,0,0,0,-8,-8,0,0,59400000,0.009792,pre-covid
Dale Weise,F,NYR,2010-11,21,Entry-Level,578333,R,0,0,0,0,-1,10,-0.010000000000000009,-0.020000000000000018,0,-0.25,-3,-1,-1,0,-4,-1,-1,0,0,1,0,3903,3833,0,70,9,9,0,0,0,0,0,0,20,20,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-4,-4,0,0,59400000,0.009736,pre-covid
Dylan Reese,D,NYI,2010-11,25,Standard (2-way),577500,R,0,0,0,0,-12,27,-0.03999999999999998,0,0.020000000000000004,0.040000000000000036,-40,-15,-18,-9,-8,-8,-9,-5,-2,5,0,24002,20921,1797,497,23,21,0,1,0,0,0,0,17,14,1,0,11,8,2,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,2,6,6,0,0,-6,-6,0,0,59400000,0.009722,pre-covid
Tom Sestito,F,CBJ,2010-11,22,Standard (2-way),577500,L,1,1,0,0,-4,9,0.040000000000000036,-0.07000000000000006,0,0.020000000000000018,3,-2,2,3,-5,-4,0,1,0,9,2,5145,4384,0,726,7,6,0,1,2,1,0,1,31,29,0,2,1,1,0,0,2,2,0,0,3,2,0,1,2,1,0,1,1,1,0,0,0,0,0,0,3,1,0,0,2,1,0,1,-2,-2,0,0,59400000,0.009722,pre-covid
Alexander Urbom,D,N.J,2010-11,19,Entry-Level,576667,L,0,0,0,0,-1,8,0,0.010000000000000009,-0.33,0.06000000000000005,11,-2,1,0,10,-2,1,0,0,2,0,6038,5719,138,89,5,5,0,0,1,1,0,0,5,5,0,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,59400000,0.009708,pre-covid
Chris Butler,D,BUF,2010-11,23,Entry-Level,576667,L,0,1,0,0,5,49,0.030000000000000027,0.030000000000000027,-0.03,0.06000000000000005,55,9,4,7,60,10,7,4,-4,41,4,53412,45966,2803,3488,52,40,1,7,2,2,0,0,38,33,2,2,18,15,0,2,21,18,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,44,1,4,7,6,0,1,-20,-12,-8,0,59400000,0.009708,pre-covid
