player,team,position,season,games_played,cap_hit,projected_cap_hit
Jake Muzzin,L.A,D,2016-17,82,4000000,4745586
Loui Eriksson,VAN,F,2016-17,65,6000000,4742306
Johnny Boychuk,NYI,D,2016-17,66,6000000,4734572
Nick Leddy,NYI,D,2016-17,81,5500000,4731684.5
Valtteri Filppula,PHI,F,2016-17,79,5000000,4708448
Oscar Klefbom,EDM,D,2016-17,81,4167000,4700784.5
Ryan Johansen,NSH,F,2016-17,82,4000000,4690151
Mike Fisher,NSH,F,2016-17,72,4400000,4686848
Dougie Hamilton,CGY,D,2016-17,81,5750000,4663441.5
Mike Hoffman,OTT,F,2016-17,74,5187500,4662536
Filip Forsberg,NSH,F,2016-17,82,6000000,4634935.5
Jay Bouwmeester,STL,D,2016-17,81,5400000,4586917.5
Kyle Turris,OTT,F,2016-17,78,3500000,4551755.5
Tomas Plekanec,MTL,F,2016-17,78,6000000,4530300
Andy Greene,N.J,D,2016-17,66,5000000,4514139.5
Dustin Brown,L.A,F,2016-17,80,5875000,4511802
Tyler Bozak,TOR,F,2016-17,78,4200000,4511047
Artem Anisimov,CHI,F,2016-17,64,4550000,4498208
Francois Beauchemin,COL,D,2016-17,80,4500000,4493329.5
Evander Kane,BUF,F,2016-17,70,5250000,4486329.5
Cam Atkinson,CBJ,F,2016-17,82,3500000,4482103
Kevin Shattenkirk,WSH,D,2016-17,79,4250000,4461332.5
Kevin Shattenkirk,WSH,D,2016-17,79,4250000,4461332.5
Bryan Little,WPG,F,2016-17,59,4700000,4451523.5
Niklas Kronwall,DET,D,2016-17,57,4750000,4410887.5
Mattias Ekholm,NSH,D,2016-17,82,3750000,4384361.5
Jason Pominville,MIN,F,2016-17,78,5600000,4381554
Gustav Nyquist,DET,F,2016-17,76,4750000,4363157.5
Patrick Eaves,ANA,F,2016-17,79,1000000,4329771.5
Seth Jones,CBJ,D,2016-17,75,5400000,4325775
Nazem Kadri,TOR,F,2016-17,82,4500000,4325421.5
Brandon Sutter,VAN,F,2016-17,81,4375000,4307199.5
James van Riemsdyk,TOR,F,2016-17,82,4250000,4292224.5
James van Riemsdyk,TOR,F,2016-17,82,4250000,4292224.5
David Perron,STL,F,2016-17,82,3750000,4290213
Jake Gardiner,TOR,D,2016-17,82,4050000,4287227.5
Patrick Maroon,EDM,F,2016-17,80,2000000,4275553.5
Gabriel Landeskog,COL,F,2016-17,71,5571429,4257723
Josh Bailey,NYI,F,2016-17,82,3300000,4217410.5
Andrew Ladd,NYI,F,2016-17,78,5500000,4206060
Martin Hanzal,MIN,F,2016-17,70,3100000,4203122
Brian Gionta,BUF,F,2016-17,82,4250000,4170884.5
T.J. Oshie,WSH,F,2016-17,67,4175000,4170089.75
Mark Stone,OTT,F,2016-17,71,3500000,4108108.75
Jason Demers,FLA,D,2016-17,80,4500000,4093434.5
Chris Kunitz,PIT,F,2016-17,71,3850000,4090891.25
Jussi Jokinen,FLA,F,2016-17,68,4000000,4079038.5
Justin Williams,WSH,F,2016-17,79,3250000,4078657.75
Jack Johnson,CBJ,D,2016-17,82,4357143,4070704.5
Nick Bonino,PIT,F,2016-17,80,1900000,4032723.25
Adam Henrique,N.J,F,2016-17,82,4000000,4019307.75
Matt Moulson,BUF,F,2016-17,81,5000000,4018678.25
Ryan Ellis,NSH,D,2016-17,71,2500000,4003245.75
Chris Kreider,NYR,F,2016-17,74,4625000,4001262.75
Andrew MacDonald,PHI,D,2016-17,73,5000000,3978854
Dan Hamhuis,DAL,D,2016-17,79,3750000,3978448
Victor Rask,CAR,F,2016-17,82,4000000,3973837.25
Ondrej Palat,T.B,F,2016-17,75,3333333,3973296.5
Lee Stempniak,CAR,F,2016-17,82,2500000,3970270.5
Marc Methot,OTT,D,2016-17,68,4900000,3941709.5
Brooks Orpik,WSH,D,2016-17,78,5500000,3939526
Sami Vatanen,ANA,D,2016-17,71,4875000,3939034.75
Kyle Palmieri,N.J,F,2016-17,80,4650000,3922684.75
Mikael Granlund,MIN,F,2016-17,81,3000000,3914419.25
Morgan Rielly,TOR,D,2016-17,76,5000000,3904957.75
Radim Vrbata,ARI,F,2016-17,79,1000000,3898918.5
Danny DeKeyser,DET,D,2016-17,82,5000000,3873325.25
Troy Brouwer,CGY,F,2016-17,74,4500000,3872454.5
Brandon Saad,CBJ,F,2016-17,82,6000000,3840151
Dan Girardi,NYR,D,2016-17,62,5500000,3835299.75
Jacob Trouba,WPG,D,2016-17,60,3308824,3823094
Shane Doan,ARI,F,2016-17,73,3876134,3807423.5
Trevor Daley,PIT,D,2016-17,56,3300000,3792548
Alex Killorn,T.B,F,2016-17,81,4450000,3787012.25
Niklas Hjalmarsson,CHI,D,2016-17,73,4100000,3780866.75
Jakob Silfverberg,ANA,F,2016-17,79,3750000,3773630.25
Aleksander Barkov,FLA,F,2016-17,60,5900000,3768214.75
Erik Johnson,COL,D,2016-17,46,6000000,3766605.5
Kris Russell,EDM,D,2016-17,67,3100000,3734073.5
Marcus Johansson,WSH,F,2016-17,81,4583333,3681711.5
Dennis Wideman,CGY,D,2016-17,57,5250000,3681418.25
Paul Martin,S.J,D,2016-17,80,4850000,3673467.75
Tyler Johnson,T.B,F,2016-17,66,3333333,3668558
Joel Ward,S.J,F,2016-17,77,3275000,3659417.25
Deryk Engelland,CGY,D,2016-17,81,2916667,3657270.75
Scott Hartnell,CBJ,F,2016-17,78,4750000,3648749
Elias Lindholm,CAR,F,2016-17,72,2700000,3646620.5
Patrik Berglund,STL,F,2016-17,82,3700000,3641479.25
Leo Komarov,TOR,F,2016-17,82,2950000,3640221.5
Reilly Smith,FLA,F,2016-17,79,3425000,3638749
Kevin Bieksa,ANA,D,2016-17,81,4000000,3637163
Mike Ribeiro,NSH,F,2016-17,46,3500000,3616938.5
Ron Hainsey,PIT,D,2016-17,72,2833333,3612238.75
Evgeny Kuznetsov,WSH,F,2016-17,81,3000000,3601458.75
Tomas Tatar,DET,F,2016-17,82,2750000,3561847.75
Marc Staal,NYR,D,2016-17,71,5700000,3558720
Ben Lovejoy,N.J,D,2016-17,82,2666667,3525304.25
Brian Campbell,CHI,D,2016-17,80,1500000,3512801
Jonathan Ericsson,DET,D,2016-17,51,4250000,3505846
Cody Franson,BUF,D,2016-17,68,3325000,3496385.75
Drew Stafford,BOS,F,2016-17,58,4350000,3486050.25
Justin Schultz,PIT,D,2016-17,78,1400000,3484675.5
Justin Braun,S.J,D,2016-17,80,3800000,3467170.5
Alexei Emelin,MTL,D,2016-17,76,4100000,3449796
Zack Smith,OTT,F,2016-17,74,1887500,3431794.75
Charlie Coyle,MIN,F,2016-17,82,3200000,3411084.75
Zach Bogosian,BUF,D,2016-17,56,5142857,3396193.25
Cody Ceci,OTT,D,2016-17,79,2800000,3374053.5
Josh Gorges,BUF,D,2016-17,66,3900000,3358811.75
Antoine Vermette,ANA,F,2016-17,72,1750000,3337747.5
Nick Holden,NYR,D,2016-17,79,1650000,3331807.75
Michael Stone,CGY,D,2016-17,63,4000000,3301353.75
Anders Lee,NYI,F,2016-17,81,3750000,3264594
Darren Helm,DET,F,2016-17,50,3850000,3262059.75
Brendan Gallagher,MTL,F,2016-17,64,3750000,3253339.75
Tyler Toffoli,L.A,F,2016-17,63,3250000,3222418.25
Michael Del Zotto,PHI,D,2016-17,51,3875000,3215004.25
Jonathan Marchessault,FLA,F,2016-17,74,750000,3195205.25
Johnny Oduya,CHI,D,2016-17,52,3750000,3193128.5
Sean Couturier,PHI,F,2016-17,66,4333333,3177571.5
Mikkel Boedker,S.J,F,2016-17,80,4000000,3176201.25
Mark Letestu,EDM,F,2016-17,77,1800000,3173739.25
Dmitry Kulikov,BUF,D,2016-17,47,4333333,3155339.5
Adam McQuaid,BOS,D,2016-17,77,2750000,3130766
Hampus Lindholm,ANA,D,2016-17,66,5713415,3128063.5
Radko Gudas,PHI,D,2016-17,67,3350000,3113939.75
Kris Versteeg,CGY,F,2016-17,69,950000,3098355.25
Karl Alzner,WSH,D,2016-17,81,2800000,3091910.25
Christopher Tanev,VAN,D,2016-17,53,4450000,3074748.25
Jason Garrison,T.B,D,2016-17,70,4600000,3056378
Benoit Pouliot,EDM,F,2016-17,66,4000000,3046093.5
Matt Dumba,MIN,D,2016-17,76,2550000,3037564.5
Rickard Rakell,ANA,F,2016-17,71,3853672,3034469
Alexandre Burrows,OTT,F,2016-17,75,4500000,3031030
Colin Wilson,NSH,F,2016-17,70,3937500,2991822
Matt Beleskey,BOS,F,2016-17,49,3800000,2991779.75
Michael Grabner,NYR,F,2016-17,75,1650000,2977581.5
Adam Larsson,EDM,D,2016-17,78,4166666,2911539.25
Tanner Pearson,L.A,F,2016-17,80,1400000,2908030.25
Tomas Hertl,S.J,F,2016-17,49,3000000,2905858
Jannik Hansen,S.J,F,2016-17,43,2500000,2903689.25
Dennis Seidenberg,NYI,D,2016-17,73,1000000,2901076
Nino Niederreiter,MIN,F,2016-17,82,2666667,2895610.5
David Schlemko,S.J,D,2016-17,61,2100000,2892065.5
Mika Zibanejad,NYR,F,2016-17,55,2625000,2875624.5
Luca Sbisa,VAN,D,2016-17,82,3600000,2869998
Sam Gagner,CBJ,F,2016-17,81,650000,2867239.75
Jonathan Huberdeau,FLA,F,2016-17,31,3250000,2859090.5
Brendan Smith,NYR,D,2016-17,51,2750000,2848439.25
Kevin Klein,NYR,D,2016-17,59,2900000,2837461.5
Cody Eakin,DAL,F,2016-17,60,3850000,2833735
Matt Read,PHI,F,2016-17,63,3625000,2832471.75
Andrew Cogliano,ANA,F,2016-17,82,3000000,2795613.75
Braydon Coburn,T.B,D,2016-17,80,3700000,2784029.5
Brock Nelson,NYI,F,2016-17,81,2500000,2780641.25
Nick Bjugstad,FLA,F,2016-17,54,4100000,2745542.5
J.T. Miller,NYR,F,2016-17,81,2750000,2734287
Jonas Brodin,MIN,D,2016-17,68,4166667,2702295.25
Tyler Ennis,BUF,F,2016-17,51,4600000,2680747.25
Boone Jenner,CBJ,F,2016-17,82,2900000,2679204.5
Kevin Hayes,NYR,F,2016-17,75,2600000,2676343.75
Marco Scandella,MIN,D,2016-17,71,4000000,2674336
Jake McCabe,BUF,D,2016-17,76,1600000,2666661.5
Dmitry Orlov,WSH,D,2016-17,81,2570000,2658290.25
John-Michael Liles,BOS,D,2016-17,36,2000000,2625153.75
Kevan Miller,BOS,D,2016-17,57,2500000,2610694
Carl Hagelin,PIT,F,2016-17,61,4000000,2605940.75
Andrew Shaw,MTL,F,2016-17,68,3900000,2602685.25
Alex Galchenyuk,MTL,F,2016-17,61,2800000,2595554.75
Matt Cullen,PIT,F,2016-17,72,1000000,2585631.75
Blake Comeau,COL,F,2016-17,76,2400000,2574601.25
David Desharnais,EDM,F,2016-17,49,3500000,2568002.5
Cal Clutterbuck,NYI,F,2016-17,66,2750000,2556212.75
Fedor Tyutin,COL,D,2016-17,68,2000000,2552887.5
Jean-Gabriel Pageau,OTT,F,2016-17,82,900000,2552857.25
Ian Cole,PIT,D,2016-17,81,2100000,2547512.5
Tobias Rieder,ARI,F,2016-17,78,2225000,2514913.5
Brian Boyle,TOR,F,2016-17,75,2000000,2513527
Joel Edmundson,STL,D,2016-17,69,1050000,2475047
Jordie Benn,MTL,D,2016-17,71,1100000,2453573.75
Markus Granlund,VAN,F,2016-17,69,900000,2424516.25
Joel Armia,WPG,F,2016-17,57,925000,2421464
Ryan Spooner,BOS,F,2016-17,78,950000,2420105.25
Adam Lowry,WPG,F,2016-17,82,1125000,2419300.75
Luke Schenn,ARI,D,2016-17,76,1250000,2412097
Kyle Quincey,CBJ,D,2016-17,73,1250000,2383582.5
Mark Barberio,COL,D,2016-17,60,750000,2376788
Travis Hamonic,NYI,D,2016-17,49,3857143,2372413
Thomas Hickey,NYI,D,2016-17,76,2200000,2346731.5
John Moore,N.J,D,2016-17,63,1666667,2326603.5
Ryan Strome,NYI,F,2016-17,69,2500000,2319537.5
Casey Cizikas,NYI,F,2016-17,59,3350000,2303516.5
Antoine Roussel,DAL,F,2016-17,60,2000000,2299461.5
Vladislav Namestnikov,T.B,F,2016-17,74,1937500,2288051.5
Rene Bourque,COL,F,2016-17,64,650000,2287196.5
Jamie McGinn,ARI,F,2016-17,70,3333333,2268728
Trevor Lewis,L.A,F,2016-17,82,2000000,2265035
Jiri Hudler,DAL,F,2016-17,32,2000000,2225416.5
Jayson Megna,VAN,F,2016-17,58,600000,2205878.25
Dale Weise,PHI,F,2016-17,64,2350000,2203973.25
Nathan Beaulieu,MTL,D,2016-17,74,1000000,2191508
Brandon Manning,PHI,D,2016-17,65,975000,2173180.75
Sven Baertschi,VAN,F,2016-17,68,1850000,2156095.25
Jason Chimera,NYI,F,2016-17,82,2250000,2150442.25
Brian Dumoulin,PIT,D,2016-17,70,800000,2086398.75
Erik Gudbranson,VAN,D,2016-17,30,3500000,2069101.75
Daniel Winnik,WSH,F,2016-17,71,2250000,2068601.25
Ryan Murray,CBJ,D,2016-17,60,2825000,2022253.25
Trevor van Riemsdyk,CHI,D,2016-17,58,825000,2020682
Paul Byron,MTL,F,2016-17,81,1166667,2016521.25
Lars Eller,WSH,F,2016-17,80,3500000,2009612.38
Brenden Dillon,S.J,D,2016-17,80,3270000,2006239.12
Josh Manson,ANA,D,2016-17,82,825000,2001154.12
Viktor Stalberg,OTT,F,2016-17,75,1500000,1984820.75
Jay Beagle,WSH,F,2016-17,80,1750000,1967655.38
Jason Zucker,MIN,F,2016-17,79,2000000,1961649.38
Matt Stajan,CGY,F,2016-17,81,3125000,1954730.5
Stephen Johns,DAL,D,2016-17,61,725000,1909846.38
Connor Murphy,ARI,D,2016-17,75,3850000,1905229
Colton Sceviour,FLA,F,2016-17,79,950000,1872665
Dominic Moore,BOS,F,2016-17,82,900000,1845478.88
Philip Larsen,VAN,D,2016-17,26,1025000,1840236
Carl Gunnarsson,STL,D,2016-17,56,2900000,1833605.75
Scottie Upshall,STL,F,2016-17,73,900000,1833455.25
Chris Wideman,OTT,D,2016-17,76,800000,1829392.75
Colin Miller,BOS,D,2016-17,62,1000000,1815208.5
Andrej Sustr,T.B,D,2016-17,80,1450000,1792408.75
Brandon Pirri,NYR,F,2016-17,59,1100000,1781760.38
Mark Stuart,WPG,D,2016-17,42,2625000,1759172.12
Nick Schultz,PHI,D,2016-17,28,2250000,1741886.62
Matt Greene,L.A,D,2016-17,26,2500000,1731742.88
Michael Raffl,PHI,F,2016-17,52,2350000,1724282.25
Matt Calvert,CBJ,F,2016-17,65,2200000,1715965
Matt Hendricks,EDM,F,2016-17,42,1850000,1712448.62
Phillip Danault,MTL,F,2016-17,82,912500,1705728.38
Eric Fehr,TOR,F,2016-17,53,2000000,1705056.38
Jakub Kindl,FLA,D,2016-17,38,2400000,1694653.5
Vernon Fiddler,NSH,F,2016-17,59,1250000,1645129.25
Marcus Foligno,BUF,F,2016-17,80,2250000,1641313.38
Lauri Korpikoski,CBJ,F,2016-17,69,1000000,1638815.38
Nikita Nesterov,MTL,D,2016-17,48,725000,1638558.38
Johan Larsson,BUF,F,2016-17,36,950000,1625059.38
Brett Ritchie,DAL,F,2016-17,78,875000,1607772.25
Patrick Wiercioch,COL,D,2016-17,56,800000,1601607.62
Torrey Mitchell,MTL,F,2016-17,78,1200000,1598739.25
Devante Smith-Pelly,N.J,F,2016-17,53,1300000,1589535.5
Shawn Matthias,WPG,F,2016-17,45,2125000,1585397.75
Derek MacKenzie,FLA,F,2016-17,81,1300000,1582517.62
Dwight King,MTL,F,2016-17,80,1950000,1575706.12
Jay McClement,CAR,F,2016-17,65,1200000,1568934.75
Mark Pysyk,FLA,D,2016-17,81,1125000,1568177.38
Jon Merrill,N.J,D,2016-17,51,1137500,1566093.75
John Mitchell,COL,F,2016-17,64,1800000,1554058.75
Joe Colborne,COL,F,2016-17,61,2500000,1548771.25
Beau Bennett,N.J,F,2016-17,65,725000,1544570.12
Shawn Thornton,FLA,F,2016-17,49,600000,1544401.75
Alex Chiasson,CGY,F,2016-17,81,800000,1539436
Mikhail Grigorenko,COL,F,2016-17,74,1300000,1538323.88
Riley Sheahan,DET,F,2016-17,80,2075000,1537880.12
Riley Nash,BOS,F,2016-17,81,900000,1528147.38
Tomas Jurco,CHI,F,2016-17,29,900000,1519377.88
Peter Holland,ARI,F,2016-17,47,1300000,1512704
Xavier Ouellet,DET,D,2016-17,66,715000,1483678.25
Steve Ott,MTL,F,2016-17,53,800000,1435036.12
Zemgus Girgensons,BUF,F,2016-17,75,1150000,1434272.75
Chris Kelly,OTT,F,2016-17,82,900000,1425743.38
Erik Haula,MIN,F,2016-17,72,1000000,1424003.12
Bryan Rust,PIT,F,2016-17,57,640000,1420756.5
Connor Carrick,TOR,D,2016-17,67,750000,1418949.75
Chris Neil,OTT,F,2016-17,53,1500000,1416279.88
Zack Kassian,EDM,F,2016-17,78,1500000,1412116
Sven Andrighetto,COL,F,2016-17,46,650000,1408468.12
Brayden McNabb,L.A,D,2016-17,49,1700000,1388810.75
Tommy Wingels,OTT,F,2016-17,72,2475000,1381107
Shane Prince,NYI,F,2016-17,50,850000,1379466.5
Robert Bortuzzo,STL,D,2016-17,38,1050000,1376256.88
Melker Karlsson,S.J,F,2016-17,66,1650000,1371844.38
Alex Biega,VAN,D,2016-17,36,750000,1368147.62
Jordan Nolan,L.A,F,2016-17,46,950000,1329164.75
Dmitrij Jaskin,STL,F,2016-17,51,1000000,1313353.88
Jacob Josefson,N.J,F,2016-17,38,1100000,1308267.38
Mark Borowiecki,OTT,D,2016-17,70,1100000,1291413.75
Justin Falk,BUF,D,2016-17,52,650000,1282096.75
Alexander Burmistrov,ARI,F,2016-17,49,1550000,1280893.25
Alexey Marchenko,TOR,D,2016-17,41,1450000,1280828.62
Kyle Clifford,L.A,F,2016-17,73,1600000,1272059.5
Drew Miller,DET,F,2016-17,55,1025000,1270542.38
Nate Thompson,ANA,F,2016-17,30,1600000,1259113.25
Matt Nieto,COL,F,2016-17,58,735000,1248617
Kyle Brodziak,STL,F,2016-17,69,950000,1244997.38
Alan Quine,NYI,F,2016-17,61,612500,1244972.75
Chris VandeVelde,PHI,F,2016-17,81,712500,1226326.5
Nail Yakupov,STL,F,2016-17,40,2500000,1220216.38
Daniel Carr,MTL,F,2016-17,33,725000,1212831
Luke Glendening,DET,F,2016-17,74,628333,1179634.88
Matt Martin,TOR,F,2016-17,82,2500000,1177273
Ryan Garbutt,ANA,F,2016-17,25,1800000,1170960.75
Dennis Rasmussen,CHI,F,2016-17,68,575000,1155572.25
Jesper Fast,NYR,F,2016-17,67,950000,1150298.5
Tom Wilson,WSH,F,2016-17,81,2000000,1147471.88
Ryan White,MIN,F,2016-17,64,1000000,1134242.5
Kevin Connauton,ARI,D,2016-17,24,1000000,1129602.12
Jack Skille,VAN,F,2016-17,55,700000,1120917.88
Martin Marincin,TOR,D,2016-17,25,1250000,1119161.62
Jordin Tootoo,CHI,F,2016-17,50,750000,1105425.38
Jamie Oleksiak,DAL,D,2016-17,41,918750,1097098.38
William Karlsson,CBJ,F,2016-17,81,1000000,1096807.75
Greg Pateryn,DAL,D,2016-17,36,800000,1094525.12
Ben Chiarot,WPG,D,2016-17,59,850000,1092478.5
Micheal Ferland,CGY,F,2016-17,76,825000,1089501.12
Cody McLeod,NSH,F,2016-17,59,1333333,1086065.88
Chris Stewart,MIN,F,2016-17,79,1150000,1085279.75
Nate Prosser,MIN,D,2016-17,39,625000,1082685.88
Lance Bouma,CGY,F,2016-17,61,2200000,1070666.12
Brian Flynn,MTL,F,2016-17,51,950000,1070169.88
Dalton Prout,N.J,D,2016-17,29,1575000,1053625
Jyrki Jokipakka,OTT,D,2016-17,41,900000,1051254
Ryan Reaves,STL,F,2016-17,80,1125000,1051110.75
Korbinian Holzer,ANA,D,2016-17,32,700000,1040655.81
Nate Schmidt,WSH,D,2016-17,60,812500,1033055.75
Cody Goloubef,COL,D,2016-17,32,750000,1019565.75
J.T. Brown,T.B,F,2016-17,64,1250000,1019023.06
Anton Lander,EDM,F,2016-17,22,987500,1005331.94
Andy Andreoff,L.A,F,2016-17,36,587500,998034.81
Nick Shore,L.A,F,2016-17,70,600000,991568.25
Andrew Desjardins,CHI,F,2016-17,46,800000,990937.31
Chris Thorburn,WPG,F,2016-17,64,1200000,986617.81
Chris Thorburn,WPG,F,2016-17,64,1200000,986617.81
Patrik Nemeth,DAL,D,2016-17,40,900000,980113.12
Chris Wagner,ANA,F,2016-17,43,637500,978081.56
Christian Folin,MIN,D,2016-17,51,725000,976675.12
Curtis McKenzie,DAL,F,2016-17,53,675000,966561.56
Yannick Weber,NSH,D,2016-17,73,575000,952942.94
Brandon Davidson,MTL,D,2016-17,38,1425000,951976.56
Mikko Rantanen,COL,F,2016-17,74,894167,947177.5
Scott Wilson,PIT,F,2016-17,78,625000,942133.5
Sebastian Aho,CAR,F,2016-17,82,925000,942019.5
Paul Postma,WPG,D,2016-17,65,887500,937089.62
Connor McDavid,EDM,F,2016-17,81,925000,929961.88
Noah Hanifin,CAR,D,2016-17,81,925000,928224
Dylan Larkin,DET,F,2016-17,80,925000,921777.56
Aaron Ekblad,FLA,D,2016-17,67,925000,920969.56
Anthony Bitetto,NSH,D,2016-17,29,612500,919861.75
