player,team,position,season,games_played,cap_hit,projected_cap_hit
Luke Schenn,VAN,D,2018-19,26,800000,1147460.12
Ben Harpur,OTT,D,2018-19,51,725000,1114742
Christian Djoos,WSH,D,2018-19,45,650000,1114536.25
Matt Irwin,NSH,D,2018-19,44,675000,1105563.25
Slater Koekkoek,CHI,D,2018-19,31,865000,1098835.88
Dean Kukan,CBJ,D,2018-19,25,725000,1086329.12
Gabriel Bourque,COL,F,2018-19,55,950000,1085461.25
Phillip Di Giuseppe,NSH,F,2018-19,24,750000,1083528.75
Anthony Bitetto,MIN,D,2018-19,36,650000,1065997
Paul LaDue,L.A,D,2018-19,33,825000,1054051.62
Casey Nelson,BUF,D,2018-19,38,812500,1046975.81
Travis Boyd,WSH,F,2018-19,53,800000,1020119.44
Cody McLeod,NSH,F,2018-19,38,750000,986047.81
Patrik Laine,WPG,F,2018-19,82,925000,955743.62
Garnet Hathaway,CGY,F,2018-19,76,850000,935226.19
Brock Boeser,VAN,F,2018-19,69,925000,932731.62
Jujhar Khaira,EDM,F,2018-19,60,675000,931833.69
Kyle Connor,WPG,F,2018-19,82,925000,931808.88
Clayton Keller,ARI,F,2018-19,82,885833,919289.06
Thomas Chabot,OTT,D,2018-19,70,863333,919107.12
Colin White,OTT,F,2018-19,71,925000,919045.25
Nick Schmaltz,ARI,F,2018-19,40,925000,911485.62
Mitchell Marner,TOR,F,2018-19,82,894167,908590.94
Alex DeBrincat,CHI,F,2018-19,82,778333,907485.19
Dylan Strome,CHI,F,2018-19,78,863333,906089.62
Kevin Fiala,MIN,F,2018-19,83,863333,902956.12
Miro Heiskanen,DAL,D,2018-19,82,894166,902678.38
Travis Konecny,PHI,F,2018-19,82,894167,900007.5
Brady Tkachuk,OTT,F,2018-19,71,925000,899504.19
Timo Meier,S.J,F,2018-19,78,894167,897141.69
Pavel Buchnevich,NYR,F,2018-19,64,925000,895648.81
Elias Pettersson,VAN,F,2018-19,71,925000,895622.38
Mathew Barzal,NYI,F,2018-19,82,863333,894869.06
Ivan Provorov,PHI,D,2018-19,82,894167,894236.38
Tage Thompson,BUF,F,2018-19,65,925000,894003.62
Ryan Donato,MIN,F,2018-19,56,900000,893562.44
Filip Chytil,NYR,F,2018-19,75,894166,892550.75
Ryan Hartman,PHI,F,2018-19,83,875000,892346.38
Jesper Bratt,N.J,F,2018-19,51,749167,891139.06
Rasmus Dahlin,BUF,D,2018-19,82,925000,889159.06
Alex Iafallo,L.A,F,2018-19,82,925000,886699.5
Nikolay Goldobin,VAN,F,2018-19,63,863333,885582.81
J.T. Compher,COL,F,2018-19,66,925000,885293.94
Mikko Rantanen,COL,F,2018-19,74,894167,884950.56
Nolan Patrick,PHI,F,2018-19,72,925000,878278.5
Alex Tuch,VGK,F,2018-19,74,925000,874670.5
Brett Howden,NYR,F,2018-19,66,863333,872870.62
Nico Hischier,N.J,F,2018-19,69,925000,871301.81
Matthew Tkachuk,CGY,F,2018-19,80,925000,870823.56
Sebastian Aho,CAR,F,2018-19,82,925000,869459.69
Oskar Lindblom,PHI,F,2018-19,81,925000,868126.94
Casey Mittelstadt,BUF,F,2018-19,77,925000,864933.88
Jake Guentzel,PIT,F,2018-19,82,734167,864009.19
Nic Dowd,WSH,F,2018-19,64,650000,862835.19
Travis Sanheim,PHI,D,2018-19,82,863333,862581.12
Maxime Lajoie,OTT,D,2018-19,56,710000,862390.38
Tyson Jost,COL,F,2018-19,70,885833,861774.5
Artturi Lehkonen,MTL,F,2018-19,82,839166,859764.25
Brendan Perlini,CHI,F,2018-19,68,863333,859243
Dominik Kahun,CHI,F,2018-19,82,925000,859232.5
Brayden Point,T.B,F,2018-19,79,686667,858601
Jakob Chychrun,ARI,D,2018-19,53,925000,856964.06
Filip Hronek,DET,D,2018-19,46,714166,856701.62
William Carrier,VGK,F,2018-19,54,725000,856066.75
Kasperi Kapanen,TOR,F,2018-19,78,863333,855287.25
Pierre-Luc Dubois,CBJ,F,2018-19,82,894166,854877
Neal Pionk,NYR,D,2018-19,73,925000,854490.44
Pavel Zacha,N.J,F,2018-19,61,894167,854213
Will Butcher,N.J,D,2018-19,78,925000,853400.19
Michael Rasmussen,DET,F,2018-19,62,894166,852920.06
Andrei Svechnikov,CAR,F,2018-19,82,925000,852664.31
Alexander Kerfoot,COL,F,2018-19,78,925000,851949.56
Jesperi Kotkaniemi,MTL,F,2018-19,79,925000,851676.62
Anthony Beauvillier,NYI,F,2018-19,81,894167,850946.19
Roope Hintz,DAL,F,2018-19,58,811667,850787
Lias Andersson,NYR,F,2018-19,42,894166,848884.19
Jordan Greenway,MIN,F,2018-19,81,916666,847622.5
Dryden Hunt,FLA,F,2018-19,31,809167,847608.12
Christian Fischer,ARI,F,2018-19,71,821666,847544.69
Vladislav Kamenev,COL,F,2018-19,23,833333,847205.31
Matthew Peca,MTL,F,2018-19,39,1300000,846616.69
Tyler Motte,VAN,F,2018-19,74,925000,845604.38
Adrian Kempe,L.A,F,2018-19,81,894167,845109.25
Jake DeBrusk,BOS,F,2018-19,68,863333,845015.56
Trevor Moore,TOR,F,2018-19,25,925000,844039.62
Henri Jokiharju,CHI,D,2018-19,38,925000,843693.38
Samuel Girard,COL,D,2018-19,82,728333,842188.31
Luke Kunin,MIN,F,2018-19,49,925000,842085.12
Robert Thomas,STL,F,2018-19,70,894166,840883.44
Kevin Labanc,S.J,F,2018-19,82,717500,839458.56
Dennis Cholowski,DET,D,2018-19,52,894166,838572.31
Mikhail Sergachev,T.B,D,2018-19,75,894166,838079.06
Adam Gaudette,VAN,F,2018-19,56,916667,836715.38
Alexandre Fortin,CHI,F,2018-19,24,706666,836657.75
Vinni Lettieri,NYR,F,2018-19,27,925000,836568.31
Dylan Sikura,CHI,F,2018-19,33,925000,836484.81
Jack Roslovic,WPG,F,2018-19,77,894166,836029.19
Max Jones,ANA,F,2018-19,30,863333,835793.19
Sean Walker,L.A,D,2018-19,39,745000,835782.81
Warren Foegele,CAR,F,2018-19,77,746667,835340.12
Gustav Forsling,CHI,D,2018-19,43,872500,834918.69
Vince Dunn,STL,D,2018-19,78,722500,834166.62
Joey Anderson,N.J,F,2018-19,34,925000,834074.69
Travis Dermott,TOR,D,2018-19,64,863333,833852.44
Christian Dvorak,ARI,F,2018-19,20,839167,832987.38
Christian Wolanin,OTT,D,2018-19,30,925000,831772.88
Conor Garland,ARI,F,2018-19,47,680556,831741.69
Joel Eriksson Ek,MIN,F,2018-19,58,894167,829732.12
Antti Suomela,S.J,F,2018-19,27,925000,829629.69
Brett Seney,N.J,F,2018-19,51,757500,828400.62
Lawson Crouse,ARI,F,2018-19,81,894167,825781.94
Denis Malgin,FLA,F,2018-19,50,690000,825088.81
Kiefer Sherwood,ANA,F,2018-19,50,925000,823427.06
Sheldon Dries,COL,F,2018-19,40,925000,822494.81
Saku Maenalanen,CAR,F,2018-19,34,925000,821800.69
Matt Luff,L.A,F,2018-19,33,677777,820681.25
Rasmus Andersson,CGY,D,2018-19,79,755833,820510.62
Danton Heinen,BOS,F,2018-19,77,872500,819890.69
Lawrence Pilut,BUF,D,2018-19,33,925000,817379.56
Jacob Larsson,ANA,D,2018-19,49,894166,817302.12
Egor Yakovlev,N.J,D,2018-19,25,925000,816752.69
Michael Amadio,L.A,F,2018-19,43,717500,815916.75
Juho Lammikko,FLA,F,2018-19,40,717500,815692.69
Philippe Myers,PHI,D,2018-19,21,678889,814947.56
Devante Smith-Pelly,WSH,F,2018-19,54,1000000,813825.06
Charlie McAvoy,BOS,D,2018-19,54,916667,813725.56
Christoffer Ehn,DET,F,2018-19,60,759167,813548.06
Drake Batherson,OTT,F,2018-19,20,736666,813405.81
Lucas Wallmark,CAR,F,2018-19,81,675000,812562.31
Christian Jaros,OTT,D,2018-19,61,755000,812184.56
Corban Knight,PHI,F,2018-19,23,650000,811779.81
Brandon Carlo,BOS,D,2018-19,72,789167,809371.88
Nicolas Deslauriers,MTL,F,2018-19,48,950000,808956.69
Andreas Johnsson,TOR,F,2018-19,73,787500,808010.44
Anders Bjork,BOS,F,2018-19,20,925000,807971.44
Andy Welinski,ANA,D,2018-19,26,690000,807560.06
Mathieu Joseph,T.B,F,2018-19,70,728333,807224.38
Marcus Pettersson,PIT,D,2018-19,84,794167,806997.62
Julius Honka,DAL,D,2018-19,29,863333,806711.5
Jordan Schmaltz,STL,D,2018-19,20,700000,806525.75
Nick Seeler,MIN,D,2018-19,71,725000,803099.94
Matt Roy,L.A,D,2018-19,25,833750,802666.12
Denis Gurianov,DAL,F,2018-19,21,894166,799204.19
Austin Wagner,L.A,F,2018-19,62,759167,797337.38
Sam Steel,ANA,F,2018-19,22,863333,797286.06
Rocco Grimaldi,NSH,F,2018-19,53,650000,797195.19
Jayce Hawryluk,FLA,F,2018-19,42,925000,795663.56
Sami Niku,WPG,D,2018-19,30,775000,793707.75
Victor Mete,MTL,D,2018-19,71,748333,793526.75
Igor Ozhiganov,TOR,D,2018-19,53,925000,790504.19
Ivan Barbashev,STL,F,2018-19,80,741667,789987.38
Colby Cave,EDM,F,2018-19,53,675000,788927.06
Michael Dal Colle,NYI,F,2018-19,28,863333,787181.31
Juuso Riikola,PIT,D,2018-19,37,925000,786309.12
Michael Chaput,MTL,F,2018-19,32,675000,784520.94
Kenny Agostino,N.J,F,2018-19,63,700000,784310.56
Andrew Mangiapane,CGY,F,2018-19,44,705000,783705.31
Jakob Forsbacka Karlsson,BOS,F,2018-19,28,916667,783491.75
Adam Erne,T.B,F,2018-19,65,800000,782497.06
Brandon Pirri,VGK,F,2018-19,31,650000,781330.94
Mason Appleton,WPG,F,2018-19,36,741667,781249.56
Zach Aston-Reese,PIT,F,2018-19,43,925000,781097.5
Anthony Cirelli,T.B,F,2018-19,82,728333,779958.88
Clark Bishop,CAR,F,2018-19,20,695000,778973.38
Erik Cernak,T.B,D,2018-19,58,697500,778501.44
Brendan Lemieux,NYR,F,2018-19,63,839167,776110.5
Kevin Gravel,EDM,D,2018-19,36,700000,775746.75
Garrett Wilson,PIT,F,2018-19,50,650000,774141.88
Oliver Kylington,CGY,D,2018-19,38,730833,773942.69
Greg McKegg,CAR,F,2018-19,41,715000,769535.25
Ilya Lyubushkin,ARI,D,2018-19,41,925000,768553.12
Jaycob Megna,ANA,D,2018-19,28,650000,766768.25
Mario Kempe,ARI,F,2018-19,52,700000,764050.44
Oscar Fantenberg,CGY,D,2018-19,61,650000,763605.94
Joakim Ryan,S.J,D,2018-19,44,650000,761113.81
Steven Kampfer,BOS,D,2018-19,35,650000,759340.88
Kevin Rooney,N.J,F,2018-19,41,700000,758859.44
Troy Terry,ANA,F,2018-19,32,925000,757263.44
Mackenzie MacEachern,STL,F,2018-19,29,650000,752540.75
Noah Juulsen,MTL,D,2018-19,21,863333,751139.12
Teddy Blueger,PIT,F,2018-19,28,650000,746325.88
Radim Simek,S.J,D,2018-19,41,675000,745639.44
Lukas Radil,S.J,F,2018-19,36,750000,742223.12
Taylor Fedun,DAL,D,2018-19,54,650000,736880.62
Josh Currie,EDM,F,2018-19,21,687500,735560.75
Zac Rinaldo,NSH,F,2018-19,23,650000,718705.81
Haydn Fleury,CAR,D,2018-19,20,863333,713984.38
Jonas Siegenthaler,WSH,D,2018-19,26,714166,713095
Kurtis Gabriel,N.J,F,2018-19,22,650000,712489.75
Chandler Stephenson,WSH,F,2018-19,64,650000,709993.19
Ryan Graves,COL,D,2018-19,26,650000,701004
J.T. Brown,MIN,F,2018-19,56,687500,692812.12
Jake Dotchin,ANA,D,2018-19,20,812500,675873.12
Jake Dotchin,ANA,D,2018-19,20,800000,675873.12
Dmitrij Jaskin,WSH,F,2018-19,37,1100000,578857.44
John Hayden,CHI,F,2018-19,54,750000,335650.16
