player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Toby Enstrom,D,WPG,2012-13,27,Standard (1-way),3750000,L,1,6,0,1,-8,22,0.030000000000000027,-0.010000000000000009,-0.07999999999999999,-0.050000000000000044,21,-6,0,-3,-1,-9,-6,-5,-5,41,7,29732,21818,2021,4623,21,13,0,7,4,2,0,1,9,7,2,0,2,1,0,1,8,5,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,38,31,2,2,11,4,1,6,-2,0,0,-2,60000000,0.0625,pre-covid
Chris Kunitz,F,PIT,2012-13,32,Standard (1-way),3725000,L,12,7,0,0,29,48,0.2,0.09000000000000002,-0.05,0.050000000000000044,229,59,38,20,47,29,1,1,0,152,21,51903,39240,405,9872,113,70,0,33,22,13,0,7,104,99,1,3,13,12,0,0,17,13,0,2,18,6,0,7,8,2,0,5,4,1,0,3,5,4,0,1,13,13,0,0,30,22,0,7,-7,-5,0,-6,60000000,0.062083,pre-covid
Sheldon Souray,D,ANA,2012-13,35,35+ (1-way),3666667,L,2,4,0,0,17,44,-0.010000000000000009,0.010000000000000009,-0.020000000000000018,0.020000000000000018,-3,16,2,7,1,14,-8,1,-13,57,8,55253,42478,6033,4308,80,53,3,18,7,4,0,2,34,28,5,0,9,7,2,0,32,25,3,2,3,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,58,42,2,9,10,5,0,2,-34,-28,-4,-2,60000000,0.061111,pre-covid
Ryane Clowe,F,NYR,2012-13,29,Standard (1-way),3625000,L,1,3,0,0,0,40,0.08999999999999997,0.030000000000000027,-0.1,-0.030000000000000027,95,9,13,-2,38,5,8,-1,0,56,7,39919,33323,85,5418,87,76,0,9,3,2,0,1,99,98,0,1,13,13,0,0,26,19,0,5,13,11,0,1,1,1,0,0,5,3,0,1,10,3,0,1,19,16,0,0,16,13,0,3,-12,-3,0,-7,60000000,0.060417,pre-covid
Brad Stuart,D,S.J,2012-13,32,Standard (1-way),3600000,L,0,0,0,1,7,48,-0.14000000000000007,-0.050000000000000044,-0.03,-0.010000000000000009,-129,-8,5,-2,-24,4,12,2,-11,2,1,58918,49642,7217,415,39,32,0,0,0,0,0,0,87,62,22,0,15,10,5,0,27,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,63,0,5,6,4,1,0,-6,-2,-4,0,60000000,0.06,pre-covid
Luke Schenn,D,PHI,2012-13,22,Standard (1-way),3600000,R,0,0,0,0,3,47,-0.03999999999999998,0.03999999999999998,0,0.030000000000000027,-3,-5,0,-1,40,-2,4,2,-9,7,1,61653,50423,7339,1144,81,69,2,3,3,1,0,0,187,163,20,0,14,8,3,0,31,24,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,73,0,6,8,7,0,0,-12,-12,-2,2,60000000,0.06,pre-covid
Simon Gagne,F,PHI,2012-13,32,Standard (1-way),3500000,L,2,2,0,1,-1,38,0.020000000000000018,-0.010000000000000009,-0.04000000000000001,-0.010000000000000009,37,4,0,4,5,-1,1,2,1,37,4,32234,26925,830,3469,76,63,0,10,5,3,0,2,24,22,1,1,17,14,1,1,10,6,0,4,6,4,0,2,2,1,0,1,2,1,1,0,0,0,0,0,15,14,0,0,11,8,1,2,0,2,-2,0,60000000,0.058333,pre-covid
Matthew Lombardi,F,ANA,2012-13,30,Standard (1-way),3500000,L,1,1,0,0,-2,28,-0.010000000000000009,-0.07,0.06,-0.06999999999999995,0,0,-1,3,-17,-3,-2,1,0,20,1,23456,20047,584,2379,44,35,1,6,4,3,0,1,24,23,0,1,7,6,1,0,8,6,0,2,6,5,0,1,3,2,0,1,105,92,1,9,131,104,11,5,14,13,0,1,4,3,0,1,-4,-2,0,-2,60000000,0.058333,pre-covid
Michael Ryder,F,MTL,2012-13,32,Standard (1-way),3500000,R,8,9,0,0,2,46,0.08999999999999997,-0.010000000000000009,0.12000000000000001,0.010000000000000009,94,25,29,18,3,4,0,3,0,81,19,44294,35191,120,7499,101,66,0,31,16,8,0,8,35,31,0,3,19,16,0,2,15,11,0,2,14,3,0,9,6,1,0,5,3,2,0,1,6,1,0,0,16,16,0,0,19,10,0,7,-2,0,2,-2,60000000,0.058333,pre-covid
Matt Cullen,F,MIN,2012-13,35,Standard (1-way),3500000,L,0,4,0,0,10,42,-0.010000000000000009,-0.010000000000000009,0.039999999999999994,-0.06000000000000005,-12,9,17,4,-22,11,14,4,-7,45,7,40015,30066,3324,4553,79,60,4,9,7,7,0,0,18,16,1,1,14,12,1,1,24,15,1,6,13,12,0,0,2,2,0,0,245,197,16,19,203,153,24,12,18,9,1,4,20,16,0,4,6,8,2,-2,60000000,0.058333,pre-covid
Alex Tanguay,F,CGY,2012-13,32,Standard (1-way),3500000,L,2,7,1,0,-13,40,0.030000000000000027,-0.030000000000000027,-0.020000000000000004,-0.030000000000000027,3,-4,-11,-8,-34,-13,-11,-12,-5,64,11,46462,34781,2839,6668,44,30,1,7,11,7,1,2,24,22,0,1,19,16,1,0,33,21,0,10,6,3,0,1,2,1,0,1,68,47,10,6,105,68,17,14,28,17,3,8,16,9,0,6,-16,-12,-2,-2,60000000,0.058333,pre-covid
Matt Duchene,F,COL,2012-13,21,Standard (1-way),3500000,L,2,7,0,1,-12,47,0.03999999999999998,0,0.04000000000000001,-0.050000000000000044,25,-11,-5,-2,-1,-5,4,0,-11,71,10,58996,43036,5876,7308,132,90,12,16,17,13,0,2,48,44,2,0,44,34,7,1,24,18,1,5,15,7,2,3,5,2,0,1,488,383,51,24,405,290,23,63,47,34,1,9,26,15,1,7,18,20,-2,0,60000000,0.058333,pre-covid
Nicklas Grossmann,D,PHI,2012-13,27,Standard (1-way),3500000,L,0,0,0,0,-1,30,-0.13000000000000006,-0.040000000000000036,0.010000000000000009,-0.39,-62,-10,-11,-3,-1,-1,0,3,-7,0,0,32999,26410,5170,96,21,18,2,1,1,1,0,0,81,68,12,0,6,5,1,0,17,14,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,82,59,0,6,3,2,0,0,-10,-6,-4,0,60000000,0.058333,pre-covid
Nick Schultz,D,EDM,2012-13,29,Standard (1-way),3500000,L,0,0,0,0,-13,48,-0.050000000000000044,0.020000000000000018,0.009999999999999995,-0.07999999999999996,-155,-22,-22,-5,-56,-17,-10,-3,-5,2,0,53661,45032,6700,165,33,32,0,0,1,1,0,0,52,45,5,0,9,7,1,0,27,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,106,78,0,6,8,7,0,0,-18,-18,0,0,60000000,0.058333,pre-covid
Scottie Upshall,F,FLA,2012-13,28,Standard (1-way),3500000,L,1,0,0,0,-8,27,0,-0.020000000000000018,-0.05,0.13,-13,-11,-4,-3,-11,-8,-3,-1,-4,20,2,21869,18396,1987,1285,54,45,1,6,4,3,0,1,38,38,0,0,13,10,2,0,8,8,0,0,6,6,0,0,3,3,0,0,9,6,1,2,5,3,2,0,6,6,0,0,1,0,0,0,2,6,-4,-2,60000000,0.058333,pre-covid
Niklas Hjalmarsson,D,CHI,2012-13,25,Standard (1-way),3500000,L,0,0,0,1,25,46,-0.08000000000000007,0,0.06,0.10999999999999999,0,6,-12,-2,72,14,-2,3,-7,3,0,57705,48237,7030,323,43,40,0,0,2,2,0,0,26,19,4,0,29,21,6,0,40,30,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,65,0,10,8,8,0,0,-14,-18,0,0,60000000,0.058333,pre-covid
Matt Stajan,F,CGY,2012-13,28,Standard (1-way),3500000,L,0,0,0,0,7,43,-0.04999999999999999,0.010000000000000009,0,0.06000000000000005,-76,-7,-11,-9,-10,4,-1,-2,-12,6,0,44278,36923,4918,548,44,39,2,1,5,4,0,0,47,44,1,0,24,16,7,0,17,17,0,0,6,5,0,0,2,1,0,0,356,281,53,8,414,319,6,25,30,16,0,4,18,17,0,0,7,5,-2,2,60000000,0.058333,pre-covid
Kris Letang,D,PIT,2012-13,25,Standard (1-way),3500000,R,3,19,0,0,18,35,0.12999999999999995,0.07000000000000006,-0.019999999999999997,0.010000000000000009,132,35,24,14,45,17,1,2,-9,121,21,53836,37729,4532,8707,95,61,3,24,5,3,0,1,45,40,5,0,12,7,2,3,34,16,3,12,4,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,59,45,1,8,33,18,0,10,8,2,0,4,60000000,0.058333,pre-covid
Bryan Allen,D,ANA,2012-13,31,Standard (1-way),3500000,L,0,0,0,0,2,41,-0.08000000000000002,-0.03999999999999998,-0.01999999999999999,0.09999999999999998,-96,-4,-14,-4,-43,1,-5,-2,-5,1,1,46097,40445,4191,201,25,23,1,0,0,0,0,0,63,57,3,0,4,2,1,0,22,16,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,0,4,6,6,0,0,-12,-12,0,0,60000000,0.058333,pre-covid
Francois Beauchemin,D,ANA,2012-13,32,Standard (1-way),3500000,L,2,9,0,0,17,48,0,0.030000000000000027,0.010000000000000009,0,25,15,-1,7,27,17,-2,5,-15,88,10,67559,50035,8460,6134,74,47,2,22,6,4,0,1,81,68,9,1,17,12,1,2,35,23,10,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,111,77,0,26,18,10,0,6,-16,-14,-2,0,60000000,0.058333,pre-covid
Dainius Zubrus,F,N.J,2012-13,34,Standard (1-way),3400000,L,0,0,0,2,-3,22,-0.04999999999999993,-0.019999999999999907,0.010000000000000009,0.040000000000000036,29,-5,2,-2,28,-7,2,-2,0,13,0,22156,17688,2304,1352,22,17,1,1,2,2,0,0,31,21,7,1,6,3,3,0,6,6,0,0,1,1,0,0,0,0,0,0,11,9,1,0,17,8,0,3,9,8,0,0,7,3,2,0,-6,-8,0,2,60000000,0.056667,pre-covid
Rob Scuderi,D,L.A,2012-13,33,Standard (1-way),3400000,L,0,0,0,1,3,48,-0.18,-0.08999999999999997,-0.04000000000000001,0.07999999999999996,-125,-24,-7,-5,-7,-8,2,0,-11,3,0,62759,51150,8542,347,33,31,0,0,1,1,0,0,30,25,3,0,6,5,1,0,41,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,66,48,0,6,11,10,1,0,-2,-2,0,0,60000000,0.056667,pre-covid
Dave Bolland,F,CHI,2012-13,26,Standard (1-way),3375000,R,1,2,0,1,-9,35,-0.07000000000000006,-0.11000000000000004,0.06,-0.06000000000000005,-14,-2,3,5,-24,-7,1,0,-2,38,7,34308,26212,1789,4967,46,32,1,9,7,5,0,1,43,40,0,3,21,18,0,0,16,11,1,3,6,3,0,1,3,1,0,1,239,185,9,31,279,211,33,8,18,16,0,0,7,4,1,2,-2,-6,2,2,60000000,0.05625,pre-covid
Johnny Oduya,D,CHI,2012-13,30,Standard (1-way),3375000,L,0,1,0,1,24,48,-0.050000000000000044,0.010000000000000009,-0.01999999999999999,-0.07999999999999996,46,6,-11,-4,94,11,-2,1,-7,9,1,59100,48921,6495,1545,52,44,1,4,3,3,0,0,24,22,2,0,19,14,5,0,24,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,55,0,10,9,6,1,1,-6,-6,0,0,60000000,0.05625,pre-covid
Johnny Boychuk,D,BOS,2012-13,28,Standard (1-way),3366667,R,0,0,0,0,9,44,-0.040000000000000036,-0.010000000000000009,-0.03,-0.06999999999999995,-23,-3,-3,-6,34,3,-6,-1,-4,3,-1,53843,45347,6040,479,75,66,2,0,1,1,0,0,79,67,8,1,4,3,1,0,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,73,0,4,5,5,0,0,0,0,0,-2,60000000,0.056111,pre-covid
Alexander Steen,F,STL,2012-13,28,Standard (1-way),3362500,L,4,6,1,0,7,40,0.050000000000000044,0.030000000000000027,-0.020000000000000004,-0.06000000000000005,110,14,8,0,66,7,-1,-5,-2,83,11,45560,33644,3556,5889,129,85,2,32,8,4,0,3,28,23,0,2,13,11,1,1,13,10,0,3,13,4,0,5,2,0,0,1,94,80,6,3,110,88,7,9,22,11,3,6,19,13,0,6,2,-2,4,0,60000000,0.056042,pre-covid
Rene Bourque,F,MTL,2012-13,30,Standard (1-way),3333333,L,3,1,0,0,-2,27,0.020000000000000018,-0.050000000000000044,0.11000000000000001,-0.010000000000000009,38,8,7,4,-15,-1,-1,-3,-1,48,6,26455,20832,793,4238,63,38,3,16,7,3,0,2,37,36,1,0,8,4,2,0,6,3,0,2,8,3,1,2,3,0,0,1,0,0,0,0,1,1,0,0,11,9,0,2,6,5,0,0,0,2,0,-4,60000000,0.055556,pre-covid
Dan Girardi,D,NYR,2012-13,28,Standard (1-way),3325000,R,2,2,0,0,1,46,-0.07000000000000006,-0.030000000000000027,-0.09,0,-1,-18,-21,-13,77,-2,2,-2,-19,52,4,70145,54324,7870,5875,81,58,0,18,2,1,0,0,102,85,13,3,15,13,0,2,32,23,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,92,2,18,12,9,0,2,-4,0,-2,2,60000000,0.055417,pre-covid
Keith Ballard,D,VAN,2012-13,29,Standard (1-way),3300000,L,0,0,0,0,-2,36,-0.040000000000000036,-0.010000000000000009,0.039999999999999994,-0.040000000000000036,-5,-6,-3,-4,18,-3,4,-2,-4,5,1,33415,30219,2188,598,35,31,1,2,0,0,0,0,45,41,4,0,16,14,0,0,13,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,0,1,2,2,0,0,1,3,-2,0,60000000,0.055,pre-covid
Trevor Daley,D,DAL,2012-13,28,Standard (1-way),3300000,L,2,1,0,1,1,44,-0.02999999999999997,-0.030000000000000027,0,-0.020000000000000018,-113,-6,-14,-11,-64,5,-1,1,-13,50,5,56528,42864,6370,5442,58,39,4,12,4,2,0,2,27,24,2,1,10,10,0,0,20,14,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,53,0,8,9,6,1,1,0,0,0,2,60000000,0.055,pre-covid
Stephane Robidas,D,DAL,2012-13,35,Standard (1-way),3300000,R,0,4,0,0,2,48,-0.04999999999999999,-0.010000000000000009,-0.009999999999999995,0.08000000000000007,-134,-2,-23,-7,-75,2,-10,-2,-11,69,9,64047,47417,8184,5823,46,31,2,10,1,1,0,0,136,108,12,6,9,6,1,0,18,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,54,1,26,12,7,0,4,-16,-14,-7,9,60000000,0.055,pre-covid
Dustin Penner,F,L.A,2012-13,29,Standard (1-way),3250000,L,0,3,0,0,2,33,0.029999999999999916,0.010000000000000009,-0.17,0.039999999999999925,47,1,0,0,36,0,2,1,0,17,3,25142,23176,29,1764,61,60,0,1,2,2,0,0,59,58,0,1,15,15,0,0,16,16,0,0,4,4,0,0,1,1,0,0,2,2,0,0,3,3,0,0,7,7,0,0,12,11,0,1,-6,-2,0,-6,60000000,0.054167,pre-covid
Jonathan Ericsson,D,DET,2012-13,28,Standard (1-way),3250000,L,0,0,0,0,8,45,-0.09999999999999998,0,-0.07999999999999999,-0.07000000000000006,-58,-10,-15,-7,33,4,-4,-1,-15,8,0,57576,47711,7905,670,34,32,0,0,3,2,0,0,67,51,14,0,8,5,3,0,30,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,4,10,9,0,0,-8,-8,-2,2,60000000,0.054167,pre-covid
Dennis Seidenberg,D,BOS,2012-13,30,Standard (1-way),3250000,L,0,2,0,0,19,46,-0.040000000000000036,-0.010000000000000009,0,-0.010000000000000009,69,11,-2,3,96,13,2,4,-9,30,4,65668,52000,7987,2816,83,63,7,6,4,4,0,0,115,94,15,1,10,7,1,0,16,9,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115,76,1,25,13,7,0,2,-6,-6,-2,2,60000000,0.054167,pre-covid
Paul Gaustad,F,NSH,2012-13,30,Standard (1-way),3250000,L,0,0,0,0,-1,23,-0.08999999999999997,-0.009999999999999953,-0.020000000000000004,0.07999999999999996,-53,-7,3,2,-12,-2,5,2,-5,9,0,21006,16362,3110,743,35,31,1,0,2,1,0,0,40,38,1,1,10,8,1,0,5,2,1,0,4,3,0,0,2,1,0,0,268,202,42,10,181,134,4,20,19,9,0,4,3,3,0,0,-12,-8,-2,0,60000000,0.054167,pre-covid
Jan Hejda,D,COL,2012-13,34,Standard (1-way),3250000,L,0,0,0,0,-3,46,-0.07,-0.010000000000000009,-0.010000000000000009,-0.9,-113,-14,-1,-1,-12,-7,12,4,-9,0,0,54370,45511,7545,118,50,48,0,0,1,1,0,0,96,78,16,0,18,13,4,0,29,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,102,71,0,10,9,8,0,0,-12,-12,0,0,60000000,0.054167,pre-covid
Alexander Edler,D,VAN,2012-13,26,Standard (1-way),3250000,L,5,5,0,0,-6,45,0.050000000000000044,0,0.04000000000000001,0.030000000000000027,43,2,25,7,-28,-3,12,3,-6,93,11,64390,48388,5105,8996,113,64,1,37,8,3,0,5,77,69,3,3,19,15,2,1,26,19,2,4,3,0,0,3,2,0,0,2,1,1,0,0,0,0,0,0,81,56,1,13,14,9,0,4,-11,2,0,-11,60000000,0.054167,pre-covid
Jarret Stoll,F,L.A,2012-13,30,Standard (1-way),3250000,R,1,4,1,1,-1,48,-0.05999999999999994,-0.029999999999999916,-0.06999999999999999,-0.04999999999999993,28,-1,-1,-1,50,2,2,1,-6,52,7,47573,35194,5472,5003,73,51,3,15,7,4,1,1,107,97,5,2,8,4,3,1,12,11,1,0,3,2,0,0,1,0,0,0,418,300,59,33,328,218,26,58,44,22,1,11,11,6,1,4,-8,0,0,-6,60000000,0.054167,pre-covid
Rich Peverley,F,BOS,2012-13,29,Standard (1-way),3250000,R,3,4,0,2,-17,47,-0.030000000000000027,-0.040000000000000036,-0.010000000000000009,0.040000000000000036,19,-6,7,0,6,-10,-1,-2,-4,56,9,43027,32049,5043,4708,95,67,7,16,6,4,0,2,23,20,2,1,23,16,5,0,24,18,1,3,12,5,2,3,2,2,0,0,211,151,31,15,150,113,3,22,21,17,0,2,12,5,2,4,-6,-8,2,0,60000000,0.054167,pre-covid
Clarke MacArthur,F,TOR,2012-13,27,Standard (1-way),3250000,L,2,2,0,0,2,40,0.10000000000000003,0.08000000000000002,-0.15,0.020000000000000018,7,9,3,4,-25,3,-3,0,0,28,5,35782,31177,72,3757,62,54,0,6,8,6,0,2,44,42,0,0,15,14,0,0,29,24,0,3,6,4,0,2,2,1,0,1,5,5,0,0,1,1,0,0,15,14,0,0,12,8,0,1,-2,-6,2,-2,60000000,0.054167,pre-covid
Sam Gagner,F,EDM,2012-13,22,Standard (1-way),3200000,R,4,11,0,2,-6,48,0.030000000000000027,-0.020000000000000018,0.08,-0.08999999999999997,-55,5,-5,2,-87,-5,-9,-4,-1,66,12,55905,40999,4320,7567,113,67,6,25,14,7,0,3,35,29,3,1,23,16,3,1,26,17,1,5,10,4,1,2,6,2,0,1,325,226,15,52,416,320,42,23,22,17,0,3,24,11,2,9,0,-2,0,0,60000000,0.053333,pre-covid
Derick Brassard,F,NYR,2012-13,24,Standard (1-way),3200000,L,4,10,0,0,2,47,0.09000000000000008,0.010000000000000009,-0.12,0.030000000000000027,61,15,2,1,-17,4,2,2,0,81,15,46687,37598,215,7315,88,68,0,16,12,8,0,3,83,78,0,3,19,18,0,1,17,14,0,1,5,3,0,2,2,1,0,1,215,184,3,20,231,188,5,7,8,7,0,0,17,8,0,8,10,12,0,-2,60000000,0.053333,pre-covid
Dustin Brown,F,L.A,2012-13,27,Standard (1-way),3175000,R,10,5,0,0,8,46,0.09999999999999998,0.04999999999999993,0.05,-0.039999999999999925,167,24,16,11,101,6,-4,-4,-5,81,20,53824,40607,3531,6923,142,106,4,20,18,8,0,7,156,134,7,6,17,11,3,3,27,13,4,5,17,4,1,6,9,1,0,5,15,10,1,4,26,22,2,2,8,7,0,1,11,5,0,5,32,30,2,-2,60000000,0.052917,pre-covid
Bryce Salvador,D,N.J,2012-13,36,35+ (1-way),3166667,L,0,0,0,0,-12,39,-0.19,-0.07999999999999996,-0.11000000000000001,-0.07999999999999996,-118,-30,-19,-17,-33,-12,-5,-5,-11,2,0,49900,40297,7689,325,29,26,0,0,0,0,0,0,36,28,4,0,11,6,5,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,51,0,18,2,2,0,0,-12,-10,0,0,60000000,0.052778,pre-covid
Barret Jackman,D,STL,2012-13,31,Standard (1-way),3166667,L,0,0,0,0,5,46,-0.14000000000000007,-0.07000000000000006,0.06,-0.9,-62,-1,-13,-6,-4,4,-10,-6,-6,0,0,53327,43630,7416,114,39,36,1,0,3,3,0,0,70,54,13,0,11,10,1,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,68,0,4,9,6,0,0,-14,-8,-6,0,60000000,0.052778,pre-covid
Matt Moulson,F,NYI,2012-13,28,Standard (1-way),3133333,L,9,7,0,0,-7,47,0.12,0.030000000000000027,-0.19,0.020000000000000018,195,17,31,9,63,2,4,-1,0,124,19,54019,43778,54,8531,154,111,0,37,15,7,0,8,24,22,0,1,20,20,0,0,15,11,0,4,20,7,0,12,5,0,0,5,1,0,0,0,0,0,0,0,28,26,0,0,29,20,0,6,18,10,0,-2,60000000,0.052222,pre-covid
P.K. Subban,D,MTL,2012-13,23,Standard (1-way),3109375,R,8,19,0,0,11,42,0.12,0.05999999999999994,0.05,-0.020000000000000018,208,32,44,21,108,17,15,7,-9,117,23,58573,41509,3545,10748,126,61,4,50,11,4,0,6,51,48,0,2,10,4,1,4,42,32,6,3,9,2,0,6,7,2,0,4,0,0,0,0,0,0,0,0,49,33,5,7,27,7,0,15,-12,0,2,-8,60000000,0.051823,pre-covid
Stephen Weiss,F,FLA,2012-13,29,Standard (1-way),3100000,L,1,1,0,0,-13,17,-0.02999999999999997,-0.08000000000000002,0.04000000000000001,0.09999999999999998,-42,-15,-9,-2,-42,-12,-4,-1,-4,19,2,18830,14310,1744,2387,19,12,1,5,1,0,0,1,6,5,1,0,13,8,1,1,2,1,0,0,3,2,0,1,1,0,0,1,141,109,7,17,135,100,19,11,10,10,0,0,3,1,0,0,-6,-4,2,-2,60000000,0.051667,pre-covid
Marc-Edouard Vlasic,D,S.J,2012-13,25,Standard (1-way),3100000,L,0,0,0,0,7,48,-0.030000000000000027,0.040000000000000036,0.03,-0.06999999999999995,-1,3,13,1,44,5,7,2,-2,14,0,59975,50872,5922,1422,59,47,3,3,3,3,0,0,27,22,2,1,10,9,0,0,34,31,2,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,81,61,2,9,4,3,0,0,10,10,-6,4,60000000,0.051667,pre-covid
Martin Hanzal,F,ARI,2012-13,25,Standard (1-way),3100000,L,4,3,0,1,2,39,0.08000000000000007,0.020000000000000018,0.13,0.020000000000000018,70,10,9,10,0,3,2,4,-4,70,10,43385,33621,1786,6647,93,67,4,14,11,5,0,4,100,88,3,5,24,19,1,3,17,13,1,2,13,7,0,2,6,3,0,1,298,224,9,50,339,244,52,5,17,13,0,3,12,8,1,2,2,2,0,0,60000000,0.051667,pre-covid
Nick Foligno,F,CBJ,2012-13,24,Standard (1-way),3083333,L,1,2,0,0,6,45,0.06000000000000005,0,0.88,-0.010000000000000009,30,13,13,11,-35,4,4,6,0,51,7,44616,37993,247,5152,69,54,1,6,6,4,0,1,99,95,0,0,17,14,0,1,8,7,0,1,8,6,0,2,3,2,0,1,3,2,0,1,6,4,0,0,33,31,0,0,13,10,0,1,0,2,0,-5,60000000,0.051389,pre-covid
Patric Hornqvist,F,NSH,2012-13,25,Standard (1-way),3083333,R,4,3,0,0,-1,24,0.16999999999999998,0.07,0,0.050000000000000044,91,6,10,3,18,-1,3,0,0,58,6,23364,18748,0,3843,87,57,0,23,4,0,0,3,29,28,0,1,7,6,0,1,6,6,0,0,11,2,0,6,3,0,0,2,1,1,0,0,1,0,0,0,9,8,0,0,10,6,0,3,-2,4,0,-6,60000000,0.051389,pre-covid
Chris Phillips,D,OTT,2012-13,34,Standard (1-way),3083333,L,1,0,0,0,1,48,-0.08000000000000007,-0.030000000000000027,0,-0.08000000000000007,-30,-11,-9,-8,49,-5,0,-6,-9,48,5,60599,45395,8565,4224,89,64,4,15,5,4,0,1,93,65,22,3,9,8,0,0,20,16,3,0,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,78,60,1,12,9,8,0,0,-16,-10,-2,-2,60000000,0.051389,pre-covid
Toni Lydman,D,ANA,2012-13,34,Standard (1-way),3000000,L,0,0,0,1,0,35,-0.03999999999999998,0.02999999999999997,-0.06,0.07999999999999996,-24,-12,-3,-4,27,-1,7,0,-9,4,1,40713,34720,3982,423,28,19,3,1,0,0,0,0,83,72,9,0,6,6,0,0,19,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,0,11,6,5,0,0,-12,-8,0,-2,60000000,0.05,pre-covid
Sergei Kostitsyn,F,NSH,2012-13,25,Standard (1-way),3000000,L,1,2,0,0,-5,46,0.02999999999999997,0.009999999999999953,0.04000000000000001,-0.030000000000000027,-21,-5,4,-4,-31,-4,4,-1,-10,40,10,46044,36164,3298,4701,42,29,1,6,3,2,0,1,27,25,0,0,15,12,3,0,20,14,2,2,5,1,0,3,1,0,0,1,3,3,0,0,1,1,0,0,25,22,0,2,12,8,0,2,3,1,0,2,60000000,0.05,pre-covid
Mikael Samuelsson,F,DET,2012-13,35,35+ (1-way),3000000,R,0,1,0,0,-4,4,0.05999999999999994,-0.030000000000000027,0,0.06999999999999995,-1,-3,-1,0,-9,-2,-1,0,0,8,-1,3087,2452,0,538,4,3,0,1,0,0,0,0,6,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,60000000,0.05,pre-covid
