player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Mattias Janmark,DAL,F,2019-20,62,2300000,1856557.65,0.02277984842658043
Colton Sissons,NSH,F,2018-19,75,625000,1853521.28,0.023314733058214188
Frank Vatrano,FLA,F,2018-19,81,925000,1852665.97,0.02330397441983223
Barclay Goodrow,T.B,F,2020-21,55,925000,1848803.27,0.022684702649712563
Joakim Ryan,L.A,D,2019-20,35,725000,1847188.97,0.02266489528119564
Dylan DeMelo,WPG,D,2020-21,52,3000000,1846458.02,0.022655926644802094
Mattias Janmark,DAL,F,2018-19,81,2300000,1845290.38,0.023211199790239334
Nick Ritchie,ANA,F,2019-20,49,1498925,1840949.91,0.022588342428207397
Ryan Reaves,NYR,F,2021-22,69,1750000,1839553.6,0.02257120981812477
Artturi Lehkonen,MTL,F,2019-20,70,2400000,1839457.66,0.022570032626390457
Robert Bortuzzo,STL,D,2018-19,59,1150000,1835506.13,0.023088127374649048
Brendan Smith,DET,D,2014-15,76,1262500,1835360.77,0.026599431410431862
Troy Stecher,DET,D,2020-21,44,1700000,1835156.7,0.022517260164022446
Andreas Johnsson,N.J,F,2020-21,50,3400000,1834862.05,0.02251364476978779
Jordan Oesterle,ARI,D,2018-19,71,650000,1831665.66,0.023039819672703743
Michael Stone,CGY,D,2019-20,33,700000,1830611.34,0.022461488842964172
Noel Acciari,FLA,F,2020-21,41,1666667,1829103.91,0.02244299277663231
Andrej Sustr,T.B,D,2016-17,80,1450000,1824177.25,0.024988729506731033
Ryan Dzingel,SJS,F,2021-22,32,1100000,1820904.74,0.022342389449477196
Andrew Cogliano,ANA,F,2013-14,82,2390000,1818491.26,0.028281357139348984
Luke Schenn,ARI,D,2016-17,76,1250000,1818299.95,0.024908218532800674
Evan Rodrigues,PIT,F,2020-21,35,700000,1818200.02,0.022309202700853348
Eric Gelinas,N.J,D,2014-15,61,900000,1813273.53,0.026279326528310776
Brock McGinn,PIT,F,2021-22,64,2750000,1813116.81,0.02224683202803135
Joe Thornton,FLA,F,2021-22,34,750000,1812448.11,0.022238627076148987
Radim Simek,S.J,D,2019-20,48,675000,1811429.04,0.0222261231392622
Josh Archibald,EDM,F,2020-21,52,1500000,1808147.91,0.02218586392700672
Mattias Ekholm,NSH,D,2014-15,80,1037500,1807898.2,0.02620142325758934
Daniel Winnik,WSH,F,2016-17,71,2250000,1807797.39,0.024764347821474075
Nolan Patrick,VGK,F,2021-22,25,1200000,1806467.88,0.022165250033140182
Ryan Reaves,VGK,F,2019-20,71,2775000,1805582.4,0.02215438522398472
Mirco Mueller,N.J,D,2018-19,53,850000,1804809.08,0.02270200103521347
Johan Larsson,BUF,F,2016-17,36,950000,1804033.66,0.024712789803743362
Marcus Pettersson,PIT,D,2020-21,47,4025175,1803301.06,0.022126393392682076
Brian Boyle,NYR,F,2011-12,82,1700000,1801925.18,0.028023719787597656
Barclay Goodrow,T.B,F,2019-20,70,925000,1798491.56,0.02206738106906414
Jan Rutta,T.B,D,2019-20,33,1300000,1796351.1,0.022041117772459984
Jake Evans,MTL,F,2021-22,72,750000,1793912.19,0.02201119251549244
Radko Gudas,T.B,D,2013-14,73,991667,1791001.61,0.027853835374116898
Carter Rowney,ANA,F,2018-19,62,1133333,1789586.28,0.02251051925122738
Trevor Moore,L.A,F,2020-21,56,775000,1789176.77,0.02195308916270733
Dale Weise,MTL,F,2018-19,51,2350000,1788710.09,0.02249949797987938
Andrej Sekera,DAL,D,2020-21,46,1500000,1787614.54,0.021933920681476593
Trevor Lewis,L.A,F,2015-16,75,1525000,1787192.01,0.025030700489878654
Cal Clutterbuck,MIN,F,2010-11,76,1400000,1787059.47,0.03008517622947693
Scott Laughton,PHI,F,2019-20,49,2300000,1786586.2,0.021921303123235703
Michael Raffl,PHI,F,2018-19,67,2350000,1786277.13,0.022468894720077515
Darren Helm,DET,F,2013-14,42,2125000,1784593.3,0.027754172682762146
Tom Pyatt,OTT,F,2017-18,81,1100000,1782509.78,0.02376679703593254
Nino Niederreiter,MIN,F,2014-15,80,2666667,1781879.59,0.02582434192299843
Greg Pateryn,MIN,D,2019-20,20,2250000,1778137.01,0.021817632019519806
Chris Tierney,S.J,F,2017-18,82,735000,1777329.62,0.023697728291153908
Cal Clutterbuck,NYI,F,2014-15,76,2750000,1775710.77,0.02573493868112564
Martin Marincin,TOR,D,2018-19,24,800000,1775340.07,0.022331321612000465
Riley Nash,CBJ,F,2019-20,64,2750000,1773761.06,0.021763939410448074
Martin Marincin,TOR,D,2016-17,25,1250000,1771750.79,0.0242705587297678
Ian Cole,PIT,D,2015-16,70,2100000,1770459.25,0.024796348065137863
Jason Spezza,TOR,F,2020-21,54,700000,1769882.73,0.021716352552175522
Michael Grabner,N.J,F,2017-18,80,1650000,1769820.27,0.023597603663802147
Ben Hutton,L.A,D,2019-20,65,1500000,1767129.44,0.02168256975710392
Garnet Hathaway,WSH,F,2021-22,76,1500000,1766121.14,0.021670198068022728
Jonathan Marchessault,T.B,F,2015-16,45,600000,1765684.01,0.024729467928409576
Brad Richardson,VAN,F,2014-15,45,1150000,1765157.27,0.02558198943734169
Thomas Hickey,NYI,D,2014-15,81,675000,1764363.9,0.025570491328835487
Anton Stralman,NYR,D,2012-13,48,1700000,1764286.91,0.029404781758785248
Riley Nash,ARI,F,2021-22,49,750000,1760151.39,0.02159694954752922
Mike Hoffman,OTT,F,2014-15,79,750000,1759870.24,0.025505365803837776
Brandon Sutter,PIT,F,2012-13,48,2066667,1759676.19,0.029327936470508575
Bryan Rust,PIT,F,2017-18,69,640000,1759597.85,0.02346130460500717
Kris Russell,CBJ,D,2010-11,73,1300000,1758276.4,0.029600612819194794
Nick Foligno,OTT,F,2011-12,82,1200000,1758111.38,0.02734232321381569
Thomas Hickey,NYI,D,2015-16,62,2200000,1758024.42,0.02462219074368477
Carl Hagelin,NYR,F,2013-14,72,2250000,1757112.64,0.027326790615916252
Nic Dowd,WSH,F,2021-22,64,750000,1754412.83,0.021526537835597992
Jordan Greenway,MIN,F,2021-22,62,2100000,1753383.14,0.02151390351355076
Michael Amadio,OTT,F,2020-21,25,700000,1752737.51,0.02150598168373108
Jimmy Vesey,NJD,F,2021-22,68,800000,1751424.69,0.02148987352848053
Mark Pysyk,FLA,D,2017-18,81,2733333,1751232.15,0.023349761962890625
Tucker Poolman,WPG,D,2019-20,57,775000,1747541.05,0.021442221477627754
Conor Garland,ARI,F,2019-20,68,775000,1747383.93,0.0214402936398983
Zack Kassian,EDM,F,2020-21,27,3200000,1744848.93,0.021409189328551292
Trevor van Riemsdyk,CAR,D,2017-18,79,825000,1742390.22,0.02323186956346035
Matt Martin,NYI,F,2019-20,55,2500000,1741443.48,0.021367404609918594
Andrew Cogliano,COL,F,2021-22,74,1000000,1738148.54,0.021326975896954536
Phillip Danault,MTL,F,2016-17,82,912500,1736928.21,0.0237935371696949
Markus Nutivaara,FLA,D,2020-21,30,2700000,1735961.32,0.021300138905644417
Nick Schultz,PHI,D,2016-17,28,2250000,1734153.55,0.023755528032779694
Luke Glendening,DAL,F,2021-22,82,1500000,1732211.12,0.021254124119877815
Jason Zucker,MIN,F,2016-17,79,2000000,1730613.62,0.023707035928964615
Tage Thompson,BUF,F,2020-21,38,1400000,1727698.85,0.021198758855462074
Zach Bogosian,TOR,D,2020-21,45,1000000,1726873.78,0.021188635379076004
Christian Djoos,DET,D,2020-21,36,1000000,1724184.09,0.02115563303232193
Nate Schmidt,WSH,D,2015-16,72,812500,1723676.75,0.024141130968928337
Alexander Kerfoot,TOR,F,2020-21,56,3500000,1721814.26,0.021126555278897285
Jakob Silfverberg,ANA,F,2014-15,81,850000,1721771.67,0.024953212589025497
Melker Karlsson,S.J,F,2019-20,61,2000000,1720327.17,0.02110830880701542
Eeli Tolvanen,NSH,F,2021-22,75,1450000,1715959.57,0.021054718643426895
Nic Dowd,WSH,F,2020-21,56,750000,1712683.3,0.021014519035816193
Miles Wood,N.J,F,2018-19,63,2750000,1712159.98,0.021536603569984436
Erik Gudbranson,FLA,D,2014-15,76,2500000,1711630.09,0.024806233122944832
Chad Ruhwedel,PIT,D,2021-22,78,750000,1710497,0.02098769322037697
Jay Beagle,VAN,F,2019-20,55,3000000,1707987.2,0.020956898108124733
Kyle Turris,EDM,F,2020-21,27,1650000,1703063.99,0.020896490663290024
Matt Martin,NYI,F,2018-19,67,2500000,1702436.29,0.021414292976260185
Kyle Brodziak,STL,F,2017-18,81,950000,1702210.17,0.022696135565638542
Jason Spezza,TOR,F,2021-22,71,750000,1702001.35,0.020883452147245407
Michael Raffl,PHI,F,2019-20,58,1600000,1697365.21,0.020826566964387894
Adam Erne,DET,F,2020-21,45,997500,1696545.15,0.020816504955291748
Ross Colton,TBL,F,2021-22,79,1125000,1695861.73,0.02080811932682991
Trevor Lewis,L.A,F,2014-15,73,1525000,1693302.26,0.0245406124740839
Connor Murphy,CHI,D,2017-18,76,3850000,1689970.91,0.02253294549882412
Cody Eakin,VGK,F,2017-18,80,3850000,1687344.58,0.022497927770018578
Jordie Benn,DAL,D,2013-14,78,700000,1686953.57,0.0262356698513031
Lars Eller,WSH,F,2016-17,80,3500000,1685168.42,0.023084498941898346
Justin Braun,S.J,D,2012-13,41,1250000,1684377.75,0.028072962537407875
Blake Wheeler,ATL,F,2010-11,81,2200000,1682089.59,0.028318006545305252
Alex Biega,VAN,D,2015-16,51,600000,1678877.17,0.023513685911893845
Jordan Greenway,MIN,F,2020-21,56,2100000,1678713.62,0.020597713068127632
Bogdan Kiselevich,FLA,D,2018-19,32,925000,1677420.64,0.021099630743265152
Niko Mikkola,STL,D,2021-22,54,787500,1677039.81,0.02057717554271221
Marcus Foligno,BUF,F,2016-17,80,2250000,1676003.84,0.02295895665884018
Garnet Hathaway,WSH,F,2020-21,56,1500000,1674094.93,0.02054104208946228
Brian Gibbons,OTT,F,2018-19,64,1000000,1673218.72,0.021046776324510574
Troy Brouwer,FLA,F,2018-19,75,850000,1671638.7,0.02102690190076828
Ethan Bear,EDM,D,2020-21,43,2000000,1671405.85,0.020508047193288803
Jason Zucker,MIN,F,2015-16,71,900250,1671166.51,0.023405693471431732
Adam McQuaid,BOS,D,2017-18,38,2750000,1670831.95,0.02227775938808918
Jon Merrill,VGK,D,2018-19,57,1375000,1669835.23,0.021004216745495796
Riley Sheahan,DET,F,2015-16,81,950000,1669580.44,0.023383479565382004
Peter Holland,ARI,F,2016-17,47,1300000,1667462.82,0.022841956466436386
Cal Clutterbuck,NYI,F,2013-14,73,2750000,1666434.66,0.025916557759046555
Danton Heinen,ANA,F,2020-21,43,2800000,1665716.78,0.020438242703676224
Gregory Hofmann,CBJ,F,2021-22,24,900000,1664803.37,0.0204270351678133
Matt Irwin,ANA,D,2019-20,35,675000,1664665.83,0.020425347611308098
Luke Schenn,TOR,D,2011-12,79,3600000,1661094.56,0.025833507999777794
Nate Thompson,L.A,F,2017-18,69,1650000,1659128.72,0.022121716290712357
Alex Galchenyuk,TOR,F,2020-21,34,1050000,1659109.14,0.020357167348265648
Oskar Sundqvist,STL,F,2019-20,56,2750000,1658467.76,0.020349297672510147
Scott Laughton,PHI,F,2018-19,82,962500,1657690.28,0.02085145004093647
Marco Scandella,MIN,D,2013-14,76,1025000,1655468.7,0.025746013969182968
Beau Bennett,N.J,F,2016-17,65,725000,1652910.57,0.02264261059463024
Matt Nieto,S.J,F,2020-21,28,700000,1651813.51,0.020267650485038757
Dan Hamhuis,NSH,D,2019-20,60,1250000,1650978.28,0.02025740221142769
Dale Weise,MTL,F,2019-20,23,2350000,1645044.66,0.020184597000479698
Derek Grant,ANA,F,2019-20,57,700000,1642868.52,0.020157895982265472
Tom Wilson,WSH,F,2017-18,78,2000000,1642623.5,0.021901646628975868
Michael Raffl,PHI,F,2017-18,76,2350000,1642375.53,0.021898340433835983
Nick Foligno,OTT,F,2010-11,82,1200000,1642218.51,0.027646776288747787
Carson Soucy,MIN,D,2020-21,50,2750000,1641613.7,0.02014249935746193
Austin Czarnik,CGY,F,2018-19,54,1250000,1641287.28,0.020645122975111008
Anthony Duclair,CHI,F,2017-18,56,1200000,1640036.56,0.02186715416610241
Nate Thompson,PHI,F,2019-20,70,1000000,1637989.79,0.020098034292459488
Cody Eakin,BUF,F,2020-21,46,2250000,1635705.58,0.02007000707089901
Brendan Smith,DET,D,2013-14,71,1262500,1632960.8,0.025395968928933144
Mason Marchment,FLA,F,2021-22,54,800000,1632809.13,0.020034467801451683
Nolan Patrick,PHI,F,2020-21,52,874125,1632132.22,0.020026162266731262
Trevor van Riemsdyk,CHI,D,2016-17,58,825000,1626764.99,0.022284451872110367
Lauri Korpikoski,CBJ,F,2016-17,69,1000000,1624732.32,0.022256607189774513
Robert Bortuzzo,STL,D,2021-22,73,1375000,1623838.33,0.01992439664900303
Matt Greene,L.A,D,2016-17,26,2500000,1622607.88,0.02222750522196293
Robert Bortuzzo,STL,D,2019-20,41,1375000,1619563.79,0.019871948286890984
Brendan Smith,CAR,D,2021-22,45,800000,1618869.43,0.0198634285479784
Mikhail Grigorenko,COL,F,2016-17,74,1300000,1618753.45,0.02217470481991768
Scottie Upshall,STL,F,2017-18,63,800000,1616269.96,0.021550266072154045
Andrej Sustr,T.B,D,2015-16,77,1450000,1615482.8,0.022625809535384178
Mark Pysyk,FLA,D,2016-17,81,1125000,1615281.51,0.022127144038677216
Trevor van Riemsdyk,CAR,D,2019-20,49,2300000,1614927.04,0.019815055653452873
Warren Foegele,EDM,F,2021-22,82,2750000,1613516.31,0.01979774609208107
Ethan Bear,CAR,D,2021-22,58,2000000,1613081.54,0.019792411476373672
Brad Richardson,VAN,F,2021-22,44,800000,1612618.22,0.01978672668337822
Luke Schenn,ARI,D,2017-18,64,1250000,1612522.97,0.021500306203961372
Eric Gryba,EDM,D,2017-18,21,900000,1612298.61,0.021497314795851707
Robert Bortuzzo,STL,D,2020-21,40,1375000,1611688.72,0.01977532170712948
Antoine Roussel,DAL,F,2017-18,72,2000000,1610289.19,0.02147052250802517
Joonas Donskoi,S.J,F,2018-19,80,1900000,1609078.63,0.02023998275399208
Warren Foegele,CAR,F,2020-21,53,2150000,1607981.17,0.01972983032464981
Marcus Foligno,BUF,F,2014-15,57,1875000,1607953.67,0.023303676396608353
Rasmus Asplund,BUF,F,2021-22,80,825000,1606892.42,0.019716471433639526
Nick Ritchie,ARI,F,2021-22,57,2500000,1606861.3,0.019716089591383934
Chandler Stephenson,VGK,F,2019-20,65,1050000,1606707.83,0.01971420645713806
Jimmy Vesey,BUF,F,2019-20,64,2275000,1605961.7,0.01970505155622959
Teddy Blueger,PIT,F,2019-20,69,750000,1603485.9,0.019674673676490784
Matt Stajan,CGY,F,2017-18,68,3125000,1600539.64,0.02134052850306034
Jean-Gabriel Pageau,OTT,F,2016-17,82,900000,1597956.5,0.021889815106987953
Colton Sissons,NSH,F,2020-21,54,2857143,1595471.03,0.019576331600546837
Cal Clutterbuck,NYI,F,2015-16,77,2750000,1589528.58,0.02226230502128601
Brandon Manning,EDM,D,2018-19,39,2250000,1589185.97,0.01998976059257984
Jimmy Vesey,VAN,F,2020-21,50,900000,1586830.1,0.01947030797600746
Valeri Nichushkin,COL,F,2020-21,55,2500000,1585872.81,0.01945856213569641
Noel Acciari,FLA,F,2019-20,65,1666667,1585421.95,0.019453030079603195
Andrew Cogliano,ANA,F,2014-15,82,3000000,1585234.75,0.022974416613578796
Oskar Lindblom,PHI,F,2021-22,79,3000000,1582988.66,0.019423173740506172
Kyle Palmieri,ANA,F,2014-15,57,1466667,1582217.68,0.0229306910187006
Shawn Matthias,WPG,F,2016-17,45,2125000,1581377.3,0.021662702783942223
Jon Merrill,N.J,D,2016-17,51,1137500,1581070.14,0.02165849506855011
Mason Appleton,WPG,F,2021-22,68,900000,1580855.94,0.019397005438804626
Slater Koekkoek,CHI,D,2019-20,42,925000,1577493.91,0.01935575343668461
Adam Erne,DET,F,2021-22,79,2100000,1576039,0.01933790184557438
Radek Faksa,DAL,F,2017-18,78,2200000,1575720.96,0.02100961282849312
Johan Larsson,BUF,F,2015-16,74,800000,1572392.32,0.022022301331162453
Kevin Rooney,NYR,F,2021-22,61,750000,1572365,0.01929282210767269
Nathan Beaulieu,WPG,D,2020-21,25,1250000,1572331.45,0.01929241046309471
Riley Sheahan,DET,F,2016-17,80,2075000,1568452.92,0.02148565649986267
Brett Connolly,CHI,F,2020-21,31,3500000,1566637.23,0.019222542643547058
Alex Biega,VAN,D,2017-18,44,750000,1565451.87,0.0208726916462183
Eric Robinson,CBJ,F,2021-22,67,975000,1564116.19,0.01919160969555378
Ondrej Kase,TOR,F,2021-22,50,1250000,1563455.38,0.019183501601219177
Colton Sceviour,FLA,F,2016-17,79,950000,1561855.92,0.021395286545157433
Mikhail Grigorenko,CBJ,F,2020-21,32,1200000,1558160.4,0.019118532538414
Jordan Martinook,CAR,F,2020-21,44,2000000,1556227.01,0.019094809889793396
Scott Mayfield,NYI,D,2018-19,79,1450000,1555049.31,0.019560368731617928
Mark Barberio,COL,D,2019-20,21,1450000,1554302.72,0.019071198999881744
Matt Irwin,S.J,D,2012-13,38,650000,1554253.62,0.025904227048158646
Luke Kunin,NSH,F,2021-22,82,2300000,1554159.87,0.019069446250796318
Brendan Leipsic,L.A,F,2018-19,62,650000,1549778.54,0.0194940697401762
Kevin Connauton,ARI,D,2017-18,73,1000000,1546384.02,0.02061845362186432
Drake Caggiula,CHI,F,2018-19,55,1500000,1545876.78,0.019444990903139114
Ryan Reaves,VGK,F,2020-21,37,1750000,1545657.69,0.01896512508392334
Jason Dickinson,DAL,F,2020-21,51,1500000,1544840.22,0.01895509473979473
Derrick Pouliot,VAN,D,2017-18,71,800000,1544676.07,0.02059568092226982
Yakov Trenin,NSH,F,2021-22,80,725000,1544176.07,0.018946945667266846
Andrej Sekera,DAL,D,2021-22,32,1500000,1543972.2,0.01894444413483143
Mason Appleton,WPG,F,2020-21,56,900000,1543268.27,0.018935807049274445
Matt Nieto,COL,F,2019-20,70,1975000,1543200.87,0.018934980034828186
Johan Larsson,BUF,F,2019-20,62,1550000,1540243.85,0.018898697569966316
Radko Gudas,T.B,D,2014-15,31,991667,1538959.7,0.022303763777017593
Riley Nash,CBJ,F,2018-19,78,2750000,1538667.19,0.019354304298758507
Kyle Turris,EDM,F,2021-22,23,1650000,1537056.24,0.018859585747122765
Justin Danforth,CBJ,F,2021-22,45,750000,1536090.6,0.018847737461328506
Danton Heinen,PIT,F,2021-22,76,1100000,1535500.08,0.018840491771697998
Nathan Beaulieu,WPG,D,2019-20,38,1000000,1534957.68,0.018833836540579796
Riley Nash,CAR,F,2015-16,64,1150000,1531270.39,0.021446364000439644
Adam Pelech,NYI,D,2017-18,78,1600000,1530700.22,0.02040933631360531
Ryan Carpenter,VGK,F,2018-19,68,650000,1528707.16,0.019229020923376083
Mikael Backlund,CGY,F,2012-13,32,725000,1528368.52,0.02547280862927437
Brendan Leipsic,L.A,F,2018-19,62,650000,1525558.83,0.019189419224858284
Sam Bennett,CGY,F,2019-20,52,2550000,1525080.75,0.018712647259235382
Oliver Bjorkstrand,CBJ,F,2018-19,77,2500000,1524809.99,0.019179999828338623
Alexander Burmistrov,ARI,F,2016-17,49,1550000,1523210.46,0.020865896716713905
Chad Ruhwedel,PIT,D,2019-20,41,700000,1522195.08,0.01867724023759365
Jared McCann,PIT,F,2018-19,78,1250000,1520787.83,0.019129406660795212
Chris Kunitz,CHI,F,2018-19,56,1000000,1519276.52,0.01911039650440216
Adam Lowry,WPG,F,2018-19,78,2916667,1519269.27,0.01911030523478985
Pierre Engvall,TOR,F,2021-22,78,1250000,1518689.13,0.018634222447872162
Jamie Oleksiak,PIT,D,2017-18,68,964688,1514478.31,0.02019304409623146
Zach Whitecloud,VGK,D,2021-22,59,725000,1513304.89,0.01856815814971924
Jay Beagle,WSH,F,2015-16,57,1750000,1510899.07,0.021161051467061043
Radim Simek,S.J,D,2020-21,40,2250000,1510243.43,0.018530594184994698
Rocco Grimaldi,NSH,F,2020-21,40,2000000,1510215.95,0.018530257046222687
Joel Edmundson,STL,D,2016-17,69,1050000,1509992.11,0.020684823393821716
Tyler Pitlick,MTL,F,2021-22,40,1750000,1509699.66,0.018523922190070152
Dean Kukan,CBJ,D,2019-20,33,725000,1509520.68,0.01852172613143921
Nate Thompson,PHI,F,2021-22,33,800000,1507211.57,0.018493393436074257
Ilya Mikheyev,TOR,F,2020-21,54,1645000,1505413.58,0.018471332266926765
Brad Richardson,VAN,F,2013-14,73,1150000,1505262.51,0.023409992456436157
Torrey Mitchell,MTL,F,2016-17,78,1200000,1503393.47,0.020594431087374687
Kyle Brodziak,EDM,F,2018-19,70,1150000,1503128.37,0.018907275050878525
Michael Rasmussen,DET,F,2021-22,80,1460000,1500697.13,0.01841346174478531
Sean Kuraly,BOS,F,2020-21,47,1275000,1500650.53,0.018412889912724495
Adam Pelech,NYI,D,2018-19,78,1600000,1498946.88,0.01885467767715454
Patrick Wiercioch,COL,D,2016-17,56,800000,1498890.99,0.020532753318548203
Brian Boyle,NYR,F,2010-11,82,525000,1496825.9,0.02519908919930458
John Mitchell,COL,F,2016-17,64,1800000,1493170.06,0.02045438438653946
Calle Jarnkrok,NSH,F,2015-16,81,735000,1492964.46,0.02090986631810665
Tyler Ennis,TOR,F,2018-19,51,650000,1491957.04,0.018766755238175392
Alan Quine,NYI,F,2016-17,61,612500,1490948.53,0.020423952490091324
Dale Weise,PHI,F,2017-18,46,2350000,1489750.85,0.019863344728946686
Jason Dickinson,DAL,F,2019-20,65,1500000,1488484.22,0.01826361007988453
Mathieu Joseph,OTT,F,2021-22,69,737500,1488080.57,0.018258657306432724
Brock McGinn,CAR,F,2018-19,82,887500,1487167.68,0.018706511706113815
Luke Kunin,NSH,F,2020-21,38,2300000,1486895.12,0.01824411191046238
Markus Nutivaara,CBJ,D,2019-20,37,2700000,1486724.79,0.018242022022604942
Adam Lowry,WPG,F,2017-18,45,1125000,1484921.62,0.01979895494878292
Antoine Roussel,DAL,F,2015-16,80,2000000,1484237.33,0.020787637680768967
Andrew Cogliano,ANA,F,2012-13,48,2390000,1484124.36,0.024735406041145325
Dominic Moore,BOS,F,2016-17,82,900000,1482705.57,0.020311035215854645
Brian Boyle,NYR,F,2012-13,38,1700000,1479896.2,0.02466493658721447
Josh Bailey,NYI,F,2011-12,80,1050000,1479792.87,0.023013886064291
Michael Raffl,PHI,F,2016-17,52,2350000,1478462.53,0.020252911373972893
Tobias Rieder,L.A,F,2017-18,78,2225000,1478373.26,0.01971164345741272
Matt Cullen,MIN,F,2017-18,79,1000000,1475514.89,0.019673531875014305
Troy Stecher,LAK,D,2021-22,29,1700000,1473749.97,0.018082821741700172
Brendan Lemieux,NYR,F,2019-20,59,925000,1473713.69,0.018082376569509506
Dominik Simon,PIT,F,2019-20,64,750000,1471305.6,0.018052829429507256
Mirco Mueller,N.J,D,2019-20,50,1400000,1469150.72,0.018026389181613922
Oskar Sundqvist,STL,F,2018-19,74,700000,1468524.52,0.018472006544470787
Brett Connolly,WSH,F,2017-18,70,1500000,1467689.96,0.01956919953227043
Tomas Nosek,BOS,F,2021-22,75,1750000,1466544.22,0.017994407564401627
Justin Falk,BUF,D,2017-18,46,650000,1465472.95,0.019539639353752136
Nick Jensen,DET,D,2017-18,80,812500,1464709.36,0.01952945813536644
Austin Watson,NSH,F,2018-19,37,1100000,1464115.43,0.018416546285152435
Colton Sceviour,FLA,F,2018-19,59,1200000,1463558.06,0.01840953528881073
Michael Del Zotto,NSH,D,2013-14,67,2550000,1462569.86,0.02274603210389614
Dmitry Kulikov,WPG,D,2018-19,57,4333333,1462519.42,0.018396470695734024
Devin Shore,ANA,F,2018-19,76,2300000,1462173.5,0.01839211955666542
Charles Hudon,MTL,F,2018-19,32,650000,1460905.49,0.018376169726252556
Colin Miller,BOS,D,2016-17,62,1000000,1460369.27,0.020005058497190475
Matt Nieto,COL,F,2018-19,64,1975000,1460361.15,0.018369322642683983
Brandon Sutter,PIT,F,2013-14,81,2066667,1459798.43,0.022702930495142937
Wayne Simmonds,TOR,F,2021-22,72,900000,1459287,0.01790536195039749
Trevor van Riemsdyk,CAR,D,2018-19,78,2300000,1456939.9,0.01832628808915615
Martin Marincin,TOR,D,2019-20,26,700000,1456934.32,0.01787649467587471
Matt Nieto,SJS,F,2021-22,70,850000,1456504.1,0.01787121593952179
Rocco Grimaldi,NSH,F,2019-20,66,1000000,1456014.37,0.01786520704627037
Dmitry Kulikov,WPG,D,2017-18,62,4333333,1455223.56,0.01940298080444336
Scottie Upshall,STL,F,2016-17,73,900000,1454969.78,0.019931092858314514
Cody Goloubef,COL,D,2016-17,32,750000,1454301.47,0.019921937957406044
Austin Watson,OTT,F,2020-21,34,1500000,1450283.87,0.01779489405453205
Derek Stepan,CAR,F,2021-22,58,1350000,1450204.77,0.017793923616409302
Colton Sceviour,DAL,F,2013-14,26,600000,1449238,0.022538693621754646
Johan Larsson,ARI,F,2020-21,52,1400000,1448800.72,0.017776696011424065
Will Butcher,BUF,D,2021-22,37,3733333,1447684.19,0.01776299625635147
Brenden Dillon,S.J,D,2016-17,80,3270000,1447483.78,0.019828544929623604
Kevin Connauton,CBJ,D,2014-15,62,683333,1447396.02,0.020976753905415535
Colton Sissons,NSH,F,2019-20,57,2857143,1445155.42,0.01773196831345558
Tomas Nosek,VGK,F,2018-19,68,962500,1443470.08,0.018156856298446655
Kris Russell,STL,D,2011-12,55,1300000,1442818.07,0.02243885025382042
Andrew Cogliano,EDM,F,2010-11,82,1000000,1442138.65,0.0242784284055233
Jordan Martinook,CAR,F,2018-19,82,1800000,1441394.73,0.018130751326680183
Zach Aston-Reese,PIT,F,2020-21,45,1000000,1440394.79,0.0176735557615757
Melker Karlsson,S.J,F,2018-19,79,2000000,1440289.31,0.018116846680641174
Derek Grant,ANA,F,2020-21,46,1500000,1439818.54,0.017666485160589218
Alec Martinez,L.A,D,2013-14,61,1100000,1435933.44,0.022331779822707176
Noel Acciari,FLA,F,2021-22,20,1666667,1433662.52,0.017590951174497604
J.T. Compher,COL,F,2020-21,48,3500000,1432137.79,0.01757224276661873
Connor Clifton,BOS,D,2021-22,60,1000000,1431818.69,0.017568327486515045
Nate Thompson,ANA,F,2014-15,80,1600000,1430993.85,0.02073904126882553
Riley Sheahan,BUF,F,2020-21,53,700000,1430393.99,0.017550846561789513
Andrej Sustr,T.B,D,2014-15,72,874125,1429220.75,0.02071334421634674
Daniel Sprong,SEA,F,2021-22,63,725000,1428861.06,0.01753203757107258
Tomas Nosek,VGK,F,2020-21,38,1250000,1428763.91,0.01753084547817707
Dwight King,MTL,F,2016-17,80,1950000,1428547.76,0.019569147378206253
Stephen Johns,DAL,D,2017-18,74,725000,1428390.57,0.019045207649469376
Kevin Connauton,ARI,D,2015-16,65,683333,1428241.22,0.02000337839126587
Tyler Pitlick,DAL,F,2018-19,47,1000000,1427123.79,0.01795124262571335
Miles Wood,N.J,F,2019-20,68,2750000,1427093.74,0.01751035265624523
Carter Rowney,ANA,F,2019-20,71,1133333,1425970.38,0.017496569082140923
Chris Stewart,CGY,F,2017-18,54,1150000,1425520.61,0.019006941467523575
Riley Sheahan,PIT,F,2017-18,81,2075000,1423926.09,0.018985681235790253
Joel Eriksson Ek,MIN,F,2019-20,62,1487500,1421885.75,0.017446450889110565
Jan Rutta,T.B,D,2018-19,37,2250000,1418596.59,0.017843982204794884
Adam Gaudette,OTT,F,2021-22,58,997500,1417189.95,0.017388833686709404
Nikita Nesterov,MTL,D,2016-17,48,725000,1416999.56,0.019410952925682068
Stefan Noesen,N.J,F,2018-19,41,1725000,1416171.33,0.01781347580254078
Jesper Fast,NYR,F,2017-18,71,1850000,1415944.98,0.01887926645576954
