player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Jason Chimera,ANA,F,2017-18,74,2250000,1415065.72,0.01886754296720028
Ben Harpur,OTT,D,2018-19,51,725000,1414515.05,0.01779264211654663
Mark Borowiecki,OTT,D,2018-19,53,1200000,1414232.21,0.0177890844643116
Oscar Lindberg,OTT,F,2018-19,55,1700000,1413568.37,0.017780734226107597
Klas Dahlbeck,CAR,D,2017-18,33,850000,1412945.24,0.018839269876480103
Derek Ryan,EDM,F,2021-22,75,1250000,1409963.54,0.017300166189670563
Josh Bailey,NYI,F,2012-13,38,1050000,1407724.88,0.0234620813280344
Jamie Oleksiak,DAL,D,2019-20,69,2137500,1406817.07,0.017261559143662453
Tyler Pitlick,PHI,F,2019-20,63,1000000,1405187.89,0.017241569235920906
Mike Reilly,MTL,D,2017-18,57,725000,1404589.18,0.018727855756878853
Nick Cousins,ARI,F,2018-19,81,1000000,1403911.76,0.017659267410635948
Josh Leivo,CGY,F,2020-21,38,875000,1403576.63,0.01722179912030697
Carter Rowney,DET,F,2021-22,26,825000,1402442.94,0.017207888886332512
Brett Ritchie,DAL,F,2016-17,78,875000,1401892,0.019204000011086464
Tanner Pearson,L.A,F,2015-16,79,1400000,1401890.28,0.019634317606687546
Alex Chiasson,CGY,F,2016-17,81,800000,1400408.94,0.019183684140443802
Austin Watson,OTT,F,2021-22,67,1500000,1399105.35,0.01716693677008152
Brock McGinn,CAR,F,2017-18,80,887500,1397404.35,0.018632058054208755
Andrew Cogliano,ANA,F,2011-12,82,2390000,1395701.79,0.021706093102693558
Artturi Lehkonen,MTL,F,2020-21,47,2400000,1395283.49,0.01712004281580448
Paul Byron,CGY,F,2014-15,57,600000,1395016.67,0.02021763287484646
Marcus Foligno,MIN,F,2018-19,82,2875000,1394384.57,0.017539428547024727
Shawn Matthias,WPG,F,2017-18,27,2125000,1394042.09,0.018587227910757065
Colton Sceviour,FLA,F,2019-20,68,1200000,1391495.79,0.01707356795668602
Chris Wagner,BOS,F,2018-19,76,1250000,1391485.01,0.017502956092357635
Jay Beagle,WSH,F,2016-17,80,1750000,1391245.17,0.01905815303325653
Brian Flynn,MTL,F,2014-15,63,637500,1390276.12,0.020148929208517075
Joel Armia,WPG,F,2016-17,57,925000,1390203.62,0.01904388517141342
Zach Aston-Reese,PIT,F,2019-20,57,1000000,1388992.51,0.0170428529381752
Trevor Lewis,L.A,F,2012-13,48,725000,1388923.38,0.02314872294664383
Michael Raffl,PHI,F,2014-15,67,1100000,1388399.82,0.020121736451983452
Antoine Roussel,DAL,F,2014-15,80,2000000,1388204.59,0.02011890709400177
Juuso Riikola,PIT,D,2019-20,36,850000,1386320.89,0.017010072246193886
Brenden Dillon,S.J,D,2015-16,76,3270000,1381915.55,0.01935455948114395
Anton Stralman,NYR,D,2011-12,53,900000,1381623.17,0.021487141028046608
Luke Schenn,T.B,D,2019-20,25,700000,1380417.47,0.016937637701630592
Oskar Lindblom,PHI,F,2020-21,50,3000000,1380208.28,0.016935070976614952
Kyle Clifford,TOR,F,2019-20,69,1600000,1377260.83,0.016898905858397484
Derrick Pouliot,VAN,D,2018-19,62,1100000,1375468.65,0.017301492393016815
Brian Boyle,NYR,F,2013-14,82,1700000,1372557.44,0.02134614996612072
Trevor Moore,L.A,F,2019-20,42,775000,1371590.13,0.01682932674884796
Drew Miller,DET,F,2016-17,55,1025000,1371586.18,0.01878885179758072
Patrick Brown,PHI,F,2021-22,44,750000,1370166.35,0.016811856999993324
Brett Kulak,MTL,D,2019-20,56,1850000,1369774.99,0.016807055100798607
Tim Schaller,L.A,F,2019-20,53,1900000,1367643.34,0.016780899837613106
Dominik Simon,PIT,F,2018-19,71,750000,1366417.53,0.01718764193356037
Eric Fehr,TOR,F,2016-17,53,2000000,1366251.41,0.01871577277779579
Xavier Ouellet,DET,D,2016-17,66,715000,1364669.77,0.018694106489419937
Justin Dowling,VAN,F,2021-22,22,750000,1362416.06,0.016716761514544487
Thomas Hickey,NYI,D,2013-14,82,675000,1359782.98,0.021147480234503746
Jake Virtanen,VAN,F,2019-20,69,1250000,1357897.27,0.01666131615638733
Brian Boyle,T.B,F,2014-15,82,2000000,1357498.38,0.019673889502882957
Connor Carrick,N.J,D,2018-19,34,1300000,1356722.87,0.01706569641828537
Christian Fischer,ARI,F,2021-22,53,1000000,1356089.57,0.016639135777950287
Philippe Myers,NSH,D,2021-22,27,2550000,1354617.81,0.016621077433228493
Nate Schmidt,WSH,D,2016-17,60,812500,1353056.86,0.018535025417804718
Joel Armia,WPG,F,2017-18,79,925000,1353042.29,0.01804056391119957
Devante Smith-Pelly,N.J,F,2016-17,53,1300000,1350602,0.018501397222280502
Daniel Sprong,WSH,F,2020-21,42,725000,1348747.03,0.016549043357372284
Anders Bjork,BUF,F,2020-21,45,1600000,1348095.33,0.016541047021746635
Nathan Beaulieu,WPG,D,2018-19,48,2400000,1346412.63,0.016936007887125015
Sam Lafferty,CHI,F,2021-22,56,750000,1345510.84,0.01650933548808098
Ryan Carpenter,CHI,F,2019-20,69,1000000,1345459.53,0.01650870591402054
Matt Martin,TOR,F,2017-18,50,2500000,1344473.47,0.01792631298303604
Adam Gaudette,CHI,F,2020-21,40,950000,1343939.65,0.016490057110786438
Sven Andrighetto,COL,F,2016-17,46,650000,1343733.59,0.0184073094278574
Kyle Clifford,L.A,F,2018-19,72,1600000,1343638.79,0.01690111681818962
Brandon Tanev,WPG,F,2018-19,80,1150000,1341237.81,0.01687091588973999
Drake Caggiula,BUF,F,2020-21,38,700000,1341209.13,0.01645655371248722
Tim Schaller,VAN,F,2018-19,47,1900000,1339169.72,0.01684490218758583
Torrey Mitchell,L.A,F,2017-18,60,1200000,1337619.59,0.017834927886724472
Jacob Larsson,ANA,D,2020-21,46,1200000,1337392.74,0.016409726813435555
Taylor Chorney,CBJ,D,2017-18,25,800000,1337095.16,0.01782793551683426
Jay Beagle,WSH,F,2017-18,79,1750000,1336631.5,0.01782175339758396
Lawson Crouse,ARI,F,2020-21,51,1533333,1336130.32,0.01639423705637455
Michael Stone,ARI,D,2013-14,70,1150000,1330410.1,0.020690670236945152
Erik Haula,MIN,F,2016-17,72,1000000,1329995.95,0.018219122663140297
Brock McGinn,CAR,F,2019-20,68,2100000,1328677.58,0.016302792355418205
Victor Rask,MIN,F,2019-20,43,4000000,1328232.33,0.01629732921719551
Jakub Kindl,FLA,D,2016-17,38,2400000,1328138.97,0.01819368451833725
Shane Prince,NYI,F,2016-17,50,850000,1327771.84,0.018188655376434326
Jordan Martinook,CAR,F,2021-22,59,1800000,1327391.33,0.01628701016306877
Steven Kampfer,FLA,D,2014-15,25,550000,1326218.95,0.019220564514398575
Connor Brown,TOR,F,2018-19,82,2100000,1325076.03,0.016667623072862625
Alex Chiasson,OTT,F,2015-16,77,1200000,1322210.26,0.018518351018428802
Mark Borowiecki,NSH,D,2021-22,57,2000000,1321738.24,0.01621764712035656
Nate Thompson,T.B,F,2010-11,79,625000,1319477.7,0.02221342921257019
Tyler Motte,NYR,F,2021-22,58,1225000,1318931.81,0.016183212399482727
Jesper Fast,NYR,F,2015-16,79,950000,1318752.58,0.018469924107193947
Alex Biega,VAN,D,2016-17,36,750000,1318690.61,0.018064254894852638
Derek MacKenzie,FLA,F,2016-17,81,1300000,1316903.38,0.018039772287011147
Jakub Zboril,BOS,D,2020-21,42,725000,1315014.47,0.016135146841406822
Yannick Weber,NSH,D,2019-20,41,675000,1314857.05,0.01613321527838707
Zemgus Girgensons,BUF,F,2019-20,69,1600000,1314637.69,0.01613052375614643
Vinnie Hinostroza,ARI,F,2019-20,68,1500000,1312723.42,0.01610703580081463
Colton Sceviour,FLA,F,2017-18,75,950000,1311687.24,0.01748916320502758
Lars Eller,MTL,F,2012-13,46,1150000,1308775.28,0.0218129213899374
Nathan Beaulieu,MTL,D,2015-16,64,1000000,1308262.64,0.018323006108403206
Riley Nash,BOS,F,2016-17,81,900000,1306208.41,0.017893265932798386
Nail Yakupov,COL,F,2017-18,57,875000,1305897.86,0.01741197146475315
Vinnie Hinostroza,CHI,F,2020-21,26,1000000,1305820.82,0.016022341325879097
Matt Cullen,PIT,F,2018-19,71,650000,1302995.78,0.016389884054660797
Brett Kulak,MTL,D,2018-19,57,900000,1301586.06,0.01637215167284012
Nick Bonino,ANA,F,2012-13,27,700000,1301003.81,0.02168339677155018
Ben Street,ANA,F,2018-19,21,750000,1300141.39,0.01635397970676422
Jordie Benn,DAL,D,2015-16,64,700000,1298256.12,0.01818285882472992
Nick Shore,CGY,F,2017-18,64,925000,1297092.11,0.017294561490416527
Sven Andrighetto,COL,F,2018-19,64,1400000,1294015.6,0.016276925802230835
Riley Sheahan,FLA,F,2018-19,82,2100000,1293986.28,0.016276556998491287
Blake Comeau,CBJ,F,2013-14,61,1000000,1293032.87,0.020109375938773155
Lucas Wallmark,FLA,F,2019-20,67,675000,1292869.83,0.015863433480262756
Jake Virtanen,VAN,F,2020-21,38,2550000,1292622.54,0.01586039923131466
Sean Kuraly,BOS,F,2018-19,71,1275000,1290397.85,0.016231419518589973
Oscar Fantenberg,VAN,D,2019-20,36,850000,1289994.78,0.01582815684378147
Chris Wagner,BOS,F,2019-20,67,1250000,1289785.44,0.015825588256120682
Ivan Barbashev,STL,F,2020-21,38,1475000,1288074.29,0.01580459251999855
Dominic Moore,TOR,F,2017-18,50,1000000,1287786.8,0.017170490697026253
Colin Blackwell,TOR,F,2021-22,58,725000,1287362.02,0.01579585298895836
Alexandre Texier,CBJ,F,2021-22,36,1525000,1285594.7,0.015774168074131012
Luke Schenn,T.B,D,2020-21,38,800000,1285393.4,0.01577169820666313
Luke Glendening,DET,F,2017-18,68,1800000,1282444.46,0.017099259421229362
Tyson Jost,COL,F,2020-21,54,874125,1282314.33,0.01573391817510128
Colton Sceviour,DAL,F,2015-16,71,650000,1280996.97,0.017941134050488472
Mark Pysyk,DAL,D,2020-21,36,750000,1280307.01,0.015709288418293
Matt Nieto,COL,F,2016-17,58,735000,1279813.59,0.01753169298171997
Teddy Blueger,PIT,F,2020-21,43,750000,1279037.15,0.015693707391619682
Sam Carrick,ANA,F,2021-22,64,750000,1277609.12,0.015676185488700867
Jacob Josefson,N.J,F,2016-17,38,1100000,1276298.55,0.0174835417419672
Christian Folin,MTL,D,2018-19,46,800000,1274357.05,0.01602964848279953
Victor Mete,OTT,D,2021-22,37,1200000,1273304.67,0.015623370185494423
Nicolas Deslauriers,MIN,F,2021-22,81,1000000,1272373.49,0.01561194472014904
Ben Hutton,VGK,D,2021-22,58,750000,1270779.16,0.015592382289469242
Ryan Hartman,PHI,F,2018-19,83,875000,1270374.88,0.01597955822944641
Micheal Haley,S.J,F,2018-19,43,825000,1270285.73,0.015978436917066574
Mark Stuart,WPG,D,2016-17,42,2625000,1269748.59,0.017393816262483597
Trevor Lewis,WPG,F,2020-21,56,750000,1269332.3,0.015574629418551922
Zack Kassian,VAN,F,2014-15,42,1750000,1268514.53,0.018384268507361412
Haydn Fleury,ANA,D,2020-21,47,1300000,1268168.56,0.015560350380837917
Sean Kuraly,BOS,F,2019-20,69,1275000,1265654.28,0.01552950032055378
Ty Rattie,EDM,F,2018-19,50,800000,1264763.38,0.015908973291516304
Sven Baertschi,VAN,F,2015-16,69,900000,1263217.29,0.017692118883132935
Sebastian Aho,NYI,D,2021-22,36,725000,1257545.43,0.015430005267262459
Derek Grant,ANA,F,2017-18,66,650000,1256996.72,0.016759956255555153
Paul Byron,CGY,F,2013-14,47,643500,1255581.03,0.019526921212673187
Dmitry Orlov,WSH,D,2015-16,82,2000000,1252120.63,0.017536703497171402
Micheal Ferland,CGY,F,2015-16,71,825000,1251411.25,0.017526768147945404
Johan Larsson,BUF,F,2017-18,80,1475000,1251039.56,0.016680527478456497
Logan O'Connor,COL,F,2021-22,81,725000,1250517.89,0.01534377783536911
Matt Nieto,COL,F,2017-18,73,1000000,1250156.53,0.01666875369846821
Paul Byron,MTL,F,2015-16,62,900000,1244001.02,0.017422983422875404
Chris VandeVelde,PHI,F,2016-17,81,712500,1243471.65,0.017033858224749565
Ivan Barbashev,STL,F,2019-20,69,1475000,1243350.09,0.015255829319357872
Chris Wideman,OTT,D,2016-17,76,800000,1242358.57,0.01701861061155796
Zach Aston-Reese,ANA,F,2021-22,69,1725000,1241687.74,0.015235432423651218
Alexey Marchenko,TOR,D,2016-17,41,1450000,1240582.22,0.016994277015328407
Chad Ruhwedel,PIT,D,2017-18,44,650000,1240390.91,0.016538545489311218
Troy Stecher,VAN,D,2019-20,69,2325000,1239860.46,0.015213011763989925
Zach Whitecloud,VGK,D,2020-21,51,725000,1238344.22,0.015194407664239407
Jay McClement,CAR,F,2016-17,65,1200000,1237623.72,0.01695374958217144
Jayson Megna,VAN,F,2016-17,58,600000,1236734.18,0.01694156415760517
Kevin Rooney,NYR,F,2020-21,54,750000,1233115.05,0.015130246058106422
Jujhar Khaira,CHI,F,2021-22,27,975000,1231082.6,0.015105308033525944
Dominik Kahun,EDM,F,2020-21,48,975000,1230262.17,0.015095241367816925
Nick Bjugstad,MIN,F,2021-22,57,900000,1228918.62,0.015078756026923656
Jamie Oleksiak,DAL,D,2018-19,57,2137500,1228064.42,0.015447351150214672
Zack Kassian,EDM,F,2016-17,78,1500000,1227619.5,0.016816705465316772
Janne Kuokkanen,NJD,F,2021-22,57,1825000,1226840.63,0.015053259208798409
Nathan Gerbe,BUF,F,2011-12,62,1450000,1226520.75,0.019074972718954086
Travis Dermott,VAN,D,2021-22,60,1500000,1225863,0.015041263774037361
Chris Wagner,NYI,F,2017-18,79,637500,1225252.36,0.016336698085069656
Zemgus Girgensons,BUF,F,2018-19,72,1600000,1225163.52,0.015410861931741238
Jay Beagle,WSH,F,2014-15,62,900000,1224783.84,0.017750490456819534
Slater Koekkoek,CHI,D,2018-19,31,865000,1223962.44,0.015395754016935825
Tyler Pitlick,DAL,F,2017-18,79,1000000,1222843.68,0.016304582357406616
Mark Borowiecki,OTT,D,2017-18,52,1100000,1221354.35,0.016284724697470665
Nate Thompson,T.B,F,2013-14,81,1600000,1220113.75,0.018975330516695976
Alexander Burmistrov,VAN,F,2017-18,24,900000,1218429.07,0.01624572090804577
Luke Schenn,VAN,D,2018-19,26,800000,1215728.81,0.015292186290025711
Curtis Lazar,BOS,F,2020-21,50,800000,1213826.86,0.014893581159412861
Nicolas Deslauriers,ANA,F,2020-21,49,1000000,1212166.87,0.01487321313470602
Josh Archibald,ARI,F,2018-19,68,675000,1211442.26,0.015238267369568348
William Carrier,VGK,F,2021-22,63,1400000,1211024.76,0.014859199523925781
Zack Kassian,EDM,F,2017-18,74,1950000,1208479.33,0.016113057732582092
Dylan Coghlan,VGK,D,2021-22,59,762500,1205133.34,0.014786912128329277
Nate Thompson,ANA,F,2015-16,49,1600000,1201729.5,0.016830945387482643
Nathan Beaulieu,WPG,D,2021-22,24,1250000,1201208.03,0.014738748781383038
Robert Bortuzzo,STL,D,2017-18,72,1150000,1200548.09,0.016007307916879654
Zack Kassian,EDM,F,2015-16,36,1750000,1198907.79,0.01679142564535141
Greg Pateryn,MTL,D,2015-16,38,562500,1198823.87,0.016790250316262245
Dalton Prout,CGY,D,2018-19,20,800000,1198774.28,0.015078921802341938
Eric Gelinas,COL,D,2015-16,40,1575000,1197974.71,0.016778357326984406
Zemgus Girgensons,BUF,F,2017-18,71,1600000,1197927.07,0.015972360968589783
Josh Archibald,EDM,F,2019-20,62,1000000,1197693.2,0.014695622026920319
Yannick Weber,NSH,D,2018-19,62,675000,1197168.57,0.015058724209666252
Tobias Rieder,EDM,F,2018-19,67,2000000,1196912.17,0.015055499039590359
Casey Nelson,BUF,D,2018-19,38,812500,1196345.84,0.015048375353217125
Chris Wagner,BOS,F,2020-21,41,1350000,1195674.26,0.014670849777758121
Colton Sceviour,DAL,F,2014-15,71,650000,1195099.12,0.01732027716934681
Ryan Lomberg,FLA,F,2021-22,55,725000,1194982.4,0.014662360772490501
Jujhar Khaira,EDM,F,2019-20,64,1200000,1193472.32,0.014643832109868526
Robby Fabbri,STL,F,2018-19,32,925000,1193051.28,0.01500693429261446
Radim Simek,SJS,D,2021-22,36,2250000,1189880.14,0.014599756337702274
Keegan Kolesar,VGK,F,2021-22,77,725000,1186774.73,0.014561653137207031
Lawson Crouse,ARI,F,2019-20,66,1533333,1186184.51,0.014554411172866821
Marcus Pettersson,PIT,D,2021-22,72,4025175,1185547.84,0.014546599239110947
Eric Robinson,CBJ,F,2020-21,56,975000,1185128.63,0.014541455544531345
Jordan Martinook,ARI,F,2017-18,81,1800000,1184976.47,0.015799686312675476
Nate Thompson,ANA,F,2016-17,30,1600000,1180235.73,0.016167612746357918
Noel Acciari,BOS,F,2018-19,72,725000,1180160.29,0.014844783581793308
Justin Falk,BUF,D,2016-17,52,650000,1176660.73,0.016118640080094337
Carl Gunnarsson,STL,D,2016-17,56,2900000,1173618.6,0.016076967120170593
Darren Helm,COL,F,2021-22,68,1000000,1173251.74,0.014395726844668388
Riley Sheahan,EDM,F,2019-20,66,900000,1173035.41,0.014393072575330734
Daniel Carr,MTL,F,2017-18,38,725000,1171607.69,0.015621435828506947
Jake Walman,DET,D,2021-22,51,725000,1171007.67,0.014368192292749882
Jordan Martinook,CAR,F,2019-20,45,2000000,1170497.38,0.014361931011080742
Ben Chiarot,WPG,D,2017-18,57,1400000,1170155.17,0.015602068975567818
Bryan Rust,PIT,F,2016-17,57,640000,1169628.33,0.01602230593562126
Robert Bortuzzo,STL,D,2016-17,38,1050000,1168410.83,0.016005627810955048
Anthony Duclair,OTT,F,2018-19,74,650000,1168340.3,0.01469610445201397
Luke Glendening,DET,F,2016-17,74,628333,1167661.89,0.015995368361473083
Kyle Clifford,STL,F,2020-21,50,1000000,1166608.04,0.01431420911103487
Matt Calvert,CBJ,F,2016-17,65,2200000,1165213.56,0.01596182957291603
Casey Cizikas,NYI,F,2016-17,59,3350000,1164480.94,0.015951793640851974
Steve Ott,MTL,F,2016-17,53,800000,1162989.99,0.015931369736790657
John Moore,ARI,D,2014-15,57,850500,1162919.53,0.016853906214237213
Adam Erne,DET,F,2019-20,56,1050000,1160723.3,0.014242003671824932
Vernon Fiddler,NSH,F,2016-17,59,1250000,1155883.08,0.015834014862775803
Chris Kelly,OTT,F,2016-17,82,900000,1155863.37,0.015833744779229164
Mark Pysyk,FLA,D,2019-20,57,2733333,1153637.62,0.014155062846839428
Jesper Fast,NYR,F,2016-17,67,950000,1152088.62,0.015782035887241364
Jordan Nolan,L.A,F,2016-17,46,950000,1151172.43,0.015769485384225845
Mathieu Perreault,WSH,F,2012-13,39,1050000,1151026.64,0.019183777272701263
Madison Bowey,DET,D,2018-19,50,1000000,1149588.75,0.014460235834121704
Riley Stillman,CHI,D,2021-22,52,1350000,1149468.59,0.014103909023106098
Denis Malgin,TOR,F,2019-20,44,750000,1148933.62,0.014097345061600208
Matt Hendricks,WPG,F,2018-19,26,700000,1146640.62,0.014423152431845665
Brian Boyle,PIT,F,2021-22,66,750000,1145536.74,0.014055665582418442
Joe Morrow,WPG,D,2017-18,56,650000,1144248.53,0.015256647020578384
Brad Richardson,L.A,F,2011-12,59,1175000,1143965.2,0.017791060730814934
Blake Lizotte,LAK,F,2021-22,70,800000,1143876.3,0.014035291969776154
Drake Caggiula,CHI,F,2019-20,40,1500000,1141932.58,0.0140114426612854
Riley Nash,CAR,F,2013-14,73,575000,1141550.56,0.01775350794196129
Joel Hanley,DAL,D,2021-22,44,750000,1140958.74,0.013999493792653084
Maxim Mamin,FLA,F,2021-22,40,975000,1137236.4,0.013953820802271366
Devin Shore,ANA,F,2019-20,46,2300000,1134771.6,0.013923577964305878
Mark Borowiecki,NSH,D,2020-21,22,2000000,1134487.12,0.013920087367296219
Paul Postma,WPG,D,2016-17,65,887500,1133556.44,0.015528170391917229
Stephen Johns,DAL,D,2016-17,61,725000,1132809.27,0.015517935156822205
Kyle Clifford,TOR,F,2021-22,25,1000000,1132332.92,0.013893655501306057
Casey Cizikas,NYI,F,2017-18,64,3350000,1132044.55,0.015093927271664143
Mark Jankowski,CGY,F,2018-19,79,1675000,1130189.93,0.01421622559428215
Johan Larsson,BUF,F,2018-19,73,1475000,1128613.32,0.014196394011378288
Austin Watson,NSH,F,2019-20,53,1100000,1128366.4,0.013844986446201801
Dalton Prout,N.J,D,2016-17,29,1575000,1126759.76,0.015435065142810345
Ryan Donato,MIN,F,2019-20,62,1900000,1125955.19,0.013815401121973991
Nate Thompson,T.B,F,2011-12,68,900000,1125056.1,0.0174969844520092
Nate Thompson,T.B,F,2012-13,45,900000,1124437.79,0.01874062977731228
Jujhar Khaira,EDM,F,2018-19,60,675000,1122511.97,0.014119647443294525
Derek MacKenzie,FLA,F,2017-18,74,1375000,1121584.77,0.014954463578760624
Colton Sceviour,PIT,F,2020-21,46,1200000,1119942.78,0.01374162919819355
Ross Johnston,NYI,F,2021-22,32,1000000,1119773.59,0.013739553280174732
Brian Flynn,MTL,F,2016-17,51,950000,1118645.7,0.015323913656175137
Travis Boyd,WSH,F,2019-20,24,800000,1118575.47,0.013724852353334427
Daniel Sprong,ANA,F,2018-19,63,750000,1117076.76,0.014051279984414577
Nathan Gerbe,BUF,F,2012-13,42,1450000,1113947.22,0.018565787002444267
Brett Connolly,BOS,F,2015-16,71,1025000,1113849.81,0.015600137412548065
MacKenzie Weegar,FLA,D,2018-19,64,900000,1113659.44,0.0140082947909832
Patrick Maroon,ANA,F,2013-14,62,575000,1112755.44,0.017305683344602585
Kieffer Bellows,NYI,F,2021-22,45,750000,1112235.08,0.013647056184709072
Ryan Murray,COL,D,2021-22,37,2000000,1111373.28,0.013636481948196888
Nic Dowd,WSH,F,2018-19,64,650000,1108466.26,0.01394297182559967
Chris Neil,OTT,F,2016-17,53,1500000,1106229.65,0.015153830870985985
Tobias Rieder,BUF,F,2020-21,44,700000,1105892.64,0.013569234870374203
Garnet Hathaway,WSH,F,2019-20,66,1500000,1105111,0.013559644110500813
Pierre Engvall,TOR,F,2020-21,42,1250000,1100941.35,0.013508482836186886
Cal Clutterbuck,MIN,F,2012-13,42,1400000,1100898.72,0.018348312005400658
Scott Mayfield,NYI,D,2017-18,47,625000,1094751.08,0.014596681110560894
Matt Hendricks,EDM,F,2016-17,42,1850000,1094242.27,0.014989620074629784
Alex Chiasson,WSH,F,2017-18,61,660000,1089797.17,0.01453062891960144
Riley Sheahan,SEA,F,2021-22,69,850000,1088585.14,0.013356872834265232
Derek Grant,ANA,F,2018-19,56,650000,1085884.09,0.013658919371664524
William Lagesson,MTL,D,2021-22,33,725000,1085740.68,0.013321971520781517
Darren Helm,DET,F,2011-12,68,912500,1085017.39,0.016874298453330994
Ryan Hartman,MIN,F,2019-20,69,1900000,1082624.19,0.01328373234719038
Mark Borowiecki,OTT,D,2015-16,63,1100000,1081735.56,0.015150357969105244
Brett Ritchie,BOS,F,2019-20,27,1000000,1080772.16,0.013261008076369762
Alex Petrovic,FLA,D,2015-16,66,1050000,1079195.13,0.015114777721464634
Travis Boyd,VAN,F,2020-21,39,700000,1078402.32,0.013231930322945118
Christian Fischer,ARI,F,2020-21,52,1000000,1075962.5,0.013201993890106678
Andrew Copp,WPG,F,2017-18,82,1000000,1073023.3,0.014306977391242981
Tommy Wingels,BOS,F,2017-18,75,750000,1072985.1,0.014306467957794666
Nathan Bastian,NJD,F,2021-22,72,825000,1071950.89,0.0131527716293931
Nick Shore,L.A,F,2016-17,70,600000,1070397.07,0.014662973582744598
Brendan Gaunce,VAN,F,2017-18,37,750000,1069342.95,0.014257906004786491
Nico Sturm,COL,F,2021-22,74,725000,1067639.46,0.013099870644509792
Brett Ritchie,CGY,F,2021-22,41,900000,1067180.47,0.013094238936901093
Trevor Lewis,L.A,F,2013-14,73,1325000,1066738.98,0.01659003086388111
